,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,possibly_sensitive,entities.media,extended_entities.media,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.possibly_sensitive,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
133,Fri Jan 24 03:22:51 +0000 2020,1220547482058444800,1220547482058444800,@PollyPomegrana1 @MattGustafson02 @toddcchambers @UMichFootball @UMich If you’re going to insult someone you might as well have your facts straight,False,"[71, 147]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205064714080625e+18,1220506471408062464,1.0440099413281219e+18,1044009941328121856,PollyPomegrana1,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'PollyPomegrana1', 'name': 'Polly Pomegranate', 'id': 1044009941328121856, 'id_str': '1044009941328121856', 'indices': [0, 16]}, {'screen_name': 'MattGustafson02', 'name': 'Matthew Beckham Jr.', 'id': 274780733, 'id_str': '274780733', 'indices': [17, 33]}, {'screen_name': 'toddcchambers', 'name': 'Todd Chambers', 'id': 2993423515, 'id_str': '2993423515', 'indices': [34, 48]}, {'screen_name': 'UMichFootball', 'name': 'Michigan Football', 'id': 27902825, 'id_str': '27902825', 'indices': [49, 63]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [64, 70]}]",[],en,recent,1018235994603229184,1018235994603229184,KRB,krbgolf,Michigan,Alma College alum ‘19| Former College Golfer|ΣΧ,,,[],False,43,385,0,Sat Jul 14 20:49:13 +0000 2018,1513,,,False,False,269,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1135123944271437825/6CEAH0jb_normal.jpg,https://pbs.twimg.com/profile_images/1135123944271437825/6CEAH0jb_normal.jpg,https://pbs.twimg.com/profile_banners/1018235994603229184/1537587845,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Fri Jan 24 03:22:08 +0000 2020,1220547303276150785,1220547303276150785,@PollyPomegrana1 @MattGustafson02 @toddcchambers @UMichFootball @UMich Nice try but you’re confused,False,"[71, 99]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205064714080625e+18,1220506471408062464,1.0440099413281219e+18,1044009941328121856,PollyPomegrana1,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'PollyPomegrana1', 'name': 'Polly Pomegranate', 'id': 1044009941328121856, 'id_str': '1044009941328121856', 'indices': [0, 16]}, {'screen_name': 'MattGustafson02', 'name': 'Matthew Beckham Jr.', 'id': 274780733, 'id_str': '274780733', 'indices': [17, 33]}, {'screen_name': 'toddcchambers', 'name': 'Todd Chambers', 'id': 2993423515, 'id_str': '2993423515', 'indices': [34, 48]}, {'screen_name': 'UMichFootball', 'name': 'Michigan Football', 'id': 27902825, 'id_str': '27902825', 'indices': [49, 63]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [64, 70]}]",[],en,recent,1018235994603229184,1018235994603229184,KRB,krbgolf,Michigan,Alma College alum ‘19| Former College Golfer|ΣΧ,,,[],False,43,385,0,Sat Jul 14 20:49:13 +0000 2018,1513,,,False,False,269,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1135123944271437825/6CEAH0jb_normal.jpg,https://pbs.twimg.com/profile_images/1135123944271437825/6CEAH0jb_normal.jpg,https://pbs.twimg.com/profile_banners/1018235994603229184/1537587845,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Fri Jan 24 03:21:52 +0000 2020,1220547236452536320,1220547236452536320,@PollyPomegrana1 @toddcchambers @UMichFootball @UMich Will Hagerup graduated in 2011. Blake O’Neill was the punter against MSU in 2015. Nice try though,False,"[54, 151]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220506199420035e+18,1220506199420035072,1.0440099413281219e+18,1044009941328121856,PollyPomegrana1,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'PollyPomegrana1', 'name': 'Polly Pomegranate', 'id': 1044009941328121856, 'id_str': '1044009941328121856', 'indices': [0, 16]}, {'screen_name': 'toddcchambers', 'name': 'Todd Chambers', 'id': 2993423515, 'id_str': '2993423515', 'indices': [17, 31]}, {'screen_name': 'UMichFootball', 'name': 'Michigan Football', 'id': 27902825, 'id_str': '27902825', 'indices': [32, 46]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [47, 53]}]",[],en,recent,1018235994603229184,1018235994603229184,KRB,krbgolf,Michigan,Alma College alum ‘19| Former College Golfer|ΣΧ,,,[],False,43,385,0,Sat Jul 14 20:49:13 +0000 2018,1513,,,False,False,269,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1135123944271437825/6CEAH0jb_normal.jpg,https://pbs.twimg.com/profile_images/1135123944271437825/6CEAH0jb_normal.jpg,https://pbs.twimg.com/profile_banners/1018235994603229184/1537587845,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Fri Jan 24 03:12:22 +0000 2020,1220544844403298304,1220544844403298304,"@Richard_Primus @UMich I mean, Go Blue.",False,"[23, 39]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204359024823378e+18,1220435902482337792,4121033841.0,4121033841,Richard_Primus,,,,,False,0,16,False,False,en,[],[],"[{'screen_name': 'Richard_Primus', 'name': 'Richard Primus', 'id': 4121033841, 'id_str': '4121033841', 'indices': [0, 15]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [16, 22]}]",[],en,recent,374784784,374784784,Chief Justice McCormack,BridgetMaryMc,"Ann Arbor, MI",Chief Justice of the @MISupremeCt. @nyulaw '91. @UMichLaw faculty. 2 Wolverine kids. Go Blue.,https://t.co/v56D4lCA3n,"[{'url': 'https://t.co/v56D4lCA3n', 'expanded_url': 'http://courts.mi.gov', 'display_url': 'courts.mi.gov', 'indices': [0, 23]}]",[],False,7478,1418,109,Fri Sep 16 23:09:53 +0000 2011,18575,,,True,True,5185,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1011426405249421313/pkbbv3l5_normal.jpg,https://pbs.twimg.com/profile_images/1011426405249421313/pkbbv3l5_normal.jpg,https://pbs.twimg.com/profile_banners/374784784/1529977491,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Fri Jan 24 02:12:31 +0000 2020,1220529783886532608,1220529783886532608,"@Janak183 @AjitPaiFCC @FCC @OhioState @UMich You might be from Ohio if when spelling the name of your state, you can only get through the first two letters before asking someone else to spell the rest for you.",False,"[45, 209]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220516787881681e+18,1220516787881680896,561452611.0,561452611,Janak183,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Janak183', 'name': 'Darth Gifer.. 🇺🇸', 'id': 561452611, 'id_str': '561452611', 'indices': [0, 9]}, {'screen_name': 'AjitPaiFCC', 'name': 'Ajit Pai', 'id': 575658149, 'id_str': '575658149', 'indices': [10, 21]}, {'screen_name': 'FCC', 'name': 'The FCC', 'id': 66369206, 'id_str': '66369206', 'indices': [22, 26]}, {'screen_name': 'OhioState', 'name': 'Ohio State', 'id': 18846918, 'id_str': '18846918', 'indices': [27, 37]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [38, 44]}]",[],en,recent,188343111,188343111,John Simpson,jsimpsonDC,"Atlanta, GA","Part flack, part lobbyist, full political hack.  Michigan native and alum living in SEC Country. #Hail",,,[],False,382,995,15,Wed Sep 08 14:20:01 +0000 2010,846,,,True,False,679,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/658643064530038784/1DAzKTxG_normal.jpg,https://pbs.twimg.com/profile_images/658643064530038784/1DAzKTxG_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Fri Jan 24 01:35:39 +0000 2020,1220520504462839810,1220520504462839810,@EricHultgren @UMich Thanks! Really enjoyed it and learned a lot. Planning to try a few hours without my phone during the week 👍,False,"[21, 128]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205187681175265e+18,1220518768117526528,7094272.0,7094272,EricHultgren,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'EricHultgren', 'name': 'Eric Hultgren', 'id': 7094272, 'id_str': '7094272', 'indices': [0, 13]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [14, 20]}]",[],en,recent,2280066469,2280066469,Meagan,beckmeagan,"Michigan, USA","Social media for @gvsu #hesm. Alumna of @michiganstateu & @thesnews. Runner, concert enthusiast and cat mom.",,,[],False,401,311,15,Tue Jan 07 05:07:39 +0000 2014,1299,,,False,True,299,,False,False,False,5DBDA3,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216513884389023749/X76Ugx6t_normal.jpg,https://pbs.twimg.com/profile_images/1216513884389023749/X76Ugx6t_normal.jpg,https://pbs.twimg.com/profile_banners/2280066469/1571677443,A253A6,FFFFFF,DDEEF6,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Fri Jan 24 00:53:22 +0000 2020,1220509866936225792,1220509866936225792,@UMichFootball @UMich Times are tough! Great publicity though!,False,"[22, 62]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201092778780877e+18,1220109277878087680,27902825.0,27902825,UMichFootball,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UMichFootball', 'name': 'Michigan Football', 'id': 27902825, 'id_str': '27902825', 'indices': [0, 14]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [15, 21]}]",[],en,recent,478034830,478034830,Mike Craig,MikeCraig10,Ohio ➡️ Cali,Alum THEOSU/ Jerome Varsity Asst Basketball Coach/ Tweet about Tiger Woods=🐐/ West coast guy living in a Midwestern body 🌰🐧🐻 LA,,,[],False,176,472,1,Sun Jan 29 20:50:29 +0000 2012,6161,,,True,False,8569,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1156360012320710656/2jAddSWg_normal.jpg,https://pbs.twimg.com/profile_images/1156360012320710656/2jAddSWg_normal.jpg,https://pbs.twimg.com/profile_banners/478034830/1577653868,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Thu Jan 23 23:15:58 +0000 2020,1220485355058663425,1220485355058663425,@MattGustafson02 @toddcchambers @UMichFootball @UMich Explain how it isn’t... that was from 2011 when they last beat OSU,False,"[54, 120]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220465097941885e+18,1220465097941884929,274780733.0,274780733,MattGustafson02,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MattGustafson02', 'name': 'Matthew Beckham Jr.', 'id': 274780733, 'id_str': '274780733', 'indices': [0, 16]}, {'screen_name': 'toddcchambers', 'name': 'Todd Chambers', 'id': 2993423515, 'id_str': '2993423515', 'indices': [17, 31]}, {'screen_name': 'UMichFootball', 'name': 'Michigan Football', 'id': 27902825, 'id_str': '27902825', 'indices': [32, 46]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [47, 53]}]",[],en,recent,1018235994603229184,1018235994603229184,KRB,krbgolf,Michigan,Alma College alum ‘19| Former College Golfer|ΣΧ,,,[],False,43,385,0,Sat Jul 14 20:49:13 +0000 2018,1513,,,False,False,269,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1135123944271437825/6CEAH0jb_normal.jpg,https://pbs.twimg.com/profile_images/1135123944271437825/6CEAH0jb_normal.jpg,https://pbs.twimg.com/profile_banners/1018235994603229184/1537587845,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Thu Jan 23 23:09:27 +0000 2020,1220483713416466433,1220483713416466433,@BlastyTrooper @UMich May the force be with you 🔥,False,"[22, 49]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220483411451818e+18,1220483411451817989,57866427.0,57866427,BlastyTrooper,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'BlastyTrooper', 'name': 'Jon Leopold', 'id': 57866427, 'id_str': '57866427', 'indices': [0, 14]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [15, 21]}]",[],en,recent,730752410,730752410,Maggie O'Hara,ohara_mags,,Life is Beautiful. UMich Gymnast 〽️ James 1:2-3,https://t.co/Vi0QqZTMQZ,"[{'url': 'https://t.co/Vi0QqZTMQZ', 'expanded_url': 'http://www.gym-style.com/maggieohara/', 'display_url': 'gym-style.com/maggieohara/', 'indices': [0, 23]}]",[],False,1177,868,14,Wed Aug 01 14:07:37 +0000 2012,29685,,,True,False,8514,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1012852998693847040/lX4h9Vhs_normal.jpg,https://pbs.twimg.com/profile_images/1012852998693847040/lX4h9Vhs_normal.jpg,https://pbs.twimg.com/profile_banners/730752410/1558538148,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Thu Jan 23 22:50:27 +0000 2020,1220478931918295040,1220478931918295040,@jenheemstra @UMich @MichiganChem I am so bummed I cannot attend any of your lectures bcs of childcare 😭😭😭 I hope you have a great time!!!,False,"[34, 138]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203910297922642e+18,1220391029792264194,2704715387.0,2704715387,jenheemstra,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'jenheemstra', 'name': 'Jen Heemstra', 'id': 2704715387, 'id_str': '2704715387', 'indices': [0, 12]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [13, 19]}, {'screen_name': 'MichiganChem', 'name': 'Michigan Chemistry', 'id': 847518592736333824, 'id_str': '847518592736333824', 'indices': [20, 33]}]",[],en,recent,1017590606061883392,1017590606061883392,Simone Brixius-Anderko ☣,Brixius_Simone,"Ann Arbor, MI","Postdoc @ScottLabUMich @American_Heart| P450 structure/function enthusiast ❤| #autismawareness| mom, heavy music & books 😊|
International Affairs Chair @umpda1",https://t.co/leN5gJGDIY,"[{'url': 'https://t.co/leN5gJGDIY', 'expanded_url': 'https://www.linkedin.com/in/simone-brixius-anderko-916607b9', 'display_url': 'linkedin.com/in/simone-brix…', 'indices': [0, 23]}]",[],False,190,339,4,Fri Jul 13 02:04:41 +0000 2018,1594,,,False,False,442,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1163558185338384390/4W-Afotr_normal.jpg,https://pbs.twimg.com/profile_images/1163558185338384390/4W-Afotr_normal.jpg,https://pbs.twimg.com/profile_banners/1017590606061883392/1564252422,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Thu Jan 23 22:21:26 +0000 2020,1220471630167789576,1220471630167789576,"RT @Richard_Primus: Moments ago, walking thru a non-law school building here @umich, I passed an employee at an information desk reading a…",False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,30,0,False,False,en,[],[],"[{'screen_name': 'Richard_Primus', 'name': 'Richard Primus', 'id': 4121033841, 'id_str': '4121033841', 'indices': [3, 18]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [77, 83]}]",[],en,recent,270740878,270740878,"Karen Wilcox, Ph.D.",kswilcox,,"mom, wife, neuroscientist, utah progressive liberal, professor and chair, 🏳️‍🌈, opinions are mine, but shared by many, she, her, hers",,,[],False,771,836,28,Wed Mar 23 05:02:26 +0000 2011,18333,,,True,False,5049,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000121897894/6d4529227f9714eef27d2fa9de4684c5_normal.jpeg,https://pbs.twimg.com/profile_images/378800000121897894/6d4529227f9714eef27d2fa9de4684c5_normal.jpeg,https://pbs.twimg.com/profile_banners/270740878/1495937414,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,Thu Jan 23 19:59:28 +0000 2020,1.2204359024823378e+18,1220435902482337792,"Moments ago, walking thru a non-law school building here @umich, I passed an employee at an information desk reading a copy of the Constitution. We chatted. Never read it before, he said. But in light of what’s going on, he figured maybe he’d better.",False,"[0, 250]",[],[],"[{'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [57, 63]}]",[],,,en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,4121033841.0,4121033841,Richard Primus,Richard_Primus,"Ann Arbor, MI",Constitutional law prof @UMichLaw. Mr. @PrimusEve. Dad. Fourth-generation Cub fan.  Lover of ripe bananas and chocolate chip cookies.,https://t.co/vGbFp7cYto,"[{'url': 'https://t.co/vGbFp7cYto', 'expanded_url': 'http://www.law.umich.edu/FacultyBio/Pages/FacultyBio.aspx?FacID=raprimus', 'display_url': 'law.umich.edu/FacultyBio/Pag…', 'indices': [0, 23]}]",[],False,9512.0,58.0,132.0,Thu Nov 05 18:04:58 +0000 2015,4049.0,,,False,False,3827.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/937087320779403265/GsueeL_r_normal.jpg,https://pbs.twimg.com/profile_images/937087320779403265/GsueeL_r_normal.jpg,https://pbs.twimg.com/profile_banners/4121033841/1479241550,3B94D9,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,30.0,265.0,False,False,,en,,,,,,,,,,
212,Thu Jan 23 21:10:53 +0000 2020,1220453877209862144,1220453877209862144,"RT @Richard_Primus: Moments ago, walking thru a non-law school building here @umich, I passed an employee at an information desk reading a…",False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,30,0,False,False,en,[],[],"[{'screen_name': 'Richard_Primus', 'name': 'Richard Primus', 'id': 4121033841, 'id_str': '4121033841', 'indices': [3, 18]}, {'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [77, 83]}]",[],en,recent,2851365583,2851365583,Greg Urbiel,gregurbiel,"Grosse Pointe Park, MI","Retired Engineer, Student at Wayne State University in Detroit",,,[],False,110,205,0,Sat Oct 11 00:30:37 +0000 2014,61345,,,False,False,11221,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,,,,,,,,,,,,,Thu Jan 23 19:59:28 +0000 2020,1.2204359024823378e+18,1220435902482337792,"Moments ago, walking thru a non-law school building here @umich, I passed an employee at an information desk reading a copy of the Constitution. We chatted. Never read it before, he said. But in light of what’s going on, he figured maybe he’d better.",False,"[0, 250]",[],[],"[{'screen_name': 'UMich', 'name': 'University of Michigan', 'id': 88836132, 'id_str': '88836132', 'indices': [57, 63]}]",[],,,en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,4121033841.0,4121033841,Richard Primus,Richard_Primus,"Ann Arbor, MI",Constitutional law prof @UMichLaw. Mr. @PrimusEve. Dad. Fourth-generation Cub fan.  Lover of ripe bananas and chocolate chip cookies.,https://t.co/vGbFp7cYto,"[{'url': 'https://t.co/vGbFp7cYto', 'expanded_url': 'http://www.law.umich.edu/FacultyBio/Pages/FacultyBio.aspx?FacID=raprimus', 'display_url': 'law.umich.edu/FacultyBio/Pag…', 'indices': [0, 23]}]",[],False,9512.0,58.0,132.0,Thu Nov 05 18:04:58 +0000 2015,4049.0,,,False,False,3827.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/937087320779403265/GsueeL_r_normal.jpg,https://pbs.twimg.com/profile_images/937087320779403265/GsueeL_r_normal.jpg,https://pbs.twimg.com/profile_banners/4121033841/1479241550,3B94D9,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,30.0,265.0,False,False,,en,,,,,,,,,,
