,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.possibly_sensitive,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
73,Wed Jan 22 19:14:54 +0000 2020,1220062297743339521,1220062297743339521,@krvarshney @SyracuseU Thank you :),False,"[23, 35]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200618392682414e+18,1220061839268241410,519761412.0,519761412,krvarshney,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'krvarshney', 'name': 'Kush Varshney', 'id': 519761412, 'id_str': '519761412', 'indices': [0, 11]}, {'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [12, 22]}]",[],en,recent,1205510874930335747,1205510874930335747,Xinyi Zhou,XinyiZhouXZ,Syracuse,"Ph.D. Candidate, Syracuse University
Data Mining | Social Media Mining | Social Computing",https://t.co/RfpJfEDHai,[],False,9,36,0,Fri Dec 13 15:32:50 +0000 2019,9,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1205563509960052736/UIjSkcNA_normal.jpg,https://pbs.twimg.com/profile_images/1205563509960052736/UIjSkcNA_normal.jpg,https://pbs.twimg.com/profile_banners/1205510874930335747/1576253128,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/RfpJfEDHai', 'expanded_url': 'https://www.xzhou.net/', 'display_url': 'xzhou.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Wed Jan 22 16:25:14 +0000 2020,1220019601691549696,1220019601691549696,"Completed state report for @SyracuseU Watched in amazement as IT guru configured/compressed all 1100 pages into single PDF 
Me: I could never do what you are doing
@RobPusch No, you couldn't 
This is what friends are for 🍊🤓 
#AcademicTwitter #AcademicChatter",False,"[0, 258]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,5,False,False,en,"[{'text': 'AcademicTwitter', 'indices': [225, 241]}, {'text': 'AcademicChatter', 'indices': [242, 258]}]",[],"[{'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [27, 37]}, {'screen_name': 'RobPusch', 'name': 'Rob Pusch', 'id': 65911278, 'id_str': '65911278', 'indices': [164, 173]}]",[],en,recent,507816343,507816343,Dr. Melanie Nappa,msnappa,"New York, USA","BC Alum; Faculty PD, HST, EDU, CEPs & Syracuse University 🍊 Views are my own. #resist #nuntastic",,[],False,347,350,4,Tue Feb 28 19:36:42 +0000 2012,4315,,,True,False,256,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1215092239799635969/SLnt30zW_normal.jpg,https://pbs.twimg.com/profile_images/1215092239799635969/SLnt30zW_normal.jpg,https://pbs.twimg.com/profile_banners/507816343/1576693303,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Wed Jan 22 16:05:31 +0000 2020,1220014639511166978,1220014639511166978,"Hey, @jmgrygiel ! My name is Clare Toner, I am a senior @SyracuseU studying international relations and communications. I like to follow politics, foreign affairs, and pop culture and am excited to learn more about social media! #NHsmc",False,"[0, 235]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,en,"[{'text': 'NHsmc', 'indices': [229, 235]}]",[],"[{'screen_name': 'jmgrygiel', 'name': 'J. Grygiel 🏳️\u200d🌈🇺🇸', 'id': 1264837447, 'id_str': '1264837447', 'indices': [5, 15]}, {'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [56, 66]}]",[],en,recent,1217846988433252352,1217846988433252352,Clare Toner,ClareToner_,,Senior @ Syracuse University (:,,[],False,5,5,0,Thu Jan 16 16:32:11 +0000 2020,2,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1217847458904133633/3ZDtF7SI_normal.jpg,https://pbs.twimg.com/profile_images/1217847458904133633/3ZDtF7SI_normal.jpg,https://pbs.twimg.com/profile_banners/1217846988433252352/1579192613,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Wed Jan 22 02:47:13 +0000 2020,1219813740809351169,1219813740809351169,"@accnetwork @ClemsonMBB @clemsonlife1 Awesome program. It would be cool if you also highlighted other ACC schools that have the same thing like the @GeorgiaTech Excel and @SyracuseU InclusiveU programs. Not sure where you got info that Clemson is the only P5 with one, but I'm happy to see media coverage",False,"[38, 304]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2198076504536064e+18,1219807650453606400,1.0635307102779843e+18,1063530710277984258,accnetwork,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'accnetwork', 'name': 'ACC Network', 'id': 1063530710277984258, 'id_str': '1063530710277984258', 'indices': [0, 11]}, {'screen_name': 'ClemsonMBB', 'name': 'Clemson Basketball', 'id': 601327196, 'id_str': '601327196', 'indices': [12, 23]}, {'screen_name': 'clemsonlife1', 'name': 'ClemsonLIFE', 'id': 1650386016, 'id_str': '1650386016', 'indices': [24, 37]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [148, 160]}, {'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [171, 181]}]",[],en,recent,2324608261,2324608261,Matt,mattobrien65,"Los Angeles, CA","Proud Georgia Tech alum | he/him | Tweets about memes, social justice, and GT & LA sports",,[],False,330,247,2,Mon Feb 03 01:29:24 +0000 2014,89590,,,True,False,8943,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1169291011442372608/mfmgO1_q_normal.jpg,https://pbs.twimg.com/profile_images/1169291011442372608/mfmgO1_q_normal.jpg,https://pbs.twimg.com/profile_banners/2324608261/1552824067,003057,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Wed Jan 22 02:36:47 +0000 2020,1219811113489063938,1219811113489063938,.@CochranFirm_ATL did one course Nconstitutional law  at @SyracuseU. Blve n hearing deliberations Frm both sides n every case. Following @AlanDersh but which black lawyer strng  nthe constitution shld I follow nTwitter? Blve n hearing Frm the best. #attorneys. #ImpeachmentTrial,False,"[0, 278]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'attorneys', 'indices': [249, 259]}, {'text': 'ImpeachmentTrial', 'indices': [261, 278]}]",[],"[{'screen_name': 'CochranFirm_ATL', 'name': 'The Cochran Firm ATL', 'id': 3224502311, 'id_str': '3224502311', 'indices': [1, 17]}, {'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [57, 67]}, {'screen_name': 'AlanDersh', 'name': 'Alan Dershowitz', 'id': 372372537, 'id_str': '372372537', 'indices': [137, 147]}]",[],en,recent,16687237,16687237,Verna Smith,VernaPolitics,United States,"#journalist, Passion: #politics /#media. #SyracuseUAlum. Remains a sceptic despite..! Mantra? Nver give up!!!TheClipBoard@gmail.com",https://t.co/lvMNstolkN,[],False,2600,1083,564,Fri Oct 10 18:51:55 +0000 2008,10208,,,False,False,358002,,False,False,False,DBE9ED,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,False,http://pbs.twimg.com/profile_images/1212271735451594752/JuaJtZ2C_normal.jpg,https://pbs.twimg.com/profile_images/1212271735451594752/JuaJtZ2C_normal.jpg,https://pbs.twimg.com/profile_banners/16687237/1577862764,CC3366,FFFFFF,E6F6F9,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/lvMNstolkN', 'expanded_url': 'http://about.me/VernaPolitics', 'display_url': 'about.me/VernaPolitics', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Wed Jan 22 02:30:56 +0000 2020,1219809641829367810,1219809641829367810,"@SyracuseU Now do that same image w/ all the doors open. The butterfly roof of the canopy extends all the way thru the bldg!

In the snow❄: by a Panasci Lounge window w/a hot beverage. ☕ -or lunch tray sledding near HL

#ForeverOrange",False,"[11, 234]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.219724125893206e+18,1219724125893206016,125688706.0,125688706,SyracuseU,,,,,False,0,1,False,False,en,"[{'text': 'ForeverOrange', 'indices': [220, 234]}]",[],"[{'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [0, 10]}]",[],en,recent,140568968,140568968,Jonathan M Taylor,jmatthewt,"Providence, RI",Architect @LLBarch Dir. Design Implementation/Sr Assoc.; @AIARhodeIsland President; @AIANational Upjohn Fellow; Alum @SyracuseU @Syr_Arch & @SAsga_AlumOrgSU,https://t.co/xXQh4Qi3Rh,[],False,544,1108,35,Wed May 05 21:09:40 +0000 2010,2565,,,False,False,2258,,False,False,False,F5FAF8,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/2479224370/6t4l7olx2lgcxpccin8c_normal.jpeg,https://pbs.twimg.com/profile_images/2479224370/6t4l7olx2lgcxpccin8c_normal.jpeg,https://pbs.twimg.com/profile_banners/140568968/1505172832,F0A50E,90909C,89A39F,0C3E53,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/xXQh4Qi3Rh', 'expanded_url': 'http://about.me/jonathan.taylor', 'display_url': 'about.me/jonathan.taylor', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Wed Jan 22 01:05:54 +0000 2020,1219788244948324352,1219788244948324352,"Dexter McKinney encouraged students to utlize the powerful networking given by @SyracuseU  and @NewhouseSU. He also suggested that we should split our time to spend 33% of our time with our peers, 33% with people we can help, 33% time with people you want to become.",False,"[0, 266]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [79, 89]}, {'screen_name': 'NewhouseSU', 'name': 'Newhouse School', 'id': 14295896, 'id_str': '14295896', 'indices': [95, 106]}]",[],en,recent,788874472178810880,788874472178810880,Meilin Feng,Meilin_Fengggg,"Syracuse, NY",Love music! Syracuse University,,[],False,10,75,0,Wed Oct 19 22:48:25 +0000 2016,6,,,True,False,79,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/788882645279240192/L2gdfUYL_normal.jpg,https://pbs.twimg.com/profile_images/788882645279240192/L2gdfUYL_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Wed Jan 22 00:15:23 +0000 2020,1219775531782111236,1219775531782111236,"The reason Dexter McKinney is here today is that he was given opportunities in @SyracuseU
, and so many people here have carved out space for him to be here and share his stories with all of us.",False,"[0, 194]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [79, 89]}]",[],en,recent,788874472178810880,788874472178810880,Meilin Feng,Meilin_Fengggg,"Syracuse, NY",Love music! Syracuse University,,[],False,10,75,0,Wed Oct 19 22:48:25 +0000 2016,6,,,True,False,79,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/788882645279240192/L2gdfUYL_normal.jpg,https://pbs.twimg.com/profile_images/788882645279240192/L2gdfUYL_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Tue Jan 21 15:40:36 +0000 2020,1219645980292845568,1219645980292845568,@DrMikeHaynie @SyracuseU Outstanding news Mike. Congratulations! Can’t wait to stop in.,False,"[25, 87]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2196217417456394e+18,1219621741745639425,1228251756.0,1228251756,DrMikeHaynie,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'DrMikeHaynie', 'name': 'Mike Haynie', 'id': 1228251756, 'id_str': '1228251756', 'indices': [0, 13]}, {'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [14, 24]}]",[],en,recent,67958515,67958515,Stephen Robbins,Stephen_Robbins,Columbus. Ohio,"Retired USMC Major, UMD Program Director for US CBP Leadership Institute, President/CEO of Student-Leader Seminar, UF Gator Alumni, Catholic husband & father.",https://t.co/XLk51gMYq8,[],False,302,649,13,Sat Aug 22 19:08:27 +0000 2009,1845,,,True,False,3770,,False,False,False,709397,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1027553847504461824/fsV8nDJh_normal.jpg,https://pbs.twimg.com/profile_images/1027553847504461824/fsV8nDJh_normal.jpg,,312CCF,FFFFFF,A0C5C7,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/XLk51gMYq8', 'expanded_url': 'http://www.studentleaderseminar.com/', 'display_url': 'studentleaderseminar.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Tue Jan 21 02:02:09 +0000 2020,1219440010920955904,1219440010920955904,@republicoftea @Specialty_Food We love @republicoftea at @SyracuseU — especially during our long snowy winters!  #OrangeEmbassy 🧡🍊,False,"[31, 130]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2190072992822968e+18,1219007299282296832,19423370.0,19423370,republicoftea,,,,,False,0,2,False,False,en,"[{'text': 'OrangeEmbassy', 'indices': [113, 127]}]",[],"[{'screen_name': 'republicoftea', 'name': 'The Republic of Tea', 'id': 19423370, 'id_str': '19423370', 'indices': [0, 14]}, {'screen_name': 'Specialty_Food', 'name': 'Specialty Food Association', 'id': 26511898, 'id_str': '26511898', 'indices': [15, 30]}, {'screen_name': 'republicoftea', 'name': 'The Republic of Tea', 'id': 19423370, 'id_str': '19423370', 'indices': [39, 53]}, {'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [57, 67]}]",[],en,recent,755457552645758976,755457552645758976,Syracuse LaunchPad,LaunchPadSYR,"Syracuse, NY","Blackstone LaunchPad at Syracuse University is a campus experiential entrepreneurship program offering coaching, ideation and venture creation support.",https://t.co/vuCaeedfnq,[],False,659,267,86,Tue Jul 19 17:41:31 +0000 2016,1793,,,False,False,2569,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/890745818789142528/RnAisesi_normal.jpg,https://pbs.twimg.com/profile_images/890745818789142528/RnAisesi_normal.jpg,https://pbs.twimg.com/profile_banners/755457552645758976/1468962492,D44500,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/vuCaeedfnq', 'expanded_url': 'http://LaunchPad.syr.edu', 'display_url': 'LaunchPad.syr.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Tue Jan 21 01:08:47 +0000 2020,1219426583196438530,1219426583196438530,@TheoHollerbach @OrlandoMagic @SyracuseU @MagenBaumann Amen Theo!,False,"[55, 65]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193988154568622e+18,1219398815456862208,14882422.0,14882422,TheoHollerbach,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TheoHollerbach', 'name': 'Theo Hollerbach', 'id': 14882422, 'id_str': '14882422', 'indices': [0, 15]}, {'screen_name': 'OrlandoMagic', 'name': 'Orlando Magic', 'id': 19537303, 'id_str': '19537303', 'indices': [16, 29]}, {'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [30, 40]}, {'screen_name': 'MagenBaumann', 'name': 'Magen Baumann', 'id': 875072664951558144, 'id_str': '875072664951558144', 'indices': [41, 54]}]",[],en,recent,16577004,16577004,David Baumann🎙,DavidBaumannORL,"Orlando, FL","📺@SpecSports360 panelist Thu, Sat, 10:30pm, 📻 @969TheGame #EKSports Tue 7-9pm @OrlandoMagic coverage since '04 
Alum: @NewhouseSU @SyracuseU @CrummerBusiness",https://t.co/j5iTSFeTGr,[],False,4859,3721,169,Fri Oct 03 12:23:00 +0000 2008,36562,,,True,False,25147,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1114626416996384768/KHm4RO3s_normal.jpg,https://pbs.twimg.com/profile_images/1114626416996384768/KHm4RO3s_normal.jpg,https://pbs.twimg.com/profile_banners/16577004/1578659798,0048B3,FFFFFF,C0DFEC,333333,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/j5iTSFeTGr', 'expanded_url': 'https://www.407area.com/sports/', 'display_url': '407area.com/sports/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Mon Jan 20 13:42:44 +0000 2020,1219253930888179712,1219253930888179712,"RT @LesRoseSyracuse: ""We must remember that intelligence is not enough. Intelligence plus character--that is the goal of true education.""…",False,"[0, 138]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'LesRoseSyracuse', 'name': 'Les Rose', 'id': 831882691297546246, 'id_str': '831882691297546246', 'indices': [3, 19]}]",[],en,recent,905853946882920450,905853946882920450,Liv Johnson,livjohnsontv,"San Angelo, TX",Multi Skilled Journalist @ FOX West Texas | @NewhouseSU alumni🍊| Retweets ≠ endorsements | https://t.co/5vzHnXa5cf,https://t.co/5vzHnXa5cf,"[{'url': 'https://t.co/5vzHnXa5cf', 'expanded_url': 'http://livjohnson.net', 'display_url': 'livjohnson.net', 'indices': [91, 114]}]",False,262,303,2,Thu Sep 07 18:03:05 +0000 2017,1250,,,True,False,229,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1181926290888253442/rNb_Vxys_normal.jpg,https://pbs.twimg.com/profile_images/1181926290888253442/rNb_Vxys_normal.jpg,https://pbs.twimg.com/profile_banners/905853946882920450/1576602390,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/5vzHnXa5cf', 'expanded_url': 'http://livjohnson.net', 'display_url': 'livjohnson.net', 'indices': [0, 23]}]",Mon Jan 20 13:39:32 +0000 2020,1.2192531279265014e+18,1219253127926501381,"""We must remember that intelligence is not enough. Intelligence plus character--that is the goal of true education.""

-Dr. Martin Luther King Jr.

Thank you, sir. @NewhouseSU @NewhouseBDJ @SyracuseU @CitrusTV @nppanewsvideo @SeariderNews @STNNOW @livjohnsontv",False,"[0, 259]",[],[],"[{'screen_name': 'NewhouseSU', 'name': 'Newhouse School', 'id': 14295896, 'id_str': '14295896', 'indices': [163, 174]}, {'screen_name': 'NewhouseBDJ', 'name': 'Newhouse BDJ Dept.', 'id': 42631107, 'id_str': '42631107', 'indices': [175, 187]}, {'screen_name': 'SyracuseU', 'name': 'Syracuse University', 'id': 125688706, 'id_str': '125688706', 'indices': [188, 198]}, {'screen_name': 'CitrusTV', 'name': 'CitrusTV', 'id': 18668740, 'id_str': '18668740', 'indices': [199, 208]}, {'screen_name': 'nppanewsvideo', 'name': 'NewsVideo Workshop', 'id': 77265948, 'id_str': '77265948', 'indices': [209, 223]}, {'screen_name': 'SeariderNews', 'name': 'Searider News', 'id': 431147683, 'id_str': '431147683', 'indices': [224, 237]}, {'screen_name': 'STNNOW', 'name': 'Student Television Network', 'id': 1244945226, 'id_str': '1244945226', 'indices': [238, 245]}, {'screen_name': 'livjohnsontv', 'name': 'Liv Johnson', 'id': 905853946882920450, 'id_str': '905853946882920450', 'indices': [246, 259]}]",[],,,en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,8.318826912975462e+17,831882691297546246,Les Rose,LesRoseSyracuse,"Syracuse, NY","Opinions my own! Prof. of Practice, @NewhouseBDJ @CBSNews alumni. Helping #Journalists from Students to Professionals is my passion. #JournalismMatters",https://t.co/5SW3ce4sTG,"[{'url': 'https://t.co/5SW3ce4sTG', 'expanded_url': 'http://www.lesroseonline.com', 'display_url': 'lesroseonline.com', 'indices': [0, 23]}]",[],False,788.0,646.0,12.0,Wed Feb 15 15:07:44 +0000 2017,6761.0,,,True,False,5172.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/831887407695929345/hIz7XKpJ_normal.jpg,https://pbs.twimg.com/profile_images/831887407695929345/hIz7XKpJ_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,10.0,False,False,,en,,,,,,,,,,
