,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
108,Fri Jan 24 05:21:49 +0000 2020,1220577422946394112,1220577422946394112,RT @throughthe_veil: Excited to announce my new position @ucla! I am Vice Chair of the #DH program and a core faculty member. Ecstatic to j…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3,0,False,False,en,"[{'text': 'DH', 'indices': [87, 90]}]",[],"[{'screen_name': 'throughthe_veil', 'name': 'Ashley SandersGarcia', 'id': 459498108, 'id_str': '459498108', 'indices': [3, 19]}, {'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [57, 62]}]",[],en,recent,43994173,43994173,Cécile Guédon,cclgdn,Harvard .: Paris-London-Berlin,"Los Angeles, 2019. in my happy bubbly state :: I'm light-legged & swift-tongued. Assistant Professor in French Lit. and European Studies, UCLA.",https://t.co/X7gf4J8EPX,[],False,354,775,16,Mon Jun 01 22:48:42 +0000 2009,12311,,,True,False,17715,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1412772322/IMG_4951_1__normal.JPG,https://pbs.twimg.com/profile_images/1412772322/IMG_4951_1__normal.JPG,2FC2EF,181A1E,252429,666666,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/X7gf4J8EPX', 'expanded_url': 'http://scholar.harvard.edu/cecileguedon/home', 'display_url': 'scholar.harvard.edu/cecileguedon/h…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/43994173/1363182434,Thu May 17 17:24:44 +0000 2018,9.97166036930646e+17,997166036930646018,"Excited to announce my new position @ucla! I am Vice Chair of the #DH program and a core faculty member. Ecstatic to join @miriamkp @ToddPresner, Johanna Drucker, @wzzw, and so many other amazing scholars! Follow the happenings @UCLA_DH!",False,"[0, 237]","[{'text': 'DH', 'indices': [66, 69]}]",[],"[{'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [36, 41]}, {'screen_name': 'miriamkp', 'name': 'Miriam Posner', 'id': 56812711, 'id_str': '56812711', 'indices': [122, 131]}, {'screen_name': 'ToddPresner', 'name': 'Todd Presner', 'id': 376029783, 'id_str': '376029783', 'indices': [132, 144]}, {'screen_name': 'wzzw', 'name': 'Willeke Wendrich', 'id': 51116098, 'id_str': '51116098', 'indices': [163, 168]}, {'screen_name': 'UCLA_DH', 'name': 'UCLA Digital Humanities', 'id': 607574716, 'id_str': '607574716', 'indices': [228, 236]}]",[],en,recent,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,459498108.0,459498108,Ashley SandersGarcia,throughthe_veil,"Los Angeles, CA",Vice Chair of #DH program @ucla; PhD in #History- settler colonialism & #Indigenous resistance in US & Algeria. #twitterstorians,https://t.co/estjrKkldh,"[{'url': 'https://t.co/estjrKkldh', 'expanded_url': 'http://colonialismthroughtheveil.ashleyrsanders.com/', 'display_url': '…lismthroughtheveil.ashleyrsanders.com', 'indices': [0, 23]}]",[],False,1442.0,871.0,85.0,Mon Jan 09 18:50:59 +0000 2012,3803.0,,,False,False,6251.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1102315136616783872/05MrisxF_normal.jpg,https://pbs.twimg.com/profile_images/1102315136616783872/05MrisxF_normal.jpg,https://pbs.twimg.com/profile_banners/459498108/1425676943,94D487,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,3.0,65.0,False,False,en,,,,,,,,,,,,,,,,,,,,
110,Fri Jan 24 04:56:47 +0000 2020,1220571122468450304,1220571122468450304,RT @oilcanoyler: It was such a joy hearing @jkpfeiff speak @UCLA today. Loved hearing her nerd out about choanoflagellates and their new wo…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'oilcanoyler', 'name': 'Jen Oyler-Yaniv', 'id': 987052986206633984, 'id_str': '987052986206633984', 'indices': [3, 15]}, {'screen_name': 'jkpfeiff', 'name': 'Julie Pfeiffer', 'id': 1613250103, 'id_str': '1613250103', 'indices': [43, 52]}, {'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [59, 64]}]",[],en,recent,599345003,599345003,Alon OY,Alon_OY,"Los Angeles, CA",Postdoc @UCLA. Still postponing adulthood.🔬☣️ he/him,,[],False,186,357,3,Mon Jun 04 15:51:42 +0000 2012,2867,,,False,False,1047,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1212514075004915714/UK1o27C8_normal.jpg,https://pbs.twimg.com/profile_images/1212514075004915714/UK1o27C8_normal.jpg,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/599345003/1546755270,Fri Jan 24 04:51:09 +0000 2020,1.220569703644459e+18,1220569703644459009,It was such a joy hearing @jkpfeiff speak @UCLA today. Loved hearing her nerd out about choanoflagellates and their new work teasing out the evolutionary origins of immunity!,False,"[0, 174]",[],[],"[{'screen_name': 'jkpfeiff', 'name': 'Julie Pfeiffer', 'id': 1613250103, 'id_str': '1613250103', 'indices': [26, 35]}, {'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [42, 47]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,9.87052986206634e+17,987052986206633984,Jen Oyler-Yaniv,oilcanoyler,"Los Angeles, CA","UCLA postdoc: QBio, host-pathogen interactions, and immunology. Comic & podcast enthusiast, pit bull lover, mama. she/her",,,[],False,211.0,641.0,3.0,Thu Apr 19 19:39:05 +0000 2018,1869.0,,,False,False,741.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/987054221966000130/NF5vc8OF_normal.jpg,https://pbs.twimg.com/profile_images/987054221966000130/NF5vc8OF_normal.jpg,https://pbs.twimg.com/profile_banners/987052986206633984/1524869419,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,2.0,False,False,en,,,,,,,,,,,,,,,,,,,,
111,Fri Jan 24 04:51:09 +0000 2020,1220569703644459009,1220569703644459009,It was such a joy hearing @jkpfeiff speak @UCLA today. Loved hearing her nerd out about choanoflagellates and their new work teasing out the evolutionary origins of immunity!,False,"[0, 174]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,2,False,False,en,[],[],"[{'screen_name': 'jkpfeiff', 'name': 'Julie Pfeiffer', 'id': 1613250103, 'id_str': '1613250103', 'indices': [26, 35]}, {'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [42, 47]}]",[],en,recent,987052986206633984,987052986206633984,Jen Oyler-Yaniv,oilcanoyler,"Los Angeles, CA","UCLA postdoc: QBio, host-pathogen interactions, and immunology. Comic & podcast enthusiast, pit bull lover, mama. she/her",,[],False,211,641,3,Thu Apr 19 19:39:05 +0000 2018,1869,,,False,False,741,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/987054221966000130/NF5vc8OF_normal.jpg,https://pbs.twimg.com/profile_images/987054221966000130/NF5vc8OF_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/987052986206633984/1524869419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Fri Jan 24 04:44:24 +0000 2020,1220568007610470401,1220568007610470401,RT @UCAFT_UCLA: Why won’t the UC invest in teaching!? Help us remind UC and @UCLA admin. of why the teaching mission of the University is s…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'UCAFT_UCLA', 'name': 'UC-AFT at UCLA', 'id': 3282071732, 'id_str': '3282071732', 'indices': [3, 14]}, {'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [76, 81]}]",[],en,recent,742762248083382272,742762248083382272,Dana Cairns Watson 🌱,UCLAhappens,"California, USA","Oh, do not say that words, science, and art have a use. Then make good use of them. I teach writing at UCLA. 2016 essay on RFrost, econ, and environ in ISLE.",https://t.co/JW87YbEWNK,[],False,75,409,1,Tue Jun 14 16:54:54 +0000 2016,2918,,,False,False,1640,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/742895713109966848/nLhQAqkl_normal.jpg,https://pbs.twimg.com/profile_images/742895713109966848/nLhQAqkl_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/JW87YbEWNK', 'expanded_url': 'http://writineering.org', 'display_url': 'writineering.org', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/742762248083382272/1465955034,Thu Jan 23 22:41:12 +0000 2020,1.2204766027456717e+18,1220476602745671680,Why won’t the UC invest in teaching!? Help us remind UC and @UCLA admin. of why the teaching mission of the University is so critical to #StudentSuccess. #FacultyEquity #WeTeachUC #UnionStrong,False,"[0, 192]","[{'text': 'StudentSuccess', 'indices': [137, 152]}, {'text': 'FacultyEquity', 'indices': [154, 168]}, {'text': 'WeTeachUC', 'indices': [169, 179]}, {'text': 'UnionStrong', 'indices': [180, 192]}]",[],"[{'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [60, 65]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204766008498217e+18,1220476600849821697,3282071732.0,3282071732,UCAFT_UCLA,3282071732.0,3282071732,UC-AFT at UCLA,UCAFT_UCLA,"Los Angeles, CA","Representing the librarians, lecturers, and non-Senate faculty of UCLA. Join today: https://t.co/H7TFp9WjAb",https://t.co/3cQdFgXC6w,"[{'url': 'https://t.co/3cQdFgXC6w', 'expanded_url': 'http://www.ucaft.org/content/los-angeles', 'display_url': 'ucaft.org/content/los-an…', 'indices': [0, 23]}]","[{'url': 'https://t.co/H7TFp9WjAb', 'expanded_url': 'http://bit.do/ucaft', 'display_url': 'bit.do/ucaft', 'indices': [84, 107]}]",False,812.0,797.0,24.0,Fri Jul 17 04:32:33 +0000 2015,4258.0,,,True,False,4163.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1109874292722794496/9SMjZ-ua_normal.jpg,https://pbs.twimg.com/profile_images/1109874292722794496/9SMjZ-ua_normal.jpg,https://pbs.twimg.com/profile_banners/3282071732/1532656245,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,3.0,9.0,False,False,en,,,,,,,,,,,,,,,,,,,,
114,Fri Jan 24 04:04:58 +0000 2020,1220558084231184384,1220558084231184384,.@UCLA will study me now after I did my research (PI) w/@Apple tmrw 1pm.,False,"[0, 72]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [1, 6]}, {'screen_name': 'Apple', 'name': 'Apple', 'id': 380749300, 'id_str': '380749300', 'indices': [56, 62]}]",[],en,recent,1046205395859959808,1046205395859959808,mymollydoll,mymollydoll_,,"Top 💯 Personal Development Blogger - Ranked 38,049 on Alexa - Vanicy Top 100 - LLM Law Student - 9.0k/MViewers #stopsuicide (#bipolar)",https://t.co/bIoXq0W1Gt,[],False,193,949,0,Sun Sep 30 01:09:38 +0000 2018,1407,,,True,False,3264,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1208546614098321408/rDhvWS1b_normal.jpg,https://pbs.twimg.com/profile_images/1208546614098321408/rDhvWS1b_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/bIoXq0W1Gt', 'expanded_url': 'http://mymollydoll.com', 'display_url': 'mymollydoll.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1046205395859959808/1575936292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Fri Jan 24 00:05:53 +0000 2020,1220497913878417408,1220497913878417408,@kiera_nh @UCLA Sorry to hear you’re having trouble! Where on campus did you have issues? Please let us know at (310) 267-HELP (4357) or email help@it.ucla.edu.,False,"[16, 160]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.220437300842242e+18,1220437300842242049,1.0794598293982331e+18,1079459829398233088,kiera_nh,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'kiera_nh', 'name': '𝒦𝒾𝓀𝒾', 'id': 1079459829398233088, 'id_str': '1079459829398233088', 'indices': [0, 9]}, {'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [10, 15]}]",[],en,recent,198763140,198763140,UCLA IT Services,UCLAit,"Los Angeles, California",UCLA Information Technology Services delivers a full suite of IT services to campus business functions. Support @ https://t.co/Qd2fhCctAw,http://t.co/truUMvQfch,"[{'url': 'https://t.co/Qd2fhCctAw', 'expanded_url': 'https://www.it.ucla.edu/it-services-help-form', 'display_url': 'it.ucla.edu/it-services-he…', 'indices': [114, 137]}]",False,653,307,27,Tue Oct 05 05:05:58 +0000 2010,504,,,False,False,1182,,False,False,False,536895,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1183771624710893568/lkwhINj7_normal.png,https://pbs.twimg.com/profile_images/1183771624710893568/lkwhINj7_normal.png,536895,536895,FFB300,000000,False,False,False,False,False,False,False,none,"[{'url': 'http://t.co/truUMvQfch', 'expanded_url': 'http://www.it.ucla.edu', 'display_url': 'it.ucla.edu', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/198763140/1477934590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Thu Jan 23 22:41:12 +0000 2020,1220476602745671680,1220476602745671680,Why won’t the UC invest in teaching!? Help us remind UC and @UCLA admin. of why the teaching mission of the University is so critical to #StudentSuccess. #FacultyEquity #WeTeachUC #UnionStrong,False,"[0, 192]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204766008498217e+18,1220476600849821697,3282071732.0,3282071732,UCAFT_UCLA,,,,,False,3,9,False,False,en,"[{'text': 'StudentSuccess', 'indices': [137, 152]}, {'text': 'FacultyEquity', 'indices': [154, 168]}, {'text': 'WeTeachUC', 'indices': [169, 179]}, {'text': 'UnionStrong', 'indices': [180, 192]}]",[],"[{'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [60, 65]}]",[],en,recent,3282071732,3282071732,UC-AFT at UCLA,UCAFT_UCLA,"Los Angeles, CA","Representing the librarians, lecturers, and non-Senate faculty of UCLA. Join today: https://t.co/H7TFp9WjAb",https://t.co/3cQdFgXC6w,"[{'url': 'https://t.co/H7TFp9WjAb', 'expanded_url': 'http://bit.do/ucaft', 'display_url': 'bit.do/ucaft', 'indices': [84, 107]}]",False,812,797,24,Fri Jul 17 04:32:33 +0000 2015,4258,,,True,False,4163,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1109874292722794496/9SMjZ-ua_normal.jpg,https://pbs.twimg.com/profile_images/1109874292722794496/9SMjZ-ua_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/3cQdFgXC6w', 'expanded_url': 'http://www.ucaft.org/content/los-angeles', 'display_url': 'ucaft.org/content/los-an…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/3282071732/1532656245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Thu Jan 23 20:05:01 +0000 2020,1220437300842242049,1220437300842242049,@ucla yo why does your wifi suck,False,"[0, 32]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,18918483.0,18918483,UCLA,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [0, 5]}]",[],en,recent,1079459829398233088,1079459829398233088,𝒦𝒾𝓀𝒾,kiera_nh,"Fresno, CA",ucla | 20 ♑️ | d❣️,,[],False,215,203,0,Sun Dec 30 19:30:53 +0000 2018,4694,,,False,False,1468,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220255869444579328/0xGEAryP_normal.jpg,https://pbs.twimg.com/profile_images/1220255869444579328/0xGEAryP_normal.jpg,7FDBB6,000000,000000,000000,False,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1079459829398233088/1579766610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Thu Jan 23 19:38:58 +0000 2020,1220430742959857672,1220430742959857672,@chrisaguirree @UCLAhousing @UCLA ok bad bitches i stan i stan 🤩🤩🤩,False,"[34, 66]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202476353044357e+18,1220247635304435712,2253699402.0,2253699402,chrisaguirree,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'chrisaguirree', 'name': 'Christopher Aguirre', 'id': 2253699402, 'id_str': '2253699402', 'indices': [0, 14]}, {'screen_name': 'UCLAhousing', 'name': 'UCLA Housing', 'id': 59603155, 'id_str': '59603155', 'indices': [15, 27]}, {'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [28, 33]}]",[],en,recent,2812048304,2812048304,taurus perra😙,meswiir,kumeyaay nation ,ucla ‘22 | Kumeyaay Native | 🇵🇷 | ♉️ YouTube👇🏼,https://t.co/2bL1TX0zK1,[],False,328,480,2,Mon Sep 15 22:42:23 +0000 2014,9675,,,True,False,3381,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1212452933586915328/qLgtaPFc_normal.jpg,https://pbs.twimg.com/profile_images/1212452933586915328/qLgtaPFc_normal.jpg,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/2bL1TX0zK1', 'expanded_url': 'https://youtu.be/xAhriMo5fh8', 'display_url': 'youtu.be/xAhriMo5fh8', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/2812048304/1569776937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Thu Jan 23 13:46:38 +0000 2020,1220342078011576320,1220342078011576320,@UCLATDG @lifesciencevc @MedTechAwards @wilsonsonsini @sonsini @LimbixVR @SonoSim @NixonPeabodyLLP @UCLA @Ximedica @RiverVest @kwameulmer @BCG @UCLABiodesign is proud to attend and sponsor! Looking forward to it.,False,"[143, 212]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2175301530534748e+18,1217530153053474816,219476481.0,219476481,UCLATDG,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'UCLATDG', 'name': 'UCLA TDG', 'id': 219476481, 'id_str': '219476481', 'indices': [0, 8]}, {'screen_name': 'lifesciencevc', 'name': 'Paul Grand', 'id': 15643146, 'id_str': '15643146', 'indices': [9, 23]}, {'screen_name': 'MedTechAwards', 'name': 'MedTech Innovator', 'id': 2421005030, 'id_str': '2421005030', 'indices': [24, 38]}, {'screen_name': 'wilsonsonsini', 'name': 'Wilson Sonsini', 'id': 15692023, 'id_str': '15692023', 'indices': [39, 53]}, {'screen_name': 'sonsini', 'name': 'silvano', 'id': 74538623, 'id_str': '74538623', 'indices': [54, 62]}, {'screen_name': 'LimbixVR', 'name': 'Limbix', 'id': 822166183289815040, 'id_str': '822166183289815040', 'indices': [63, 72]}, {'screen_name': 'SonoSim', 'name': 'SonoSim, Inc', 'id': 1434260065, 'id_str': '1434260065', 'indices': [73, 81]}, {'screen_name': 'NixonPeabodyLLP', 'name': 'Nixon Peabody LLP', 'id': 23079159, 'id_str': '23079159', 'indices': [82, 98]}, {'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [99, 104]}, {'screen_name': 'Ximedica', 'name': 'Ximedica', 'id': 46234453, 'id_str': '46234453', 'indices': [105, 114]}, {'screen_name': 'RiverVest', 'name': 'RiverVest', 'id': 481440840, 'id_str': '481440840', 'indices': [115, 125]}, {'screen_name': 'kwameulmer', 'name': 'Kwame Ulmer', 'id': 18392196, 'id_str': '18392196', 'indices': [126, 137]}, {'screen_name': 'BCG', 'name': 'Boston Consulting Group', 'id': 501801749, 'id_str': '501801749', 'indices': [138, 142]}, {'screen_name': 'UCLABiodesign', 'name': 'UCLA Biodesign', 'id': 1063282272164429825, 'id_str': '1063282272164429825', 'indices': [143, 157]}]",[],en,recent,62555298,62555298,Desert,innovateshealth,"Los Angeles, CA","Executive @UCLAHealth, Dir of Research & Innovation, Co-Ex Dir of #UCLABiodesign. #healthtech Opinions my own #longLA Past @stanford @sloan_kettering @fredhutch",https://t.co/kmCLbOKylj,[],False,4790,4212,18,Mon Aug 03 16:34:22 +0000 2009,4873,,,False,False,697,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1118578399100858368/KtEdJ8P9_normal.jpg,https://pbs.twimg.com/profile_images/1118578399100858368/KtEdJ8P9_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/kmCLbOKylj', 'expanded_url': 'https://biodesign.ucla.edu', 'display_url': 'biodesign.ucla.edu', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/62555298/1565543557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
