,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
9,Sat Jan 25 01:10:01 +0000 2020,1220876441778151424,1220876441778151424,"I love @carnegiemellon founders. 100K in revenue pre-launch, more in pipeline, and they make it sound like they haven’t even started.",False,"[0, 133]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [7, 22]}]",[],en,recent,28976567,28976567,Namrata Banerjee,nbsteel,SF,Current: early stage investments. Past: product development. alum @carnegiemellon @berkeleyhaas,,[],False,131,271,6,Sun Apr 05 11:57:26 +0000 2009,9321,,,True,False,2406,,False,False,False,000000,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1186330071746789378/Em6Awo8x_normal.jpg,https://pbs.twimg.com/profile_images/1186330071746789378/Em6Awo8x_normal.jpg,https://pbs.twimg.com/profile_banners/28976567/1553530078,000000,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Fri Jan 24 18:08:19 +0000 2020,1220770320736378880,1220770320736378880,@SmashDawg @DigitalTrends @CarnegieMellon @LTIatCMU Thanks a lot from all three of us.,False,"[52, 86]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.22073423797393e+18,1220734237973929984,2306403086.0,2306403086,SmashDawg,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'SmashDawg', 'name': 'Jeremy Kaplan', 'id': 2306403086, 'id_str': '2306403086', 'indices': [0, 10]}, {'screen_name': 'DigitalTrends', 'name': 'Digital Trends', 'id': 14763734, 'id_str': '14763734', 'indices': [11, 25]}, {'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [26, 41]}, {'screen_name': 'LTIatCMU', 'name': 'Language Technologies Institute | @CarnegieMellon', 'id': 4901650162, 'id_str': '4901650162', 'indices': [42, 51]}]",[],en,recent,166291476,166291476,Ashique Khudabukhsh,khudabukhsh,Pittsburgh,"Computer Science Researcher, Poet, Composer, Lyricist.",https://t.co/IBdnFNZFwz,[],False,115,129,0,Tue Jul 13 20:09:22 +0000 2010,54,,,False,False,12,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3625750945/f6c9f49f11857c715e0fe782c9fb8880_normal.jpeg,https://pbs.twimg.com/profile_images/3625750945/f6c9f49f11857c715e0fe782c9fb8880_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/IBdnFNZFwz', 'expanded_url': 'https://www.cs.cmu.edu/~akhudabu/', 'display_url': 'cs.cmu.edu/~akhudabu/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Fri Jan 24 16:52:36 +0000 2020,1220751264650317824,1220751264650317824,Anyone else suddenly having trouble getting access in the new @TheOfficialACM  library? On the @CarnegieMellon network it's suddenly impossible to download a paper. @SCSatCMU,False,"[0, 174]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TheOfficialACM', 'name': 'Association for Computing Machinery', 'id': 115763683, 'id_str': '115763683', 'indices': [62, 77]}, {'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [95, 110]}, {'screen_name': 'SCSatCMU', 'name': 'CMU School of Computer Science', 'id': 117171240, 'id_str': '117171240', 'indices': [165, 174]}]",[],en,recent,16145248,16145248,Cori Faklaris,heycori,"Pittsburgh, PA","PhD @cmuhcii researching social media, journalism & cyber security. Cat mom & politics junkie. Ex @IUPUInformatics, @indystar, @pjstar.",https://t.co/CAqspW8wU6,[],False,6877,3335,267,Fri Sep 05 15:50:53 +0000 2008,31661,,,True,True,52495,,False,False,False,000000,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/669596757916020737/4m5ILRK__normal.jpg,https://pbs.twimg.com/profile_images/669596757916020737/4m5ILRK__normal.jpg,https://pbs.twimg.com/profile_banners/16145248/1515712615,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/CAqspW8wU6', 'expanded_url': 'http://corifaklaris.com/', 'display_url': 'corifaklaris.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Fri Jan 24 13:52:12 +0000 2020,1220705864404930561,1220705864404930561,@CarnegieMellon @alexhiniker @SustDev @TheGlobalGoals @SarahMendelson @SustainablePGH @CityPGH @SustainablePitt @sustainCMU @CMUProvost @ChathamSustain @PittsburghFdn Congratulations @alexhiniker,False,"[167, 195]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204408836503552e+18,1220440883650355202,17631078.0,17631078,CarnegieMellon,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [0, 15]}, {'screen_name': 'alexhiniker', 'name': 'Alexandra Hiniker', 'id': 137298309, 'id_str': '137298309', 'indices': [16, 28]}, {'screen_name': 'SustDev', 'name': 'UN DESA Sustainable Development', 'id': 260928758, 'id_str': '260928758', 'indices': [29, 37]}, {'screen_name': 'TheGlobalGoals', 'name': 'The Global Goals', 'id': 3114313702, 'id_str': '3114313702', 'indices': [38, 53]}, {'screen_name': 'SarahMendelson', 'name': 'Sarah Mendelson', 'id': 603048782, 'id_str': '603048782', 'indices': [54, 69]}, {'screen_name': 'SustainablePGH', 'name': 'Sustainable PGH', 'id': 92022377, 'id_str': '92022377', 'indices': [70, 85]}, {'screen_name': 'CityPGH', 'name': 'City of Pittsburgh', 'id': 168774634, 'id_str': '168774634', 'indices': [86, 94]}, {'screen_name': 'SustainablePitt', 'name': 'Pitt Sustainability', 'id': 1017753187204378630, 'id_str': '1017753187204378630', 'indices': [95, 111]}, {'screen_name': 'sustainCMU', 'name': 'Sustainability at CMU', 'id': 1080867193942917120, 'id_str': '1080867193942917120', 'indices': [112, 123]}, {'screen_name': 'CMUProvost', 'name': 'CMU Provost Office', 'id': 859398229485662211, 'id_str': '859398229485662211', 'indices': [124, 135]}, {'screen_name': 'ChathamSustain', 'name': 'Sustainable Chatham', 'id': 929896711, 'id_str': '929896711', 'indices': [136, 151]}, {'screen_name': 'PittsburghFdn', 'name': 'The Pittsburgh Foundation', 'id': 30914544, 'id_str': '30914544', 'indices': [152, 166]}, {'screen_name': 'alexhiniker', 'name': 'Alexandra Hiniker', 'id': 137298309, 'id_str': '137298309', 'indices': [183, 195]}]",[],en,recent,17780795,17780795,Vanessa Parra ✨⚡️⭐️,ParraV,"New York, USA","Executive Director, Media Relations at @CARE // foreign policy nerd + sci-fi geek // 🇨🇺 // Views here my own // Vanessa.Parra@care.org",,[],False,5388,2608,255,Mon Dec 01 15:23:07 +0000 2008,52311,,,True,False,73155,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1214281861192732673/68JiduXL_normal.jpg,https://pbs.twimg.com/profile_images/1214281861192732673/68JiduXL_normal.jpg,https://pbs.twimg.com/profile_banners/17780795/1540561010,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Fri Jan 24 02:55:49 +0000 2020,1220540679769616384,1220540679769616384,"RT @peterpaws: Jessica Benner, University Libraries @CarnegieMellon: We have entered into a transformative open access agreement with @ACM…",False,"[0, 139]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'peterpaws', 'name': 'Peter Brusilovsky', 'id': 15089078, 'id_str': '15089078', 'indices': [3, 13]}, {'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [52, 67]}, {'screen_name': 'ACM', 'name': 'ACM', 'id': 1914321, 'id_str': '1914321', 'indices': [134, 138]}]",[],en,recent,65915718,65915718,Hamed Zamani,HamedZamani,"Seattle, WA","Researcher @ Microsoft AI Research! UMass alumnus. Interested in IR, RecSys, and Text Mining.",https://t.co/0LfEzXAhsM,[],False,1299,876,52,Sat Aug 15 15:15:12 +0000 2009,5089,,,True,False,4314,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/1014605653002870784/GjTUu4B__normal.jpg,https://pbs.twimg.com/profile_images/1014605653002870784/GjTUu4B__normal.jpg,,0099B9,5ED4DC,95E8EC,3C3940,True,True,False,False,False,False,False,regular,,,,,,,,,,,,"[{'url': 'https://t.co/0LfEzXAhsM', 'expanded_url': 'http://hamedz.ir/', 'display_url': 'hamedz.ir', 'indices': [0, 23]}]",Thu Jan 23 03:19:35 +0000 2020,1.22018427437833e+18,1220184274378330112,"Jessica Benner, University Libraries @CarnegieMellon: We have entered into a transformative open access agreement with @ACM .. As of Jan 1, 2020 articles with a CMU corresponding author will be made openly available at the time of publication at no cost to the authors... Bravo!",False,"[0, 278]",[],[],"[{'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [37, 52]}, {'screen_name': 'ACM', 'name': 'ACM', 'id': 1914321, 'id_str': '1914321', 'indices': [119, 123]}]",[],en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,15089078.0,15089078,Peter Brusilovsky,peterpaws,"Pittsburgh, PA",Professor of Information Science and Intelligent Systems at the University of Pittsburgh,,,[],False,1497.0,198.0,93.0,Wed Jun 11 20:54:43 +0000 2008,1509.0,,,False,False,3692.0,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/942414773282594816/WqVvdef0_normal.jpg,https://pbs.twimg.com/profile_images/942414773282594816/WqVvdef0_normal.jpg,,0099B9,5ED4DC,95E8EC,3C3940,True,False,False,False,False,False,False,none,,,,,False,1.0,9.0,False,False,en,,,,,,,,,,
48,Fri Jan 24 01:14:44 +0000 2020,1220515243429912577,1220515243429912577,RT @ixdconf: Did you hear? Stuart Candy is this year's opening keynote speaker for Education Summit. Besides being the Experiential @Futury…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,10,0,False,False,en,[],[],"[{'screen_name': 'ixdconf', 'name': 'Interaction20', 'id': 21664207, 'id_str': '21664207', 'indices': [3, 11]}]",[],en,recent,12331792,12331792,Stuart Candy,futuryst,"Pittsburgh, PA",Experiential futurist. Director of @Sitlab and Associate Professor at @CarnegieMellon School of Design. Own views etc.,https://t.co/LbsuhFpF0i,[],False,9688,2673,517,Wed Jan 16 20:41:57 +0000 2008,6389,,,True,False,6381,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/457360401265475584/0kxkKaD8_normal.jpeg,https://pbs.twimg.com/profile_images/457360401265475584/0kxkKaD8_normal.jpeg,https://pbs.twimg.com/profile_banners/12331792/1397878483,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/LbsuhFpF0i', 'expanded_url': 'http://futuryst.blogspot.com', 'display_url': 'futuryst.blogspot.com', 'indices': [0, 23]}]",Fri Jan 17 18:04:08 +0000 2020,1.2182325504365445e+18,1218232550436544518,"Did you hear? Stuart Candy is this year's opening keynote speaker for Education Summit. Besides being the Experiential @Futuryst that he is, Stuart is also director of @Sitlab and an Associate Professor at @CarnegieMellon. Benvenuto, Stuart! @ixdaeducation #edusummit",False,"[0, 267]","[{'text': 'edusummit', 'indices': [257, 267]}]",[],"[{'screen_name': 'futuryst', 'name': 'Stuart Candy', 'id': 12331792, 'id_str': '12331792', 'indices': [119, 128]}, {'screen_name': 'sitlab', 'name': 'Situation Lab', 'id': 1946979409, 'id_str': '1946979409', 'indices': [168, 175]}, {'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [206, 221]}, {'screen_name': 'IxDAEducation', 'name': 'IxDA Education Summit', 'id': 2834909746, 'id_str': '2834909746', 'indices': [242, 256]}]",[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,21664207.0,21664207,Interaction20,ixdconf,"Milan, Italy","The 13th annual interaction design conference organized by the @IxDA. Join us for #ANewDawn at #IxD20 in Milan, Italy. Happening 2-7 February 2020.",https://t.co/eEadYcvc8E,"[{'url': 'https://t.co/eEadYcvc8E', 'expanded_url': 'http://interaction20.ixda.org', 'display_url': 'interaction20.ixda.org', 'indices': [0, 23]}]",[],False,12993.0,576.0,610.0,Mon Feb 23 16:13:01 +0000 2009,3973.0,,,True,False,3539.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1172132748959649793/ckihfvXk_normal.jpg,https://pbs.twimg.com/profile_images/1172132748959649793/ckihfvXk_normal.jpg,https://pbs.twimg.com/profile_banners/21664207/1568571767,2C2B65,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,,,,,False,10.0,30.0,False,False,en,,,,,,,,,,
50,Thu Jan 23 22:02:51 +0000 2020,1220466953707573249,1220466953707573249,@Zehra_Zaidi @CarnegieMellon @alexhiniker @SustDev @TheGlobalGoals @SarahMendelson @SustainablePGH @CityPGH @SustainablePitt @sustainCMU @CMUProvost @ChathamSustain @PittsburghFdn Congrats!!!,False,"[180, 191]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220445346599514e+18,1220445346599514112,104692964.0,104692964,Zehra_Zaidi,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Zehra_Zaidi', 'name': 'Zehra Zaidi - SIX 🏆🏆🏆🏆🏆🏆TIMES', 'id': 104692964, 'id_str': '104692964', 'indices': [0, 12]}, {'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [13, 28]}, {'screen_name': 'alexhiniker', 'name': 'Alexandra Hiniker', 'id': 137298309, 'id_str': '137298309', 'indices': [29, 41]}, {'screen_name': 'SustDev', 'name': 'UN DESA Sustainable Development', 'id': 260928758, 'id_str': '260928758', 'indices': [42, 50]}, {'screen_name': 'TheGlobalGoals', 'name': 'The Global Goals', 'id': 3114313702, 'id_str': '3114313702', 'indices': [51, 66]}, {'screen_name': 'SarahMendelson', 'name': 'Sarah Mendelson', 'id': 603048782, 'id_str': '603048782', 'indices': [67, 82]}, {'screen_name': 'SustainablePGH', 'name': 'Sustainable PGH', 'id': 92022377, 'id_str': '92022377', 'indices': [83, 98]}, {'screen_name': 'CityPGH', 'name': 'City of Pittsburgh', 'id': 168774634, 'id_str': '168774634', 'indices': [99, 107]}, {'screen_name': 'SustainablePitt', 'name': 'Pitt Sustainability', 'id': 1017753187204378630, 'id_str': '1017753187204378630', 'indices': [108, 124]}, {'screen_name': 'sustainCMU', 'name': 'Sustainability at CMU', 'id': 1080867193942917120, 'id_str': '1080867193942917120', 'indices': [125, 136]}, {'screen_name': 'CMUProvost', 'name': 'CMU Provost Office', 'id': 859398229485662211, 'id_str': '859398229485662211', 'indices': [137, 148]}, {'screen_name': 'ChathamSustain', 'name': 'Sustainable Chatham', 'id': 929896711, 'id_str': '929896711', 'indices': [149, 164]}, {'screen_name': 'PittsburghFdn', 'name': 'The Pittsburgh Foundation', 'id': 30914544, 'id_str': '30914544', 'indices': [165, 179]}]",[],en,recent,2432023408,2432023408,Sean Fox,DrSeanFox,"Bristol, England","Cities, global development, political economy, science & miscellanea. Global citizen.",https://t.co/1jzDJQA6Pa,[],False,648,687,19,Sun Mar 23 22:34:35 +0000 2014,3173,,,False,False,3576,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/482177509878820866/ZIoLpGWs_normal.jpeg,https://pbs.twimg.com/profile_images/482177509878820866/ZIoLpGWs_normal.jpeg,https://pbs.twimg.com/profile_banners/2432023408/1536939384,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/1jzDJQA6Pa', 'expanded_url': 'http://www.bristol.ac.uk/geography/people/sean-fox/index.html', 'display_url': 'bristol.ac.uk/geography/peop…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Thu Jan 23 19:58:30 +0000 2020,1220435660877828096,1220435660877828096,"RT @nc2y: On my way back from @CarnegieMellon Qatar campus: 1) ""micro"" courses (1-week, intensive introductions of semester-long offerings)…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'nc2y', 'name': 'Nicolas Christin', 'id': 334002589, 'id_str': '334002589', 'indices': [3, 8]}, {'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [30, 45]}]",[],en,recent,922120656610889730,922120656610889730,Michael Trick,dean_trick,"Doha, Qatar",Dean of @CarnegieMellonQ,https://t.co/0ohHTaQoMK,[],False,402,78,1,Sun Oct 22 15:21:11 +0000 2017,354,,,False,False,452,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/925351567322222592/1AyEQg36_normal.jpg,https://pbs.twimg.com/profile_images/925351567322222592/1AyEQg36_normal.jpg,https://pbs.twimg.com/profile_banners/922120656610889730/1509455914,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/0ohHTaQoMK', 'expanded_url': 'https://www.qatar.cmu.edu/about-us/deans-office/michael-trick/', 'display_url': 'qatar.cmu.edu/about-us/deans…', 'indices': [0, 23]}]",Wed Jan 22 23:44:58 +0000 2020,1.2201302651394376e+18,1220130265139437571,"On my way back from @CarnegieMellon Qatar campus: 1) ""micro"" courses (1-week, intensive introductions of semester-long offerings) are a great way to pique student interest, 2) everybody at CMUQ is incredibly welcoming and nice. Thank you for having me!",False,"[0, 252]",[],[],"[{'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [20, 35]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,334002589.0,334002589,Nicolas Christin,nc2y,"Pittsburgh, PA, USA (mostly)","Associate Professor at Carnegie Mellon University (SCS/ISR and EPP), @cylab researcher. Computer & network security, security economics, and online crime.",https://t.co/vKIGt4on3Y,"[{'url': 'https://t.co/vKIGt4on3Y', 'expanded_url': 'http://www.andrew.cmu.edu/user/nicolasc', 'display_url': 'andrew.cmu.edu/user/nicolasc', 'indices': [0, 23]}]",[],False,3044.0,299.0,134.0,Tue Jul 12 12:36:48 +0000 2011,2108.0,,,True,False,3312.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/642810176169357312/b47GiUAh_normal.jpg,https://pbs.twimg.com/profile_images/642810176169357312/b47GiUAh_normal.jpg,https://pbs.twimg.com/profile_banners/334002589/1521235463,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,2.0,24.0,False,False,en,,,,,,,,,,
57,Thu Jan 23 18:33:24 +0000 2020,1220414243213803527,1220414243213803527,"@Muhiashee @CMUEngineering @CarnegieMellon Article really does not say, but would perhaps work on both platforms",False,"[43, 112]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.22041347171772e+18,1220413471717720065,7.341191935289303e+17,734119193528930305,Muhiashee,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Muhiashee', 'name': 'WM 034', 'id': 734119193528930305, 'id_str': '734119193528930305', 'indices': [0, 10]}, {'screen_name': 'CMUEngineering', 'name': 'CMU Engineering', 'id': 38679288, 'id_str': '38679288', 'indices': [11, 26]}, {'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [27, 42]}]",[],en,recent,742536973,742536973,Certified Nobody,collinsmunyendo,On the internet,"@CarnegieMellon Alum | Security Consultant @Silensec | Talk is cheap, show me the (shipped) code.",,[],False,1803,1902,6,Tue Aug 07 09:20:13 +0000 2012,14858,,,True,False,32370,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1184930734479478784/yDTminz7_normal.jpg,https://pbs.twimg.com/profile_images/1184930734479478784/yDTminz7_normal.jpg,https://pbs.twimg.com/profile_banners/742536973/1568060746,ABB8C2,000000,EFEFEF,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Thu Jan 23 17:31:23 +0000 2020,1220398638180061188,1220398638180061188,"“This joint agreement shows our universities' collective power to secure the widest possible readership for our research. By doing so, scholars at @carnegiemellon and other institutions can more rapidly advance innovation and discoveries that benefit society.” - @CMKeithW",False,"[0, 272]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203986371985981e+18,1220398637198598144,849364543.0,849364543,CMULibraries,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'CarnegieMellon', 'name': 'Carnegie Mellon', 'id': 17631078, 'id_str': '17631078', 'indices': [147, 162]}, {'screen_name': 'CMKeithW', 'name': 'Keith Webster', 'id': 1513023296, 'id_str': '1513023296', 'indices': [263, 272]}]",[],en,recent,849364543,849364543,CMU Libraries,CMULibraries,"Pittsburgh, PA 15213",All the Carnegie Mellon University Libraries news and info that's fit to tweet!,http://t.co/lUcqs8YGM7,[],False,983,322,32,Thu Sep 27 14:32:13 +0000 2012,808,,,False,False,2021,,False,False,False,C8C9C7,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1106708004399919105/6cS_2foI_normal.png,https://pbs.twimg.com/profile_images/1106708004399919105/6cS_2foI_normal.png,https://pbs.twimg.com/profile_banners/849364543/1450457696,A6192E,000000,000000,000000,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'http://t.co/lUcqs8YGM7', 'expanded_url': 'http://www.library.cmu.edu/', 'display_url': 'library.cmu.edu', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
