,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
38,Fri Jan 24 16:00:17 +0000 2020,1220738096632823811,1220738096632823811,"@ChristineSneed @TortoiseBooks @wcfbook @NorthwesternU Missed you, Christine.",False,"[55, 77]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220731654966145e+18,1220731654966145024,520540280.0,520540280,ChristineSneed,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'ChristineSneed', 'name': 'Christine Sneed', 'id': 520540280, 'id_str': '520540280', 'indices': [0, 15]}, {'screen_name': 'TortoiseBooks', 'name': 'Tortoise Books', 'id': 518118652, 'id_str': '518118652', 'indices': [16, 30]}, {'screen_name': 'wcfbook', 'name': 'Women & Children 1st', 'id': 96832021, 'id_str': '96832021', 'indices': [31, 39]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [40, 54]}]",[],en,recent,274854300,274854300,Ignatius V Aloysius,ignatius2u,Follow me at,"Writer, Designer, Teacher, Musician. Graduate Lecturer at Northwestern University and the School of the Art Institute of Chicago Writing Program (SAIC), and CCC",https://t.co/f6o6bIK2mm,[],False,134,184,2,Thu Mar 31 04:29:13 +0000 2011,277,,,False,False,398,,False,False,False,D00173,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,http://pbs.twimg.com/profile_images/882452753158733824/aGvY5xgM_normal.jpg,https://pbs.twimg.com/profile_images/882452753158733824/aGvY5xgM_normal.jpg,637C3B,106C6E,0F3C3F,EDAC3C,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/f6o6bIK2mm', 'expanded_url': 'http://www.ignatiusaloysius.com', 'display_url': 'ignatiusaloysius.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/274854300/1571675280,,,,,,,,,,,,,,,,,,,,,
39,Fri Jan 24 15:58:26 +0000 2020,1220737634156339201,1220737634156339201,@Portations @TortoiseBooks @wcfbook @ChristineSneed @NorthwesternU Hi Matt! Hopefully you can get a book soon.,False,"[67, 110]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207033932174254e+18,1220703393217425409,22313678.0,22313678,Portations,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Portations', 'name': 'Matt Portman', 'id': 22313678, 'id_str': '22313678', 'indices': [0, 11]}, {'screen_name': 'TortoiseBooks', 'name': 'Tortoise Books', 'id': 518118652, 'id_str': '518118652', 'indices': [12, 26]}, {'screen_name': 'wcfbook', 'name': 'Women & Children 1st', 'id': 96832021, 'id_str': '96832021', 'indices': [27, 35]}, {'screen_name': 'ChristineSneed', 'name': 'Christine Sneed', 'id': 520540280, 'id_str': '520540280', 'indices': [36, 51]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [52, 66]}]",[],en,recent,274854300,274854300,Ignatius V Aloysius,ignatius2u,Follow me at,"Writer, Designer, Teacher, Musician. Graduate Lecturer at Northwestern University and the School of the Art Institute of Chicago Writing Program (SAIC), and CCC",https://t.co/f6o6bIK2mm,[],False,134,184,2,Thu Mar 31 04:29:13 +0000 2011,277,,,False,False,398,,False,False,False,D00173,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,http://pbs.twimg.com/profile_images/882452753158733824/aGvY5xgM_normal.jpg,https://pbs.twimg.com/profile_images/882452753158733824/aGvY5xgM_normal.jpg,637C3B,106C6E,0F3C3F,EDAC3C,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/f6o6bIK2mm', 'expanded_url': 'http://www.ignatiusaloysius.com', 'display_url': 'ignatiusaloysius.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/274854300/1571675280,,,,,,,,,,,,,,,,,,,,,
40,Fri Jan 24 15:52:20 +0000 2020,1220736096264388614,1220736096264388614,@ChristineSneed @TortoiseBooks @wcfbook @NorthwesternU Thanks so much Christine!,False,"[55, 80]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220731654966145e+18,1220731654966145024,520540280.0,520540280,ChristineSneed,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ChristineSneed', 'name': 'Christine Sneed', 'id': 520540280, 'id_str': '520540280', 'indices': [0, 15]}, {'screen_name': 'TortoiseBooks', 'name': 'Tortoise Books', 'id': 518118652, 'id_str': '518118652', 'indices': [16, 30]}, {'screen_name': 'wcfbook', 'name': 'Women & Children 1st', 'id': 96832021, 'id_str': '96832021', 'indices': [31, 39]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [40, 54]}]",[],en,recent,274854300,274854300,Ignatius V Aloysius,ignatius2u,Follow me at,"Writer, Designer, Teacher, Musician. Graduate Lecturer at Northwestern University and the School of the Art Institute of Chicago Writing Program (SAIC), and CCC",https://t.co/f6o6bIK2mm,[],False,134,184,2,Thu Mar 31 04:29:13 +0000 2011,277,,,False,False,398,,False,False,False,D00173,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,http://pbs.twimg.com/profile_images/882452753158733824/aGvY5xgM_normal.jpg,https://pbs.twimg.com/profile_images/882452753158733824/aGvY5xgM_normal.jpg,637C3B,106C6E,0F3C3F,EDAC3C,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/f6o6bIK2mm', 'expanded_url': 'http://www.ignatiusaloysius.com', 'display_url': 'ignatiusaloysius.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/274854300/1571675280,,,,,,,,,,,,,,,,,,,,,
41,Fri Jan 24 15:41:48 +0000 2020,1220733448719085574,1220733448719085574,RT @MBLScience: UPDATE: The application deadline for the Embryology Course has been extended to Tuesday 2/11. Co-Directors: Drs. Carole LaB…,False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'MBLScience', 'name': 'MBL Woods Hole', 'id': 110441210, 'id_str': '110441210', 'indices': [3, 14]}]",[],en,recent,821740272694546438,821740272694546438,Marita Castelló,MariaCa611113,Uruguay,"Assoc Prof @IIBCE, Scientist @PEDECIBA & @SNI, #IBRO Fellow @IBE_UNESCO. #BrainDevelopment & #BrainEvolution #ScienceEducation #DIY #Mindfulness&Neuroscience",,[],False,311,926,1,Wed Jan 18 15:25:23 +0000 2017,2291,,,True,False,1348,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1221259195074449408/9RqpKBPJ_normal.jpg,https://pbs.twimg.com/profile_images/1221259195074449408/9RqpKBPJ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Fri Jan 24 14:30:11 +0000 2020,1.220715423097815e+18,1220715423097815040,UPDATE: The application deadline for the Embryology Course has been extended to Tuesday 2/11. Co-Directors: Drs. Carole LaBonne @NorthwesternU &amp; David Sherwood @DukeU.,False,"[0, 171]",[],[],"[{'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [128, 142]}, {'screen_name': 'DukeU', 'name': 'Duke University', 'id': 23450421, 'id_str': '23450421', 'indices': [164, 170]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2178502305924096e+18,1217850230592409600,110441210.0,110441210,MBLScience,110441210.0,110441210,MBL Woods Hole,MBLScience,"Woods Hole, Massachusetts, USA","The Marine Biological Laboratory (MBL) is an international center for research and education in biology and ecology, and an affiliate of University of Chicago.",http://t.co/nU0lpcfGsI,[],False,12880.0,7462.0,265.0,Mon Feb 01 15:17:41 +0000 2010,8920.0,,,True,False,8357.0,,False,False,False,9AC8E6,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1197601346477797376/2D7GU_UH_normal.jpg,https://pbs.twimg.com/profile_images/1197601346477797376/2D7GU_UH_normal.jpg,https://pbs.twimg.com/profile_banners/110441210/1575467277,0071B3,FFFFFF,DDFFCC,333333,True,False,False,False,False,False,False,none,,,,,False,2.0,3.0,False,False,en,,https://pbs.twimg.com/profile_banners/821740272694546438/1574605174,,,,,,,,,,,"[{'url': 'http://t.co/nU0lpcfGsI', 'expanded_url': 'http://www.mbl.edu', 'display_url': 'mbl.edu', 'indices': [0, 22]}]",,,,,,,,,,
44,Fri Jan 24 14:39:05 +0000 2020,1220717663065911302,1220717663065911302,RT @MBLScience: UPDATE: The application deadline for the Embryology Course has been extended to Tuesday 2/11. Co-Directors: Drs. Carole LaB…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'MBLScience', 'name': 'MBL Woods Hole', 'id': 110441210, 'id_str': '110441210', 'indices': [3, 14]}]",[],en,recent,474513196,474513196,PG Sanchez 🇵🇭🏳️‍🌈,poljiology,"Heidelberg, Germany",Final year predoc @EMBL studying sync in embryos using microfluidics. @preLights ++ with @sonstance95. @MBLScience #embryo2018 #pboc2019. @DORAssessment. he/him,,[],False,956,1342,16,Thu Jan 26 02:19:36 +0000 2012,19311,,,True,False,24601,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1203783494914203648/1kBzJEJF_normal.jpg,https://pbs.twimg.com/profile_images/1203783494914203648/1kBzJEJF_normal.jpg,000000,000000,000000,000000,False,False,False,False,False,False,False,none,Fri Jan 24 14:30:11 +0000 2020,1.220715423097815e+18,1220715423097815040,UPDATE: The application deadline for the Embryology Course has been extended to Tuesday 2/11. Co-Directors: Drs. Carole LaBonne @NorthwesternU &amp; David Sherwood @DukeU.,False,"[0, 171]",[],[],"[{'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [128, 142]}, {'screen_name': 'DukeU', 'name': 'Duke University', 'id': 23450421, 'id_str': '23450421', 'indices': [164, 170]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2178502305924096e+18,1217850230592409600,110441210.0,110441210,MBLScience,110441210.0,110441210,MBL Woods Hole,MBLScience,"Woods Hole, Massachusetts, USA","The Marine Biological Laboratory (MBL) is an international center for research and education in biology and ecology, and an affiliate of University of Chicago.",http://t.co/nU0lpcfGsI,[],False,12880.0,7462.0,265.0,Mon Feb 01 15:17:41 +0000 2010,8920.0,,,True,False,8357.0,,False,False,False,9AC8E6,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1197601346477797376/2D7GU_UH_normal.jpg,https://pbs.twimg.com/profile_images/1197601346477797376/2D7GU_UH_normal.jpg,https://pbs.twimg.com/profile_banners/110441210/1575467277,0071B3,FFFFFF,DDFFCC,333333,True,False,False,False,False,False,False,none,,,,,False,2.0,3.0,False,False,en,,https://pbs.twimg.com/profile_banners/474513196/1571933239,,,,,,,,,,,"[{'url': 'http://t.co/nU0lpcfGsI', 'expanded_url': 'http://www.mbl.edu', 'display_url': 'mbl.edu', 'indices': [0, 22]}]",,,,,,,,,,
48,Fri Jan 24 13:13:11 +0000 2020,1220696044175949824,1220696044175949824,@rrbehringer @NorthwesternU @DukeU I noticed that the last week of the course overlaps completely with the SDB annual meeting. Is this intentional? There is any chance of readjust the dates? Thank you,False,"[35, 200]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204776842931732e+18,1220477684293173249,1610566350.0,1610566350,rrbehringer,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'rrbehringer', 'name': 'Richard Behringer', 'id': 1610566350, 'id_str': '1610566350', 'indices': [0, 12]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [13, 27]}, {'screen_name': 'DukeU', 'name': 'Duke University', 'id': 23450421, 'id_str': '23450421', 'indices': [28, 34]}]",[],en,recent,1044596983283863553,1044596983283863553,Martin Estermann,EstermannMartin,,Argentinian living in Melbourne /PhD candidate / Developmental Geneticist / Gonadal Development / @MonashUni / @MonashBDI,,[],False,105,192,0,Tue Sep 25 14:38:23 +0000 2018,1255,,,True,False,402,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1046341511284027395/eNSv5FZ9_normal.jpg,https://pbs.twimg.com/profile_images/1046341511284027395/eNSv5FZ9_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1044596983283863553/1571318525,,,,,,,,,,,,,,,,,,,,,
49,Fri Jan 24 11:19:43 +0000 2020,1220667489971048449,1220667489971048449,@rrbehringer @NorthwesternU @DukeU @labonnelab congratulations!!!!!!,False,"[35, 68]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2204776842931732e+18,1220477684293173249,1610566350.0,1610566350,rrbehringer,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'rrbehringer', 'name': 'Richard Behringer', 'id': 1610566350, 'id_str': '1610566350', 'indices': [0, 12]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [13, 27]}, {'screen_name': 'DukeU', 'name': 'Duke University', 'id': 23450421, 'id_str': '23450421', 'indices': [28, 34]}, {'screen_name': 'labonnelab', 'name': '@LaBonneLaB', 'id': 1024843087665872896, 'id_str': '1024843087665872896', 'indices': [35, 46]}]",[],en,recent,1077940802,1077940802,Estefanía Sánchez-Vásquez,NiaSanchezV,"Chascomús, Argentina",PhD student Developmental Biology 🐣🐤🐥 #bioinformatics #epigenetics #neuralcrest #microRNAs 🇵🇪,https://t.co/sArpA4MBhB,[],False,509,1396,1,Thu Jan 10 23:00:19 +0000 2013,17730,,,True,False,1198,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1006554497747968001/HCB5LCj8_normal.jpg,https://pbs.twimg.com/profile_images/1006554497747968001/HCB5LCj8_normal.jpg,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/sArpA4MBhB', 'expanded_url': 'https://www.facebook.com/esv.nia', 'display_url': 'facebook.com/esv.nia', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1077940802/1556379347,,,,,,,,,,,,,,,,,,,,,
53,Fri Jan 24 03:15:25 +0000 2020,1220545613126762496,1220545613126762496,"@mitchellbyars Yikes. I didn’t realize he was headed to @NorthwesternU. So,@thedailynu here’s a good “do we cover and how?” discussion.",False,"[15, 135]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205363332710973e+18,1220536333271097346,117004374.0,117004374,mitchellbyars,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'mitchellbyars', 'name': 'Mitchell Byars', 'id': 117004374, 'id_str': '117004374', 'indices': [0, 14]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [56, 70]}, {'screen_name': 'thedailynu', 'name': 'The Daily Northwestern', 'id': 23012995, 'id_str': '23012995', 'indices': [75, 86]}]",[],en,recent,9861112,9861112,(((Merredith))),Merredith,"ÜT: 39.753555,-104.995608","Former journalist, then former PR strategist, now consciously recoupling w/journalism. Occasional PR without b.s. Mom. Writer. Cynical optimist. TED talk, etc.",https://t.co/HuV9NCOeUA,[],False,9604,7802,321,Thu Nov 01 19:22:17 +0000 2007,11993,,,True,False,17195,,False,False,False,AABCC3,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/986654617181155328/DXenWgsB_normal.jpg,https://pbs.twimg.com/profile_images/986654617181155328/DXenWgsB_normal.jpg,E89417,222222,000000,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/HuV9NCOeUA', 'expanded_url': 'http://leappr.com', 'display_url': 'leappr.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/9861112/1524071974,,,,,,,,,,,,,,,,,,,,,
55,Fri Jan 24 02:25:49 +0000 2020,1220533132622995462,1220533132622995462,"@brittjacovich @AUSineInstitute @NorthwesternU 😱 I am super easy as long as you use Times 12pt single-spaced with no indents, otherwise ☠️",False,"[47, 138]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220465773728215e+18,1220465773728215042,299841845.0,299841845,brittjacovich,,,,,False,0,6,False,False,en,[],[],"[{'screen_name': 'brittjacovich', 'name': 'Britt Jacovich', 'id': 299841845, 'id_str': '299841845', 'indices': [0, 14]}, {'screen_name': 'AUSineInstitute', 'name': 'AU Sine Institute', 'id': 1040286994750947328, 'id_str': '1040286994750947328', 'indices': [15, 31]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [32, 46]}]",[],en,recent,18509818,18509818,Cody Keenan,codykeenan,"Washington, DC",@barackobama chief speechwriter. @NorthwesternU lecturer. @AUSineInstitute fellow. @fenwaystrat senior advisor. @EMKInstitute board. @kbartoloni husband.,,[],False,69007,1402,658,Wed Dec 31 16:37:20 +0000 2008,7986,,,True,True,4586,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/822881538228502529/GsTbNnOJ_normal.jpg,https://pbs.twimg.com/profile_images/822881538228502529/GsTbNnOJ_normal.jpg,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/18509818/1556670144,,,,,,,,,,,,,,,,,,,,,
58,Thu Jan 23 22:49:54 +0000 2020,1220478795188072448,1220478795188072448,"@rrbehringer @NorthwesternU @DukeU Excellent news for terminal procrastinators like myself, thanks for the heads up Richard!",False,"[35, 124]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204776842931732e+18,1220477684293173249,1610566350.0,1610566350,rrbehringer,,,,,False,0,6,False,False,en,[],[],"[{'screen_name': 'rrbehringer', 'name': 'Richard Behringer', 'id': 1610566350, 'id_str': '1610566350', 'indices': [0, 12]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [13, 27]}, {'screen_name': 'DukeU', 'name': 'Duke University', 'id': 23450421, 'id_str': '23450421', 'indices': [28, 34]}]",[],en,recent,2157076962,2157076962,Chase Bryan,CDBE30,,"Biologist, runner, mechanic, motorcyclist, gamer, bad movie enthusiast. PhD: University of Utah; Postdoc: University of Florida.",,[],False,177,511,3,Sat Oct 26 15:38:33 +0000 2013,8335,,,False,False,831,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1115474622370078721/5MfSjXQ0_normal.jpg,https://pbs.twimg.com/profile_images/1115474622370078721/5MfSjXQ0_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/2157076962/1535493696,,,,,,,,,,,,,,,,,,,,,
60,Thu Jan 23 21:49:09 +0000 2020,1220463503494066176,1220463503494066176,@AAHHEorg @elizabethbphd @NorthwesternU Congratulations 🎉,False,"[40, 57]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204425628022129e+18,1220442562802212881,2372305730.0,2372305730,AAHHEorg,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'AAHHEorg', 'name': 'AAHHE', 'id': 2372305730, 'id_str': '2372305730', 'indices': [0, 9]}, {'screen_name': 'elizabethbphd', 'name': 'Elizabeth Barahona', 'id': 1034624957483872256, 'id_str': '1034624957483872256', 'indices': [10, 24]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [25, 39]}]",[],en,recent,304799473,304799473,academic primo,its_Serrano,"The Jungles, South Central LA","Crenshaw made| Duke's human| critical shade thrower| phd student| sociologist of youth, youth movements, gender, race, and education |he/el| #CrenshawScholars😎",https://t.co/G3Wiqcsvy8,[],False,3155,2132,26,Wed May 25 03:54:28 +0000 2011,14333,,,False,False,15062,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1184696265075871745/4yVdtBRx_normal.jpg,https://pbs.twimg.com/profile_images/1184696265075871745/4yVdtBRx_normal.jpg,BF0000,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/G3Wiqcsvy8', 'expanded_url': 'http://urielserrano.com', 'display_url': 'urielserrano.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/304799473/1481519918,,,,,,,,,,,,,,,,,,,,,
