,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
18,Fri Jan 24 13:10:06 +0000 2020,1220695268712120320,1220695268712120320,@LorettaJophlin @unmc @MayoClinicGIHep @Dr_Vijay_Shah @BBAjournals Congratulations!,False,"[67, 83]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220638961716093e+18,1220638961716092929,7.773064576958546e+17,777306457695854592,LorettaJophlin,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'LorettaJophlin', 'name': 'LiverLeader', 'id': 777306457695854592, 'id_str': '777306457695854592', 'indices': [0, 15]}, {'screen_name': 'unmc', 'name': 'University of Nebraska Medical Center', 'id': 16151917, 'id_str': '16151917', 'indices': [16, 21]}, {'screen_name': 'MayoClinicGIHep', 'name': 'Mayo Clinic Gastroenterology & Hepatology', 'id': 1159569894553399299, 'id_str': '1159569894553399299', 'indices': [22, 38]}, {'screen_name': 'Dr_Vijay_Shah', 'name': 'Vijay Shah', 'id': 3412725543, 'id_str': '3412725543', 'indices': [39, 53]}, {'screen_name': 'BBAjournals', 'name': 'BBA', 'id': 581874862, 'id_str': '581874862', 'indices': [54, 66]}]",[],en,recent,65063164,65063164,AASLD,AASLDtweets,"Alexandria, VA",AASLD is the leading organization of scientists and health care professionals committed to preventing and curing liver disease.,http://t.co/9LJlER4hrW,[],False,16592,3483,215,Wed Aug 12 15:25:46 +0000 2009,10687,,,True,True,17873,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/664973349873803265/b8jK3Eg__normal.jpg,https://pbs.twimg.com/profile_images/664973349873803265/b8jK3Eg__normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/65063164/1579280830,"[{'url': 'http://t.co/9LJlER4hrW', 'expanded_url': 'http://www.aasld.org/', 'display_url': 'aasld.org', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Fri Jan 24 12:58:51 +0000 2020,1220692439599546368,1220692439599546368,@LorettaJophlin @unmc @MayoClinicGIHep @Dr_Vijay_Shah @BBAjournals Congratulations Loretta!,False,"[67, 91]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220638961716093e+18,1220638961716092929,7.773064576958546e+17,777306457695854592,LorettaJophlin,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'LorettaJophlin', 'name': 'LiverLeader', 'id': 777306457695854592, 'id_str': '777306457695854592', 'indices': [0, 15]}, {'screen_name': 'unmc', 'name': 'University of Nebraska Medical Center', 'id': 16151917, 'id_str': '16151917', 'indices': [16, 21]}, {'screen_name': 'MayoClinicGIHep', 'name': 'Mayo Clinic Gastroenterology & Hepatology', 'id': 1159569894553399299, 'id_str': '1159569894553399299', 'indices': [22, 38]}, {'screen_name': 'Dr_Vijay_Shah', 'name': 'Vijay Shah', 'id': 3412725543, 'id_str': '3412725543', 'indices': [39, 53]}, {'screen_name': 'BBAjournals', 'name': 'BBA', 'id': 581874862, 'id_str': '581874862', 'indices': [54, 66]}]",[],en,recent,1103131023523627008,1103131023523627008,Nidhi Sakrikar,NJSakrikar,"Minnesota, USA","Research Scientist at Mayo Clinic with interest in Epigenetics of Liver Fibrosis, mom, wife, daughter!!!",,[],False,214,153,3,Wed Mar 06 03:11:45 +0000 2019,2850,,,False,False,170,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1128439552790626306/yMitPmwh_normal.jpg,https://pbs.twimg.com/profile_images/1128439552790626306/yMitPmwh_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1103131023523627008/1566085434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Fri Jan 24 11:16:53 +0000 2020,1220666776599638017,1220666776599638017,"RT @unmc: Registration closes tonight for 24-hour event that raises money for Parkinson's research!

Skaters and non-skaters can register o…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'unmc', 'name': 'University of Nebraska Medical Center', 'id': 16151917, 'id_str': '16151917', 'indices': [3, 8]}]",[],en,recent,2247429091,2247429091,UNMCCAHP,unmccahp,"Omaha, Nebraska, USA","The University of Nebraska Medical Center College of Allied Health Professions: Expert teachers, innovative researchers, exceptional students. 402-559-6673",http://t.co/2Wc8t2HsNl,[],False,640,152,11,Sun Dec 15 16:11:08 +0000 2013,2481,,,False,False,2326,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/521733705685942272/K3YOS4pP_normal.png,https://pbs.twimg.com/profile_images/521733705685942272/K3YOS4pP_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2247429091/1575575320,"[{'url': 'http://t.co/2Wc8t2HsNl', 'expanded_url': 'http://www.unmc.edu/alliedhealth', 'display_url': 'unmc.edu/alliedhealth', 'indices': [0, 22]}]",,,,,,,,,,,Thu Jan 23 20:49:41 +0000 2020,1.2204485402640302e+18,1220448540264030208,"Registration closes tonight for 24-hour event that raises money for Parkinson's research!

Skaters and non-skaters can register or make a pledge to Parkinson's Nebraska or donate to the University of Nebraska Foundation to go toward Parkinson's research at UNMC.",False,"[0, 262]",[],[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,16151917.0,16151917,University of Nebraska Medical Center,unmc,"Omaha, NE",Official page of the University of Nebraska Medical Center (UNMC). Our programs are nationally ranked by U.S. News and World Report. RTs do not = endorsement.,http://t.co/ETFiYGEWD5,"[{'url': 'http://t.co/ETFiYGEWD5', 'expanded_url': 'http://www.unmc.edu', 'display_url': 'unmc.edu', 'indices': [0, 22]}]",[],False,17818.0,649.0,288.0,Sat Sep 06 00:42:48 +0000 2008,7039.0,,,True,True,8888.0,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/908368095735029760/trF9e737_normal.jpg,https://pbs.twimg.com/profile_images/908368095735029760/trF9e737_normal.jpg,https://pbs.twimg.com/profile_banners/16151917/1568750534,AD122A,181A1E,252429,8F8F8F,True,False,False,False,False,False,False,none,,,,,False,3.0,8.0,False,False,en,,,,,,,,,,
22,Fri Jan 24 04:20:28 +0000 2020,1220561982023241729,1220561982023241729,"RT @unmc: As the medical center enters a new era, UNMC Today looks back at some of the events that defined the decade and transformed the s…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,11,0,False,False,en,[],[],"[{'screen_name': 'unmc', 'name': 'University of Nebraska Medical Center', 'id': 16151917, 'id_str': '16151917', 'indices': [3, 8]}]",[],en,recent,1168028349010255872,1168028349010255872,Joseph Siu,JosephSiuPhD,"Omaha, NE",Global Director | Faculty | Human Movement Scientist #physicaltherapy @unmccahp @unmc,,[],False,50,54,1,Sun Sep 01 05:12:54 +0000 2019,95,,,False,False,45,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1168032473105805312/8sYFOFZs_normal.jpg,https://pbs.twimg.com/profile_images/1168032473105805312/8sYFOFZs_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1168028349010255872/1568877287,,,,,,,,,,,,Thu Jan 23 16:55:06 +0000 2020,1.2203895059217981e+18,1220389505921798145,"As the medical center enters a new era, UNMC Today looks back at some of the events that defined the decade and transformed the state's economic engine and its only public academic health science center. #IamUNMC",False,"[0, 212]","[{'text': 'IamUNMC', 'indices': [204, 212]}]",[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,16151917.0,16151917,University of Nebraska Medical Center,unmc,"Omaha, NE",Official page of the University of Nebraska Medical Center (UNMC). Our programs are nationally ranked by U.S. News and World Report. RTs do not = endorsement.,http://t.co/ETFiYGEWD5,"[{'url': 'http://t.co/ETFiYGEWD5', 'expanded_url': 'http://www.unmc.edu', 'display_url': 'unmc.edu', 'indices': [0, 22]}]",[],False,17818.0,649.0,288.0,Sat Sep 06 00:42:48 +0000 2008,7039.0,,,True,True,8888.0,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/908368095735029760/trF9e737_normal.jpg,https://pbs.twimg.com/profile_images/908368095735029760/trF9e737_normal.jpg,https://pbs.twimg.com/profile_banners/16151917/1568750534,AD122A,181A1E,252429,8F8F8F,True,False,False,False,False,False,False,none,,,,,False,11.0,37.0,False,False,en,,,,,,,,,,
23,Fri Jan 24 03:00:30 +0000 2020,1220541860357251073,1220541860357251073,@LaurenEdwardsMD @unmc @DrHowardLiu Thank you @LaurenEdwardsMD 💕,False,"[36, 64]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204351292707512e+18,1220435129270751232,1.2174572741693809e+18,1217457274169380864,LaurenEdwardsMD,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'LaurenEdwardsMD', 'name': 'Lauren Edwards', 'id': 1217457274169380864, 'id_str': '1217457274169380864', 'indices': [0, 16]}, {'screen_name': 'unmc', 'name': 'University of Nebraska Medical Center', 'id': 16151917, 'id_str': '16151917', 'indices': [17, 22]}, {'screen_name': 'DrHowardLiu', 'name': 'Howard Liu, MD MBA', 'id': 965366246, 'id_str': '965366246', 'indices': [23, 35]}, {'screen_name': 'LaurenEdwardsMD', 'name': 'Lauren Edwards', 'id': 1217457274169380864, 'id_str': '1217457274169380864', 'indices': [46, 62]}]",[],en,recent,875162914314788865,875162914314788865,"Sheritta Strong, MD, DFAPA",SAStrong2017,"Omaha, NE",Psychiatrist | Academics | UNMC @unmcpsychiatry @UNMCCOM @NationalMedAssn #WomenInMedicine #Diversity #PsychTwitter #aka1908 #Wife #momofboys,https://t.co/hAOyCHiMDO,[],False,1837,1456,17,Thu Jun 15 01:27:53 +0000 2017,5754,,,True,False,1691,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1215739820783427586/J9HLItj4_normal.jpg,https://pbs.twimg.com/profile_images/1215739820783427586/J9HLItj4_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/875162914314788865/1497491586,"[{'url': 'https://t.co/hAOyCHiMDO', 'expanded_url': 'https://www.unmc.edu/psychiatry/about/faculty/strong.html', 'display_url': 'unmc.edu/psychiatry/abo…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Fri Jan 24 02:51:27 +0000 2020,1220539581185056768,1220539581185056768,"@CSPfellows @unmc @katiebrandert It’s been a transformative experience serving on the @CSPfellows selection committee! 

One of the best catalysts for innovation is meeting colleagues of all professions passionate about solving healthcare disparities! 

#CultureofHealth",False,"[33, 270]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204377835143578e+18,1220437783514357760,7.068795529251471e+17,706879552925147136,CSPfellows,,,,,False,0,3,False,False,en,"[{'text': 'CultureofHealth', 'indices': [254, 270]}]",[],"[{'screen_name': 'CSPfellows', 'name': 'Clinical Scholars', 'id': 706879552925147136, 'id_str': '706879552925147136', 'indices': [0, 11]}, {'screen_name': 'unmc', 'name': 'University of Nebraska Medical Center', 'id': 16151917, 'id_str': '16151917', 'indices': [12, 17]}, {'screen_name': 'katiebrandert', 'name': 'Katie Brandert', 'id': 313595296, 'id_str': '313595296', 'indices': [18, 32]}, {'screen_name': 'CSPfellows', 'name': 'Clinical Scholars', 'id': 706879552925147136, 'id_str': '706879552925147136', 'indices': [86, 97]}]",[],en,recent,965366246,965366246,"Howard Liu, MD MBA",DrHowardLiu,"Omaha, NE",Psychiatrist | Dad | Chair @unmcpsychiatry | President-Elect @admsep | Active @RWJF @APAPsychiatric @AACAP | Passionate #HeForShe #MentalHealth #Leadership,https://t.co/AYFmVkPVRH,[],False,15380,16714,141,Fri Nov 23 02:45:38 +0000 2012,37561,,,True,False,29658,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/463688514094526464/s0MkmhPQ_normal.jpeg,https://pbs.twimg.com/profile_images/463688514094526464/s0MkmhPQ_normal.jpeg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/965366246/1512572152,"[{'url': 'https://t.co/AYFmVkPVRH', 'expanded_url': 'https://www.unmc.edu/psychiatry/about/faculty/liu.html', 'display_url': 'unmc.edu/psychiatry/abo…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Fri Jan 24 02:46:19 +0000 2020,1220538290530590722,1220538290530590722,@LaurenEdwardsMD @unmc Hi! We are doing one April 1! Save the date!,False,"[23, 67]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205294718051e+18,1220529471805100034,1.2174572741693809e+18,1217457274169380864,LaurenEdwardsMD,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'LaurenEdwardsMD', 'name': 'Lauren Edwards', 'id': 1217457274169380864, 'id_str': '1217457274169380864', 'indices': [0, 16]}, {'screen_name': 'unmc', 'name': 'University of Nebraska Medical Center', 'id': 16151917, 'id_str': '16151917', 'indices': [17, 22]}]",[],en,recent,839582841470140417,839582841470140417,Brave Enough MD,RUBraveEnough,"Blair, NE","CEO, Brave Enough | MD Cardiac Anesth | VC Strategy Anesth UNMC | Speaker | Author | Researcher | Podcast: Brave Enough Show | Tweets my own | @sashashillcutt",https://t.co/vFw6PAdZ2P,[],False,15205,2763,113,Wed Mar 08 21:05:22 +0000 2017,34662,,,True,False,8310,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1016841442419933184/FMZDjafD_normal.jpg,https://pbs.twimg.com/profile_images/1016841442419933184/FMZDjafD_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/839582841470140417/1489007575,"[{'url': 'https://t.co/vFw6PAdZ2P', 'expanded_url': 'http://www.becomebraveenough.com', 'display_url': 'becomebraveenough.com', 'indices': [0, 23]}]",ac9b9070f6d17a9a,https://api.twitter.com/1.1/geo/id/ac9b9070f6d17a9a.json,admin,Nebraska,"Nebraska, USA",US,United States,[],Polygon,"[[[-104.053515, 39.9997506], [-95.30829, 39.9997506], [-95.30829, 43.001708], [-104.053515, 43.001708]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Fri Jan 24 02:45:36 +0000 2020,1220538110649520128,1220538110649520128,"RT @unmc: Registration closes tonight for 24-hour event that raises money for Parkinson's research!

Skaters and non-skaters can register o…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'unmc', 'name': 'University of Nebraska Medical Center', 'id': 16151917, 'id_str': '16151917', 'indices': [3, 8]}]",[],en,recent,1284419154,1284419154,"Ann Anderson Berry, MD, PhD",aandersonberry,"Omaha, NE","Professor UNMC, CHRI Exc Dir, Chief, Neonatology, Wife, Mom, Nutrition Research, NE Perinatal Quality Improvement Collab Med Dir, Girl Scout Ldr #LGBTQadvocate",https://t.co/k9cjYFS7L3,[],False,516,370,6,Wed Mar 20 22:28:35 +0000 2013,11868,,,True,False,1277,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1060898439460990976/LvWJXuT6_normal.jpg,https://pbs.twimg.com/profile_images/1060898439460990976/LvWJXuT6_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1284419154/1500165338,"[{'url': 'https://t.co/k9cjYFS7L3', 'expanded_url': 'http://www.NPQIC.org', 'display_url': 'NPQIC.org', 'indices': [0, 23]}]",,,,,,,,,,,Thu Jan 23 20:49:41 +0000 2020,1.2204485402640302e+18,1220448540264030208,"Registration closes tonight for 24-hour event that raises money for Parkinson's research!

Skaters and non-skaters can register or make a pledge to Parkinson's Nebraska or donate to the University of Nebraska Foundation to go toward Parkinson's research at UNMC.",False,"[0, 262]",[],[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,16151917.0,16151917,University of Nebraska Medical Center,unmc,"Omaha, NE",Official page of the University of Nebraska Medical Center (UNMC). Our programs are nationally ranked by U.S. News and World Report. RTs do not = endorsement.,http://t.co/ETFiYGEWD5,"[{'url': 'http://t.co/ETFiYGEWD5', 'expanded_url': 'http://www.unmc.edu', 'display_url': 'unmc.edu', 'indices': [0, 22]}]",[],False,17818.0,649.0,288.0,Sat Sep 06 00:42:48 +0000 2008,7039.0,,,True,True,8888.0,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/908368095735029760/trF9e737_normal.jpg,https://pbs.twimg.com/profile_images/908368095735029760/trF9e737_normal.jpg,https://pbs.twimg.com/profile_banners/16151917/1568750534,AD122A,181A1E,252429,8F8F8F,True,False,False,False,False,False,False,none,,,,,False,3.0,8.0,False,False,en,,,,,,,,,,
27,Fri Jan 24 02:44:51 +0000 2020,1220537921591267334,1220537921591267334,"RT @unmc: As the medical center enters a new era, UNMC Today looks back at some of the events that defined the decade and transformed the s…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,11,0,False,False,en,[],[],"[{'screen_name': 'unmc', 'name': 'University of Nebraska Medical Center', 'id': 16151917, 'id_str': '16151917', 'indices': [3, 8]}]",[],en,recent,1284419154,1284419154,"Ann Anderson Berry, MD, PhD",aandersonberry,"Omaha, NE","Professor UNMC, CHRI Exc Dir, Chief, Neonatology, Wife, Mom, Nutrition Research, NE Perinatal Quality Improvement Collab Med Dir, Girl Scout Ldr #LGBTQadvocate",https://t.co/k9cjYFS7L3,[],False,516,370,6,Wed Mar 20 22:28:35 +0000 2013,11868,,,True,False,1277,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1060898439460990976/LvWJXuT6_normal.jpg,https://pbs.twimg.com/profile_images/1060898439460990976/LvWJXuT6_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1284419154/1500165338,"[{'url': 'https://t.co/k9cjYFS7L3', 'expanded_url': 'http://www.NPQIC.org', 'display_url': 'NPQIC.org', 'indices': [0, 23]}]",,,,,,,,,,,Thu Jan 23 16:55:06 +0000 2020,1.2203895059217981e+18,1220389505921798145,"As the medical center enters a new era, UNMC Today looks back at some of the events that defined the decade and transformed the state's economic engine and its only public academic health science center. #IamUNMC",False,"[0, 212]","[{'text': 'IamUNMC', 'indices': [204, 212]}]",[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,16151917.0,16151917,University of Nebraska Medical Center,unmc,"Omaha, NE",Official page of the University of Nebraska Medical Center (UNMC). Our programs are nationally ranked by U.S. News and World Report. RTs do not = endorsement.,http://t.co/ETFiYGEWD5,"[{'url': 'http://t.co/ETFiYGEWD5', 'expanded_url': 'http://www.unmc.edu', 'display_url': 'unmc.edu', 'indices': [0, 22]}]",[],False,17818.0,649.0,288.0,Sat Sep 06 00:42:48 +0000 2008,7039.0,,,True,True,8888.0,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/908368095735029760/trF9e737_normal.jpg,https://pbs.twimg.com/profile_images/908368095735029760/trF9e737_normal.jpg,https://pbs.twimg.com/profile_banners/16151917/1568750534,AD122A,181A1E,252429,8F8F8F,True,False,False,False,False,False,False,none,,,,,False,11.0,37.0,False,False,en,,,,,,,,,,
28,Fri Jan 24 02:11:17 +0000 2020,1220529471805100034,1220529471805100034,@RUBraveEnough I am so excited for this! Are you by chance considering hosting an IN-PERSON book club in Omaha? @unmc,False,"[15, 117]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220491871295824e+18,1220491871295823872,8.395828414701404e+17,839582841470140417,RUBraveEnough,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'RUBraveEnough', 'name': 'Brave Enough MD', 'id': 839582841470140417, 'id_str': '839582841470140417', 'indices': [0, 14]}, {'screen_name': 'unmc', 'name': 'University of Nebraska Medical Center', 'id': 16151917, 'id_str': '16151917', 'indices': [112, 117]}]",[],en,recent,1217457274169380864,1217457274169380864,Lauren Edwards,LaurenEdwardsMD,"Omaha, NE","Anxiety Subspecialty Clinic Director @unmcpsychiatry |Mom| REAL food, movement and beauty can heal #FoodAsMedicine |advocate of #ethics & philosophy in medicine",,[],False,140,67,2,Wed Jan 15 14:43:54 +0000 2020,31,,,False,False,9,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220120904912515077/G76uWruH_normal.jpg,https://pbs.twimg.com/profile_images/1220120904912515077/G76uWruH_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1217457274169380864/1579187246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
