,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive,possibly_sensitive,entities.media,extended_entities.media
37,Thu Jan 23 07:04:24 +0000 2020,1220240851324080128,1220240851324080128,"@Carleton_QES @jgallagher37 @BasuOnita @Carleton_U I jus quote this ""we would argue that everyone can incorporate climate change into their research"". As one of the last cohort scholars, I have been able to think #climatechange and incorporate it in my research focus. 👍 Prof. @BasuOnita and team for putting this up @Carleton_QES",False,"[51, 330]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2193312910758093e+18,1219331291075809281,8.928325409643889e+17,892832540964388865,Carleton_QES,,,,,False,0,1,False,False,en,"[{'text': 'climatechange', 'indices': [213, 227]}]",[],"[{'screen_name': 'Carleton_QES', 'name': 'Carleton QES', 'id': 892832540964388865, 'id_str': '892832540964388865', 'indices': [0, 13]}, {'screen_name': 'jgallagher37', 'name': 'jeanne gallagher', 'id': 3315214415, 'id_str': '3315214415', 'indices': [14, 27]}, {'screen_name': 'BasuOnita', 'name': 'Dr. Onita Basu', 'id': 1007061177187360768, 'id_str': '1007061177187360768', 'indices': [28, 38]}, {'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': 36465468, 'id_str': '36465468', 'indices': [39, 50]}, {'screen_name': 'BasuOnita', 'name': 'Dr. Onita Basu', 'id': 1007061177187360768, 'id_str': '1007061177187360768', 'indices': [277, 287]}, {'screen_name': 'Carleton_QES', 'name': 'Carleton QES', 'id': 892832540964388865, 'id_str': '892832540964388865', 'indices': [317, 330]}]",[],en,recent,1040512032028729344,1040512032028729344,Devotha Nyambo,DevothaNyambo,,Wife|Mother|PhD fellow @NM-AIST|AWARD fellow|QEScholar|AI for Agriculture & Livestock|Smallholder Dairy farmers,,[],False,101,63,0,Fri Sep 14 08:06:14 +0000 2018,135,,,False,False,88,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1143175334445162496/2o3GSs6G_normal.jpg,https://pbs.twimg.com/profile_images/1143175334445162496/2o3GSs6G_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Thu Jan 23 01:27:02 +0000 2020,1220155947869323264,1220155947869323264,"@hedavis_msc @am_anatiala @Carleton_U Ah, a juvenile. That must be why it doesn't have antlers yet.",False,"[38, 99]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2200611287991583e+18,1220061128799158272,1.012809213817557e+18,1012809213817556992,hedavis_msc,,,,,False,0,7,False,False,en,[],[],"[{'screen_name': 'hedavis_msc', 'name': 'Hannah Davis', 'id': 1012809213817556992, 'id_str': '1012809213817556992', 'indices': [0, 12]}, {'screen_name': 'am_anatiala', 'name': 'asia murphy, problematic aCaDeMiC (7.1%)', 'id': 2944953687, 'id_str': '2944953687', 'indices': [13, 25]}, {'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': 36465468, 'id_str': '36465468', 'indices': [26, 37]}]",[],en,recent,14873611,14873611,Charles. Just Charles.,rev_chas,"Lakeside, CA","Programmer/Sysadmin Jarhead/Nerd Eclectic taste in music, into scifi books and video. Friend to at least 4.7 people.",https://t.co/2YmDjG3iBJ,[],False,322,583,20,Thu May 22 21:24:11 +0000 2008,21177,,,False,False,43102,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/378800000656638612/4e3e558eb42e2faabfd27f9c28fdb2f8_normal.png,https://pbs.twimg.com/profile_images/378800000656638612/4e3e558eb42e2faabfd27f9c28fdb2f8_normal.png,,1F98C7,FFFFFF,DAECF4,0000FF,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/2YmDjG3iBJ', 'expanded_url': 'http://sorrydave.org', 'display_url': 'sorrydave.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Wed Jan 22 23:45:29 +0000 2020,1220130394542166016,1220130394542166016,@kirkyuan @Carleton_U Not pictured: the 150 other photos of me failing to smile properly,False,"[22, 88]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201235542570926e+18,1220123554257092608,419204551.0,419204551,kirkyuan,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'kirkyuan', 'name': 'kirk_y', 'id': 419204551, 'id_str': '419204551', 'indices': [0, 9]}, {'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': 36465468, 'id_str': '36465468', 'indices': [10, 21]}]",[],en,recent,517001582,517001582,Avery Vine,Avery_Vine,Ottawa,CS Student at Carleton University | iOS Developer | Working at TripAdvisor |  WWDC 2019 Scholarship Winner | Pianist by Night | Proud Cat Owner,https://t.co/O0ZBe16j1r,[],False,51,41,2,Tue Mar 06 23:33:26 +0000 2012,1913,,,True,False,77,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1118639220355153921/tv4iB_84_normal.jpg,https://pbs.twimg.com/profile_images/1118639220355153921/tv4iB_84_normal.jpg,https://pbs.twimg.com/profile_banners/517001582/1570820561,009999,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/O0ZBe16j1r', 'expanded_url': 'https://averyvine.com', 'display_url': 'averyvine.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Wed Jan 22 21:13:17 +0000 2020,1220092093458153473,1220092093458153473,@anirbank2000 @Carleton_U Haha thanks man,False,"[26, 41]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220092011056976e+18,1220092011056975873,2981771051.0,2981771051,anirbank2000,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'anirbank2000', 'name': 'Anirban K', 'id': 2981771051, 'id_str': '2981771051', 'indices': [0, 13]}, {'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': 36465468, 'id_str': '36465468', 'indices': [14, 25]}]",[],en,recent,517001582,517001582,Avery Vine,Avery_Vine,Ottawa,CS Student at Carleton University | iOS Developer | Working at TripAdvisor |  WWDC 2019 Scholarship Winner | Pianist by Night | Proud Cat Owner,https://t.co/O0ZBe16j1r,[],False,51,41,2,Tue Mar 06 23:33:26 +0000 2012,1913,,,True,False,77,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1118639220355153921/tv4iB_84_normal.jpg,https://pbs.twimg.com/profile_images/1118639220355153921/tv4iB_84_normal.jpg,https://pbs.twimg.com/profile_banners/517001582/1570820561,009999,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/O0ZBe16j1r', 'expanded_url': 'https://averyvine.com', 'display_url': 'averyvine.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Wed Jan 22 17:42:13 +0000 2020,1220038975999610880,1220038975999610880,"@Carleton_U @USPORTSca @RideauHall Ciera Disipio @cbuniversity, Grayg Noireault @UMontreal, Frederique Beauchamp @universitelaval, Slater Doggett @queensu, Liam Elbourne @SFXuniversity, Zoe Sherar @uofg, Anna Mollenhauer @uvic, Seth Friesen @BrandonUni",False,"[35, 252]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200375501040722e+18,1220037550104072193,8.910189221657559e+17,891018922165755905,CU_President,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': 36465468, 'id_str': '36465468', 'indices': [0, 11]}, {'screen_name': 'USPORTSca', 'name': 'U SPORTS', 'id': 16486901, 'id_str': '16486901', 'indices': [12, 22]}, {'screen_name': 'RideauHall', 'name': 'GG Rideau Hall | GG Citadelle', 'id': 275188651, 'id_str': '275188651', 'indices': [23, 34]}, {'screen_name': 'cbuniversity', 'name': 'CBU', 'id': 19301938, 'id_str': '19301938', 'indices': [49, 62]}, {'screen_name': 'UMontreal', 'name': 'Université Montréal', 'id': 135178777, 'id_str': '135178777', 'indices': [80, 90]}, {'screen_name': 'universitelaval', 'name': 'Université Laval', 'id': 60184668, 'id_str': '60184668', 'indices': [113, 129]}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': 19429847, 'id_str': '19429847', 'indices': [146, 154]}, {'screen_name': 'SFXUniversity', 'name': 'FXUniversity', 'id': 3401688886, 'id_str': '3401688886', 'indices': [170, 184]}, {'screen_name': 'uofg', 'name': 'University of Guelph', 'id': 16134692, 'id_str': '16134692', 'indices': [197, 202]}, {'screen_name': 'uvic', 'name': 'UniversityOfVictoria', 'id': 256735205, 'id_str': '256735205', 'indices': [221, 226]}, {'screen_name': 'BrandonUni', 'name': 'Brandon University', 'id': 154259382, 'id_str': '154259382', 'indices': [241, 252]}]",[],en,recent,891018922165755905,891018922165755905,Benoit-Antoine Bacon,CU_President,"Ottawa, Ontario",President and Vice-Chancellor of Carleton University.,https://t.co/K2O0hz2OZC,[],False,2309,859,15,Fri Jul 28 19:34:00 +0000 2017,3846,,,False,False,856,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1219955924594569218/0MdUEg_v_normal.jpg,https://pbs.twimg.com/profile_images/1219955924594569218/0MdUEg_v_normal.jpg,https://pbs.twimg.com/profile_banners/891018922165755905/1533832960,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/K2O0hz2OZC', 'expanded_url': 'http://carleton.ca', 'display_url': 'carleton.ca', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Wed Jan 22 16:13:08 +0000 2020,1220016557247684608,1220016557247684608,"@UrbanSlowLife @Carleton_U Ugh, I used to go through residence, and as of today I'll return to doing that.",False,"[27, 106]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220011097190695e+18,1220011097190694915,1658194038.0,1658194038,UrbanSlowLife,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UrbanSlowLife', 'name': 'Darlene McLeod', 'id': 1658194038, 'id_str': '1658194038', 'indices': [0, 14]}, {'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': 36465468, 'id_str': '36465468', 'indices': [15, 26]}]",[],en,recent,785028691642507268,785028691642507268,𝔖𝔱𝔢𝔳𝔢 𝔗𝔯𝔲𝔱𝔱𝔪𝔞𝔫𝔫,Steve_of_Ottawa,"Ottawa, Ontario","Dad of 2 boys, #ottbike commuter, winter studded #fatbike, Wood/metal working, Science/Space/Engineering, Tinkerer, DIY'er, Trekkie 🖖, Teetotaler, Tea please!",,[],False,219,269,0,Sun Oct 09 08:06:40 +0000 2016,12815,,,False,False,5245,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1207299916634214400/NnLZ5AaX_normal.jpg,https://pbs.twimg.com/profile_images/1207299916634214400/NnLZ5AaX_normal.jpg,https://pbs.twimg.com/profile_banners/785028691642507268/1570156504,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Wed Jan 22 14:07:45 +0000 2020,1219985000969449472,1219985000969449472,"My #ottbike commute was rudely interrupted on @Carleton_U Campus Ave. this morning. A driver in a white compact vehicle came within 3"" of me as she proceeded to turn left into a parking spot. I reflexively banged the rear side of the vehicle. Gave a blast 🤬 and a safety spiel.",False,"[0, 277]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,8,False,False,en,"[{'text': 'ottbike', 'indices': [3, 11]}]",[],"[{'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': 36465468, 'id_str': '36465468', 'indices': [46, 57]}]",[],en,recent,785028691642507268,785028691642507268,𝔖𝔱𝔢𝔳𝔢 𝔗𝔯𝔲𝔱𝔱𝔪𝔞𝔫𝔫,Steve_of_Ottawa,"Ottawa, Ontario","Dad of 2 boys, #ottbike commuter, winter studded #fatbike, Wood/metal working, Science/Space/Engineering, Tinkerer, DIY'er, Trekkie 🖖, Teetotaler, Tea please!",,[],False,219,269,0,Sun Oct 09 08:06:40 +0000 2016,12815,,,False,False,5245,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1207299916634214400/NnLZ5AaX_normal.jpg,https://pbs.twimg.com/profile_images/1207299916634214400/NnLZ5AaX_normal.jpg,https://pbs.twimg.com/profile_banners/785028691642507268/1570156504,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Tue Jan 21 19:04:14 +0000 2020,1219697228908056579,1219697228908056579,RT @Carleton_U: A section of the parking garage under Richcraft Hall will remain cordoned off as repair work continues. Please exercise cau…,False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': 36465468, 'id_str': '36465468', 'indices': [3, 14]}]",[],en,recent,384456666,384456666,CarletonSafety,CarletonSafety,Carleton University,Campus Safety Services and its Special Constables are proud to serve @Carleton_U (Acct not monitored 24/7) 613-520-4444 (Emergency) 613-520-3612 (General),https://t.co/6svAze75O5,[],False,3236,1029,73,Mon Oct 03 18:28:39 +0000 2011,681,,,False,False,10614,,False,False,False,EDF7F7,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/532584933672230913/BKd0_cOb_normal.jpeg,https://pbs.twimg.com/profile_images/532584933672230913/BKd0_cOb_normal.jpeg,https://pbs.twimg.com/profile_banners/384456666/1564290250,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/6svAze75O5', 'expanded_url': 'http://www.carleton.ca/safety', 'display_url': 'carleton.ca/safety', 'indices': [0, 23]}]",Tue Jan 21 16:44:03 +0000 2020,1.2196619485617848e+18,1219661948561784833,A section of the parking garage under Richcraft Hall will remain cordoned off as repair work continues. Please exercise caution and respect the safety barricades.,False,"[0, 162]",[],[],[],[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2196619475259105e+18,1219661947525910528,36465468.0,36465468,Carleton_U,36465468.0,36465468,Carleton University,Carleton_U,"Ottawa, ON","Located in Canada's Capital, Carleton University is a dynamic research and teaching institution, with a tradition of leading change and promoting innovation.",https://t.co/0P06ZJa5kM,[],False,44929.0,1197.0,622.0,Wed Apr 29 20:13:49 +0000 2009,4273.0,,,True,True,17368.0,,False,False,False,A6D2D5,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1044616489268056066/AAOC4YAE_normal.jpg,https://pbs.twimg.com/profile_images/1044616489268056066/AAOC4YAE_normal.jpg,https://pbs.twimg.com/profile_banners/36465468/1561736875,CF112D,FFFFFF,DDFFCC,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,2.0,False,False,en,,,,,,,,,,,"[{'url': 'https://t.co/0P06ZJa5kM', 'expanded_url': 'http://students.carleton.ca', 'display_url': 'students.carleton.ca', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,
79,Tue Jan 21 19:04:11 +0000 2020,1219697213556903936,1219697213556903936,RT @Carleton_U: All entrances to Richcraft Hall are now open. Crews remain on site to complete the work at the south entrance on University…,False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': 36465468, 'id_str': '36465468', 'indices': [3, 14]}]",[],en,recent,384456666,384456666,CarletonSafety,CarletonSafety,Carleton University,Campus Safety Services and its Special Constables are proud to serve @Carleton_U (Acct not monitored 24/7) 613-520-4444 (Emergency) 613-520-3612 (General),https://t.co/6svAze75O5,[],False,3236,1029,73,Mon Oct 03 18:28:39 +0000 2011,681,,,False,False,10614,,False,False,False,EDF7F7,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/532584933672230913/BKd0_cOb_normal.jpeg,https://pbs.twimg.com/profile_images/532584933672230913/BKd0_cOb_normal.jpeg,https://pbs.twimg.com/profile_banners/384456666/1564290250,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/6svAze75O5', 'expanded_url': 'http://www.carleton.ca/safety', 'display_url': 'carleton.ca/safety', 'indices': [0, 23]}]",Tue Jan 21 16:44:03 +0000 2020,1.2196619475259105e+18,1219661947525910528,"All entrances to Richcraft Hall are now open. Crews remain on site to complete the work at the south entrance on University Dr. in front of Tim Hortons, but the doors are accessible.",False,"[0, 182]",[],[],[],[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,36465468.0,36465468,Carleton University,Carleton_U,"Ottawa, ON","Located in Canada's Capital, Carleton University is a dynamic research and teaching institution, with a tradition of leading change and promoting innovation.",https://t.co/0P06ZJa5kM,[],False,44929.0,1197.0,622.0,Wed Apr 29 20:13:49 +0000 2009,4273.0,,,True,True,17368.0,,False,False,False,A6D2D5,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1044616489268056066/AAOC4YAE_normal.jpg,https://pbs.twimg.com/profile_images/1044616489268056066/AAOC4YAE_normal.jpg,https://pbs.twimg.com/profile_banners/36465468/1561736875,CF112D,FFFFFF,DDFFCC,333333,True,False,False,False,False,False,False,none,,,,,False,2.0,3.0,False,False,en,,,,,,,,,,,"[{'url': 'https://t.co/0P06ZJa5kM', 'expanded_url': 'http://students.carleton.ca', 'display_url': 'students.carleton.ca', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,
80,Tue Jan 21 18:00:21 +0000 2020,1219681149548662787,1219681149548662787,Did you purchase a @ValidFill bottle last semester and are looking to reload it? Come visit us in the Food Court to reload your ValidFill bottle and get drinks for the entire winter semester for only $19.99! @Carleton_U @cocacola_ca #validfill #drinks #reload #bottle https://t.co/l8ECN96SvA,False,"[0, 267]","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'validfill', 'indices': [233, 243]}, {'text': 'drinks', 'indices': [244, 251]}, {'text': 'reload', 'indices': [252, 259]}, {'text': 'bottle', 'indices': [260, 267]}]",[],"[{'screen_name': 'ValidFill', 'name': 'ValidFill LLC', 'id': 2927856155, 'id_str': '2927856155', 'indices': [19, 29]}, {'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': 36465468, 'id_str': '36465468', 'indices': [208, 219]}, {'screen_name': 'cocacola_ca', 'name': 'Coca-Cola Canada', 'id': 202862209, 'id_str': '202862209', 'indices': [220, 232]}]",[],en,recent,1465978213,1465978213,CarletonU Dining,CarletonDining,Carleton University,"If you're at Carleton University - we want to feed you!

DiningServices@cunet.carleton.ca",http://t.co/A5YivtGtja,[],False,1233,618,26,Tue May 28 23:54:05 +0000 2013,1371,,,True,False,5040,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/684867790168174596/pP8WDEqX_normal.jpg,https://pbs.twimg.com/profile_images/684867790168174596/pP8WDEqX_normal.jpg,https://pbs.twimg.com/profile_banners/1465978213/1579803015,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'http://t.co/A5YivtGtja', 'expanded_url': 'http://dining.carleton.ca/', 'display_url': 'dining.carleton.ca', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,"[{'id': 1219681129235652608, 'id_str': '1219681129235652608', 'indices': [268, 291], 'media_url': 'http://pbs.twimg.com/media/EO0thl9WoAAr1Co.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EO0thl9WoAAr1Co.jpg', 'url': 'https://t.co/l8ECN96SvA', 'display_url': 'pic.twitter.com/l8ECN96SvA', 'expanded_url': 'https://twitter.com/CarletonDining/status/1219681149548662787/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1365, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}}}]","[{'id': 1219681129235652608, 'id_str': '1219681129235652608', 'indices': [268, 291], 'media_url': 'http://pbs.twimg.com/media/EO0thl9WoAAr1Co.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EO0thl9WoAAr1Co.jpg', 'url': 'https://t.co/l8ECN96SvA', 'display_url': 'pic.twitter.com/l8ECN96SvA', 'expanded_url': 'https://twitter.com/CarletonDining/status/1219681149548662787/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1365, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}}}]"
81,Tue Jan 21 17:52:23 +0000 2020,1219679143618600963,1219679143618600963,@KC0nn0r @AdrianDCChan @Carleton_U You find the best GIFs Kristin!!,False,"[35, 67]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2196480355395584e+18,1219648035539558406,7.029915954828329e+17,702991595482832896,KC0nn0r,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'KC0nn0r', 'name': 'Kristin Connor', 'id': 702991595482832896, 'id_str': '702991595482832896', 'indices': [0, 8]}, {'screen_name': 'AdrianDCChan', 'name': 'Adrian Chan', 'id': 993183984, 'id_str': '993183984', 'indices': [9, 22]}, {'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': 36465468, 'id_str': '36465468', 'indices': [23, 34]}]",[],en,recent,1171800770238386176,1171800770238386176,"Samantha Benton, PhD",sbentonPhD,"Ottawa, Ontario","Mother, wife, placenta scientist",,[],False,54,71,0,Wed Sep 11 15:01:00 +0000 2019,166,,,False,False,46,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1190858603059646464/b53J6ZRx_normal.jpg,https://pbs.twimg.com/profile_images/1190858603059646464/b53J6ZRx_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
