,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
23,Fri Jan 24 09:34:15 +0000 2020,1220640950453710848,1220640950453710848,@Clairew44887472 @uniofbrighton @SHSUnivBrighton @faye_ogilvie Congratulations Claire!! 🤩,False,"[63, 89]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206384184824832e+18,1220638418482483200,8.337119959039427e+17,833711995903942657,Clairew44887472,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Clairew44887472', 'name': 'Claire webb', 'id': 833711995903942657, 'id_str': '833711995903942657', 'indices': [0, 16]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [17, 31]}, {'screen_name': 'SHSUnivBrighton', 'name': 'Health Sciences', 'id': 843899320537702401, 'id_str': '843899320537702401', 'indices': [32, 48]}, {'screen_name': 'faye_ogilvie', 'name': 'Faye Ogilvie', 'id': 903672135582875649, 'id_str': '903672135582875649', 'indices': [49, 62]}]",[],en,recent,1037389452480585728,1037389452480585728,Emma Symes,ec_symes,"South East, England",Associate Director of Nursing @KingsCollegeNHS | MSc student @uniofbrighton | @NN_England Ambassador | England Ladies @stoolball,,[],False,543,908,1,Wed Sep 05 17:18:14 +0000 2018,6740,,,True,False,1446,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1056081332344885248/bd_6WHe9_normal.jpg,https://pbs.twimg.com/profile_images/1056081332344885248/bd_6WHe9_normal.jpg,https://pbs.twimg.com/profile_banners/1037389452480585728/1540722370,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Fri Jan 24 09:20:32 +0000 2020,1220637498587611136,1220637498587611136,"RT @nursing_uob: 🎉 Massive congratulations to UoB Feb 17 cohort on your end of course celebration day! 🎉 You did it, go you! 💪 @BrightonNur…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,7,0,False,False,en,[],[],"[{'screen_name': 'nursing_uob', 'name': 'University of Brighton Nursing Society', 'id': 1083395796731609088, 'id_str': '1083395796731609088', 'indices': [3, 15]}]",[],en,recent,1241497898,1241497898,"Queenwood Library, University of Brighton",QWLibrary,,"Not monitored 24/7.
 Library team supporting Nursing & Midwifery, Health Professions, Sport & Service Management at the University of Brighton Eastbourne campus",,[],False,286,266,8,Mon Mar 04 14:39:07 +0000 2013,258,,,False,False,1235,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3338057326/03e328e2d720f89f3f70cfcd10ed013a_normal.jpeg,https://pbs.twimg.com/profile_images/3338057326/03e328e2d720f89f3f70cfcd10ed013a_normal.jpeg,https://pbs.twimg.com/profile_banners/1241497898/1548323977,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Thu Jan 23 15:52:36 +0000 2020,1.2203737773364265e+18,1220373777336426498,"🎉 Massive congratulations to UoB Feb 17 cohort on your end of course celebration day! 🎉 You did it, go you! 💪 @BrightonNurses @uniofbrighton",False,"[0, 140]",[],[],"[{'screen_name': 'BrightonNurses', 'name': 'Brighton Nurses', 'id': 905736554785763329, 'id_str': '905736554785763329', 'indices': [110, 125]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [126, 140]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.0833957967316091e+18,1083395796731609088,University of Brighton Nursing Society,nursing_uob,,University of Brighton Nursing Society provides students with a supportive network aiming to promote fun engaging events for all future nurses.,https://t.co/tMF4uyCZD7,[],False,386.0,452.0,1.0,Thu Jan 10 16:11:01 +0000 2019,261.0,,,True,False,135.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1083398338593079299/FmFQaPhK_normal.jpg,https://pbs.twimg.com/profile_images/1083398338593079299/FmFQaPhK_normal.jpg,https://pbs.twimg.com/profile_banners/1083395796731609088/1561454298,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,7.0,31.0,False,False,en,"[{'url': 'https://t.co/tMF4uyCZD7', 'expanded_url': 'https://www.brightonsu.com/organisation/societies/nursingsociety/', 'display_url': 'brightonsu.com/organisation/s…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
26,Fri Jan 24 06:41:11 +0000 2020,1220597397564293120,1220597397564293120,@clareweeden @BrightonSSM @uniofbrighton Great piece! ⭐,False,"[41, 55]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220412592700711e+18,1220412592700710912,302558364.0,302558364,clareweeden,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'clareweeden', 'name': 'Clare Weeden', 'id': 302558364, 'id_str': '302558364', 'indices': [0, 12]}, {'screen_name': 'BrightonSSM', 'name': 'SASM at Brighton Uni', 'id': 133250383, 'id_str': '133250383', 'indices': [13, 25]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [26, 40]}]",[],en,recent,15094859,15094859,Abby Barras🌈🏊‍♀️🐠⚓📚🧜‍♂️💕,abbybarras,"Worthing,  UK","Sea swimmer, trans-incl. feminist, PhD student researching trans, n-b participation in everyday sport. Pronouns she/her. Views mine. https://t.co/8bkvmrjlPb",,"[{'url': 'https://t.co/8bkvmrjlPb', 'expanded_url': 'http://abbybarras.com', 'display_url': 'abbybarras.com', 'indices': [133, 156]}]",False,711,558,5,Thu Jun 12 08:49:37 +0000 2008,17100,,,False,False,8074,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1205521210051874816/qU2nA7L-_normal.jpg,https://pbs.twimg.com/profile_images/1205521210051874816/qU2nA7L-_normal.jpg,https://pbs.twimg.com/profile_banners/15094859/1576825047,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Thu Jan 23 16:02:20 +0000 2020,1220376225748856833,1220376225748856833,"RT @nursing_uob: 🎉 Massive congratulations to UoB Feb 17 cohort on your end of course celebration day! 🎉 You did it, go you! 💪 @BrightonNur…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,7,0,False,False,en,[],[],"[{'screen_name': 'nursing_uob', 'name': 'University of Brighton Nursing Society', 'id': 1083395796731609088, 'id_str': '1083395796731609088', 'indices': [3, 15]}]",[],en,recent,1063543475763851266,1063543475763851266,Sam,Nurse__Sam,,StN (Child Field) | PASS Leader | Course Rep | Curator of @brightonnurses & @CYPStNN |Student Ambassador @UoBOutreach and @SHSUnivBrighton |#150leaders,,[],False,477,718,1,Fri Nov 16 21:24:59 +0000 2018,5610,,,False,False,1673,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1199028611912781827/U9DvYtvh_normal.jpg,https://pbs.twimg.com/profile_images/1199028611912781827/U9DvYtvh_normal.jpg,,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,,Thu Jan 23 15:52:36 +0000 2020,1.2203737773364265e+18,1220373777336426498,"🎉 Massive congratulations to UoB Feb 17 cohort on your end of course celebration day! 🎉 You did it, go you! 💪 @BrightonNurses @uniofbrighton",False,"[0, 140]",[],[],"[{'screen_name': 'BrightonNurses', 'name': 'Brighton Nurses', 'id': 905736554785763329, 'id_str': '905736554785763329', 'indices': [110, 125]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [126, 140]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.0833957967316091e+18,1083395796731609088,University of Brighton Nursing Society,nursing_uob,,University of Brighton Nursing Society provides students with a supportive network aiming to promote fun engaging events for all future nurses.,https://t.co/tMF4uyCZD7,[],False,386.0,452.0,1.0,Thu Jan 10 16:11:01 +0000 2019,261.0,,,True,False,135.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1083398338593079299/FmFQaPhK_normal.jpg,https://pbs.twimg.com/profile_images/1083398338593079299/FmFQaPhK_normal.jpg,https://pbs.twimg.com/profile_banners/1083395796731609088/1561454298,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,7.0,31.0,False,False,en,"[{'url': 'https://t.co/tMF4uyCZD7', 'expanded_url': 'https://www.brightonsu.com/organisation/societies/nursingsociety/', 'display_url': 'brightonsu.com/organisation/s…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
38,Thu Jan 23 15:58:15 +0000 2020,1220375196856737794,1220375196856737794,"RT @nursing_uob: 🎉 Massive congratulations to UoB Feb 17 cohort on your end of course celebration day! 🎉 You did it, go you! 💪 @BrightonNur…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,7,0,False,False,en,[],[],"[{'screen_name': 'nursing_uob', 'name': 'University of Brighton Nursing Society', 'id': 1083395796731609088, 'id_str': '1083395796731609088', 'indices': [3, 15]}]",[],en,recent,905736554785763329,905736554785763329,Brighton Nurses,BrightonNurses,"Brighton, England","University of Brighton @BrightonNurses. BSc (Hons) Nursing (Adult, Child and Mental Health) at Uni of Brighton. ‘You are never just a student’ #futurenurses",,[],False,1800,2945,8,Thu Sep 07 10:16:37 +0000 2017,11483,,,False,False,3201,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/905742704507834370/80A4ediQ_normal.jpg,https://pbs.twimg.com/profile_images/905742704507834370/80A4ediQ_normal.jpg,https://pbs.twimg.com/profile_banners/905736554785763329/1504780275,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Thu Jan 23 15:52:36 +0000 2020,1.2203737773364265e+18,1220373777336426498,"🎉 Massive congratulations to UoB Feb 17 cohort on your end of course celebration day! 🎉 You did it, go you! 💪 @BrightonNurses @uniofbrighton",False,"[0, 140]",[],[],"[{'screen_name': 'BrightonNurses', 'name': 'Brighton Nurses', 'id': 905736554785763329, 'id_str': '905736554785763329', 'indices': [110, 125]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [126, 140]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.0833957967316091e+18,1083395796731609088,University of Brighton Nursing Society,nursing_uob,,University of Brighton Nursing Society provides students with a supportive network aiming to promote fun engaging events for all future nurses.,https://t.co/tMF4uyCZD7,[],False,386.0,452.0,1.0,Thu Jan 10 16:11:01 +0000 2019,261.0,,,True,False,135.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1083398338593079299/FmFQaPhK_normal.jpg,https://pbs.twimg.com/profile_images/1083398338593079299/FmFQaPhK_normal.jpg,https://pbs.twimg.com/profile_banners/1083395796731609088/1561454298,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,7.0,31.0,False,False,en,"[{'url': 'https://t.co/tMF4uyCZD7', 'expanded_url': 'https://www.brightonsu.com/organisation/societies/nursingsociety/', 'display_url': 'brightonsu.com/organisation/s…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
39,Thu Jan 23 15:52:36 +0000 2020,1220373777336426498,1220373777336426498,"🎉 Massive congratulations to UoB Feb 17 cohort on your end of course celebration day! 🎉 You did it, go you! 💪 @BrightonNurses @uniofbrighton",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,7,31,False,False,en,[],[],"[{'screen_name': 'BrightonNurses', 'name': 'Brighton Nurses', 'id': 905736554785763329, 'id_str': '905736554785763329', 'indices': [110, 125]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [126, 140]}]",[],en,recent,1083395796731609088,1083395796731609088,University of Brighton Nursing Society,nursing_uob,,University of Brighton Nursing Society provides students with a supportive network aiming to promote fun engaging events for all future nurses.,https://t.co/tMF4uyCZD7,[],False,386,452,1,Thu Jan 10 16:11:01 +0000 2019,261,,,True,False,135,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1083398338593079299/FmFQaPhK_normal.jpg,https://pbs.twimg.com/profile_images/1083398338593079299/FmFQaPhK_normal.jpg,https://pbs.twimg.com/profile_banners/1083395796731609088/1561454298,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/tMF4uyCZD7', 'expanded_url': 'https://www.brightonsu.com/organisation/societies/nursingsociety/', 'display_url': 'brightonsu.com/organisation/s…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Thu Jan 23 15:39:42 +0000 2020,1220370532086046721,1220370532086046721,@AldrichLib @uniofbrighton @BethThomasHanco @johnlynch18 Thank you 🙂 My colleage Beth will bring in today or I am next in on Tues so will pop along then...,False,"[57, 155]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220264614199472e+18,1220264614199472129,1585833997.0,1585833997,AldrichLib,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'AldrichLib', 'name': 'Aldrich Library, University of Brighton', 'id': 1585833997, 'id_str': '1585833997', 'indices': [0, 11]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [12, 26]}, {'screen_name': 'BethThomasHanco', 'name': 'Beth Thomas-Hancock', 'id': 954309666, 'id_str': '954309666', 'indices': [27, 43]}, {'screen_name': 'johnlynch18', 'name': 'john lynch', 'id': 403037748, 'id_str': '403037748', 'indices': [44, 56]}]",[],en,recent,3405708694,3405708694,Kat Saunders,Kat_Saunders_,"Brighton, England","Co-ordinate volunteering/placements & Project Officer Uni-School Mentoring @uniofbrightoncs, UoB LGBT+ Ally, @sportbrighton volunteer & L3 PT in training! 💚",,[],False,151,415,2,Thu Aug 06 13:49:33 +0000 2015,115,,,False,False,222,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1214491438060376065/oOOrVHeP_normal.jpg,https://pbs.twimg.com/profile_images/1214491438060376065/oOOrVHeP_normal.jpg,https://pbs.twimg.com/profile_banners/3405708694/1556628268,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Thu Jan 23 14:30:50 +0000 2020,1220353199913283584,1220353199913283584,"@uniofbrighton Phew! That’s a good reading list to start the year 
@ucl_ish @oxfordgeography @OxfordHeritage @uniofbrighton @HertSci_UK",False,"[15, 135]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203527100646031e+18,1220352710064603136,2195946740.0,2195946740,seahaCDT,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [0, 14]}, {'screen_name': 'UCL_ISH', 'name': 'UCL Institute for Sustainable Heritage', 'id': 487724407, 'id_str': '487724407', 'indices': [67, 75]}, {'screen_name': 'oxfordgeography', 'name': 'School of Geography & Environment, Uni of Oxford', 'id': 1429645530, 'id_str': '1429645530', 'indices': [76, 92]}, {'screen_name': 'oxfordheritage', 'name': 'Masterfield', 'id': 3451959736, 'id_str': '3451959736', 'indices': [93, 108]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [109, 123]}, {'screen_name': 'HertSci_UK', 'name': 'HeritageSci Forum UK', 'id': 443690313, 'id_str': '443690313', 'indices': [124, 135]}]",[],en,recent,2195946740,2195946740,SEAHA,seahaCDT,"London, Oxford, Brighton","@EPSRC Centre for Doctoral Training: Science & Engineering in Arts Heritage & Archaeology (SEAHA), @ucl @UniofOxford @uniofBrighton #heritagescience",http://t.co/Mts7Lpg3WP,[],False,1466,760,30,Fri Nov 15 12:56:26 +0000 2013,1509,,,True,False,4206,,False,False,False,E3E5E6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/897074322065457156/VlbAPm2d_normal.jpg,https://pbs.twimg.com/profile_images/897074322065457156/VlbAPm2d_normal.jpg,https://pbs.twimg.com/profile_banners/2195946740/1539616162,D40000,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,"[{'url': 'http://t.co/Mts7Lpg3WP', 'expanded_url': 'http://www.seaha-cdt.ac.uk/', 'display_url': 'seaha-cdt.ac.uk', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Thu Jan 23 11:37:58 +0000 2020,1220309696457953285,1220309696457953285,Congratulations to our wonderful Y13 A Level student and costume master Rebecca who has just received an offer from @uniofbrighton for Child Nursing. We are SO proud! #talentedstudents #creativestudents #careers,False,"[0, 211]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,8,False,False,en,"[{'text': 'talentedstudents', 'indices': [167, 184]}, {'text': 'creativestudents', 'indices': [185, 202]}, {'text': 'careers', 'indices': [203, 211]}]",[],"[{'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [116, 130]}]",[],en,recent,1036930211768684544,1036930211768684544,Y Pant Drama Department,ypantdramadep,"Pontyclun, Wales",🎭Students and Parents feed for all drama related announcements and activities at Y Pant School 🎭,https://t.co/bUohbX2q8w,[],False,257,454,2,Tue Sep 04 10:53:22 +0000 2018,642,,,True,False,414,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1036932863365718016/Vc-v1Z1H_normal.jpg,https://pbs.twimg.com/profile_images/1036932863365718016/Vc-v1Z1H_normal.jpg,https://pbs.twimg.com/profile_banners/1036930211768684544/1566482868,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/bUohbX2q8w', 'expanded_url': 'http://ypant.co.uk', 'display_url': 'ypant.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75ca7c28fdbeca9a,https://api.twitter.com/1.1/geo/id/75ca7c28fdbeca9a.json,city,Llantrisant,"Llantrisant, Wales",GB,United Kingdom,[],Polygon,"[[[-3.4072603, 51.5181498], [-3.358563, 51.5181498], [-3.358563, 51.5455914], [-3.4072603, 51.5455914]]]",,,,,,,,,,
47,Thu Jan 23 08:55:56 +0000 2020,1220268917148520448,1220268917148520448,Nikki from @UoBOutreach will be @Alexandra_Ark Sixth Form today for a #StudentFinance talk. #BrightonAchieves @uniofbrighton,False,"[0, 124]","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,False,0,2,False,False,en,"[{'text': 'StudentFinance', 'indices': [70, 85]}, {'text': 'BrightonAchieves', 'indices': [92, 109]}]",[],"[{'screen_name': 'UoBOutreach', 'name': 'University of Brighton Outreach', 'id': 3831754457, 'id_str': '3831754457', 'indices': [11, 23]}, {'screen_name': 'Alexandra_Ark', 'name': 'Ark Alexandra Academy', 'id': 830516844, 'id_str': '830516844', 'indices': [32, 46]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [110, 124]}]",[],en,recent,3831754457,3831754457,University of Brighton Outreach,UoBOutreach,"Brighton, Eastbourne, Hastings",Official twitter account of the University of Brighton Outreach & Widening Participation Teams (Compact/Compact Plus),https://t.co/rsRkpklZyi,[],False,682,910,25,Thu Oct 01 08:09:04 +0000 2015,593,,,True,False,959,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1027869555681624064/Kk-2VvNv_normal.jpg,https://pbs.twimg.com/profile_images/1027869555681624064/Kk-2VvNv_normal.jpg,https://pbs.twimg.com/profile_banners/3831754457/1534171219,5ABAA0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/rsRkpklZyi', 'expanded_url': 'http://www.brighton.ac.uk', 'display_url': 'brighton.ac.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Thu Jan 23 08:38:50 +0000 2020,1220264614199472129,1220264614199472129,"@Kat_Saunders_ @uniofbrighton @BethThomasHanco @johnlynch18 Hi, please bring them to the library Help Desk. Thanks",False,"[60, 114]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200071972430684e+18,1220007197243068417,3405708694.0,3405708694,Kat_Saunders_,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Kat_Saunders_', 'name': 'Kat Saunders', 'id': 3405708694, 'id_str': '3405708694', 'indices': [0, 14]}, {'screen_name': 'uniofbrighton', 'name': 'University of Brighton', 'id': 38673476, 'id_str': '38673476', 'indices': [15, 29]}, {'screen_name': 'BethThomasHanco', 'name': 'Beth Thomas-Hancock', 'id': 954309666, 'id_str': '954309666', 'indices': [30, 46]}, {'screen_name': 'johnlynch18', 'name': 'john lynch', 'id': 403037748, 'id_str': '403037748', 'indices': [47, 59]}]",[],en,recent,1585833997,1585833997,"Aldrich Library, University of Brighton",AldrichLib,Brighton,"Aldrich Library supports learning, teaching and research at the University of Brighton Moulsecoomb campus. This account is not monitored 24/7.",https://t.co/A7hZGCgNSO,[],False,673,424,17,Thu Jul 11 13:02:15 +0000 2013,1969,,,False,False,3927,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/900339396934848513/v6lY0pnx_normal.jpg,https://pbs.twimg.com/profile_images/900339396934848513/v6lY0pnx_normal.jpg,https://pbs.twimg.com/profile_banners/1585833997/1567698714,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/A7hZGCgNSO', 'expanded_url': 'http://library.brighton.ac.uk', 'display_url': 'library.brighton.ac.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
