,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
36,Thu Jan 23 18:37:14 +0000 2020,1220415207920545792,1220415207920545792,@GeorgeMasonU should address the issues I raised (I sent an EIGHT PAGE letter!) in a public forum. Students should feel safe openly raising concerns. I do not believe I am the only one whose #TitleIX investigation was routinely mishandled,False,"[0, 238]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204152070480855e+18,1220415207048085511,2571313595.0,2571313595,DivingWSharks,,,,,False,0,1,False,False,en,"[{'text': 'TitleIX', 'indices': [191, 199]}]",[],"[{'screen_name': 'GeorgeMasonU', 'name': 'George Mason University', 'id': 40297689, 'id_str': '40297689', 'indices': [0, 13]}]",[],en,recent,2571313595,2571313595,Chelsea Gray,DivingWSharks,,"Chelsea of House Gray, first of her name, queen of the oceans & fish, cutter of nets 🐟Tá Gaeilge agam ☘️ PhD student of basking sharks 🦈 VP @scbconsmark",https://t.co/7skbkjroz7,[],False,369,1710,5,Fri May 30 00:00:33 +0000 2014,3140,,,True,False,4894,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1162051701488197632/4CorA4zw_normal.jpg,https://pbs.twimg.com/profile_images/1162051701488197632/4CorA4zw_normal.jpg,https://pbs.twimg.com/profile_banners/2571313595/1419222258,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/7skbkjroz7', 'expanded_url': 'https://divingwithsharks.wordpress.com', 'display_url': 'divingwithsharks.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Thu Jan 23 18:37:14 +0000 2020,1220415207048085511,1220415207048085511,@GeorgeMasonU should be deeply ashamed that I had to call my congressional rep and both my state elected officials to get anything done.,False,"[0, 136]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204152060751299e+18,1220415206075129857,2571313595.0,2571313595,DivingWSharks,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'GeorgeMasonU', 'name': 'George Mason University', 'id': 40297689, 'id_str': '40297689', 'indices': [0, 13]}]",[],en,recent,2571313595,2571313595,Chelsea Gray,DivingWSharks,,"Chelsea of House Gray, first of her name, queen of the oceans & fish, cutter of nets 🐟Tá Gaeilge agam ☘️ PhD student of basking sharks 🦈 VP @scbconsmark",https://t.co/7skbkjroz7,[],False,369,1710,5,Fri May 30 00:00:33 +0000 2014,3140,,,True,False,4894,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1162051701488197632/4CorA4zw_normal.jpg,https://pbs.twimg.com/profile_images/1162051701488197632/4CorA4zw_normal.jpg,https://pbs.twimg.com/profile_banners/2571313595/1419222258,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/7skbkjroz7', 'expanded_url': 'https://divingwithsharks.wordpress.com', 'display_url': 'divingwithsharks.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Thu Jan 23 18:37:13 +0000 2020,1220415204237946882,1220415204237946882,"@GeorgeMasonU talks a big game about protecting students, but the only change they made after I sent 2 letters of complaint was to no longer ask for home addresses on the appeals form. This change was made bc they can lose federal funding for #FERPA violations",False,"[0, 260]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204152030971535e+18,1220415203097153536,2571313595.0,2571313595,DivingWSharks,,,,,False,0,1,False,False,en,"[{'text': 'FERPA', 'indices': [243, 249]}]",[],"[{'screen_name': 'GeorgeMasonU', 'name': 'George Mason University', 'id': 40297689, 'id_str': '40297689', 'indices': [0, 13]}]",[],en,recent,2571313595,2571313595,Chelsea Gray,DivingWSharks,,"Chelsea of House Gray, first of her name, queen of the oceans & fish, cutter of nets 🐟Tá Gaeilge agam ☘️ PhD student of basking sharks 🦈 VP @scbconsmark",https://t.co/7skbkjroz7,[],False,369,1710,5,Fri May 30 00:00:33 +0000 2014,3140,,,True,False,4894,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1162051701488197632/4CorA4zw_normal.jpg,https://pbs.twimg.com/profile_images/1162051701488197632/4CorA4zw_normal.jpg,https://pbs.twimg.com/profile_banners/2571313595/1419222258,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/7skbkjroz7', 'expanded_url': 'https://divingwithsharks.wordpress.com', 'display_url': 'divingwithsharks.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Thu Jan 23 18:37:13 +0000 2020,1220415201893404672,1220415201893404672,"Five months ago, I was told the #TitleIX website would have clarifying language added, that let’s students know @GeorgeMasonU can investigate off-campus assaults (I delayed reporting for THREE months bc I was unaware of this). Those changes have still not been made.",False,"[0, 266]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220415200874156e+18,1220415200874156034,2571313595.0,2571313595,DivingWSharks,,,,,False,0,1,False,False,en,"[{'text': 'TitleIX', 'indices': [32, 40]}]",[],"[{'screen_name': 'GeorgeMasonU', 'name': 'George Mason University', 'id': 40297689, 'id_str': '40297689', 'indices': [112, 125]}]",[],en,recent,2571313595,2571313595,Chelsea Gray,DivingWSharks,,"Chelsea of House Gray, first of her name, queen of the oceans & fish, cutter of nets 🐟Tá Gaeilge agam ☘️ PhD student of basking sharks 🦈 VP @scbconsmark",https://t.co/7skbkjroz7,[],False,369,1710,5,Fri May 30 00:00:33 +0000 2014,3140,,,True,False,4894,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1162051701488197632/4CorA4zw_normal.jpg,https://pbs.twimg.com/profile_images/1162051701488197632/4CorA4zw_normal.jpg,https://pbs.twimg.com/profile_banners/2571313595/1419222258,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/7skbkjroz7', 'expanded_url': 'https://divingwithsharks.wordpress.com', 'display_url': 'divingwithsharks.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Thu Jan 23 18:28:21 +0000 2020,1220412971375001609,1220412971375001609,"Hey Mason, what would you want to listen to for Valentine's day? A feel good vibe, or a heart break beat? #wgmu
@GeorgeMasonU #ValentinesDay2020",False,"[0, 144]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,en,"[{'text': 'wgmu', 'indices': [106, 111]}, {'text': 'ValentinesDay2020', 'indices': [126, 144]}]",[],"[{'screen_name': 'GeorgeMasonU', 'name': 'George Mason University', 'id': 40297689, 'id_str': '40297689', 'indices': [112, 125]}]",[],en,recent,17144660,17144660,WGMU,WGMU,"Fairfax, VA","@GeorgeMasonU's student-run radio station broadcasting to you the best music, news & talk. Also on @RadioFlag, @Tunein, iTunes Radio & Channel 2.6 campus cable.",https://t.co/l1BFczzrxL,[],False,2997,480,73,Tue Nov 04 00:28:15 +0000 2008,1862,,,True,False,8526,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1043163403165085696/ZjEF218L_normal.jpg,https://pbs.twimg.com/profile_images/1043163403165085696/ZjEF218L_normal.jpg,https://pbs.twimg.com/profile_banners/17144660/1537544555,0FB00C,FFFFFF,252429,666666,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/l1BFczzrxL', 'expanded_url': 'http://www.wgmuradio.com/', 'display_url': 'wgmuradio.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Thu Jan 23 17:12:30 +0000 2020,1220393884481728515,1220393884481728515,"@csassin71 @AnneHolton @shaunking @GeorgeMasonU @JenniferBoysko @Lopez4VA @DelRozTyler @SenLouiseLucas @VASenate @VaHouse His plan left out nearly 1.8 million dreamers. Millions of undocumented immigrants who have lived and worked in the U.S. for years would not be eligible for legalization &amp; face possible deportation. People with families, jobs and communities in the United States will be affected",False,"[122, 405]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203925690557276e+18,1220392569055727619,864054662.0,864054662,csassin71,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'csassin71', 'name': 'Cory 🇺🇸🇺🇸', 'id': 864054662, 'id_str': '864054662', 'indices': [0, 10]}, {'screen_name': 'AnneHolton', 'name': 'Anne Holton', 'id': 450687950, 'id_str': '450687950', 'indices': [11, 22]}, {'screen_name': 'shaunking', 'name': 'Shaun King', 'id': 755113, 'id_str': '755113', 'indices': [23, 33]}, {'screen_name': 'GeorgeMasonU', 'name': 'George Mason University', 'id': 40297689, 'id_str': '40297689', 'indices': [34, 47]}, {'screen_name': 'JenniferBoysko', 'name': 'Jennifer Boysko', 'id': 912926138, 'id_str': '912926138', 'indices': [48, 63]}, {'screen_name': 'Lopez4VA', 'name': 'Alfonso Lopez', 'id': 297428020, 'id_str': '297428020', 'indices': [64, 73]}, {'screen_name': 'DelRozTyler', 'name': 'Del Roslyn Tyler', 'id': 821819694160236544, 'id_str': '821819694160236544', 'indices': [74, 86]}, {'screen_name': 'SenLouiseLucas', 'name': 'L. Louise Lucas', 'id': 250185710, 'id_str': '250185710', 'indices': [87, 102]}, {'screen_name': 'VASenate', 'name': 'VaSenateofVirginia', 'id': 63812059, 'id_str': '63812059', 'indices': [103, 112]}, {'screen_name': 'VaHouse', 'name': 'VaHouseofDelegates', 'id': 61798379, 'id_str': '61798379', 'indices': [113, 121]}]",[],en,recent,86993515,86993515,ya$$min #FreeJaboukie,yassminziad,NoVa,what i tweet is none of my business • VT alumna • #blm #Bernie2020 🇯🇴 🇱🇧,,[],False,1208,961,5,Mon Nov 02 18:06:28 +0000 2009,51805,,,True,False,10943,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,True,http://pbs.twimg.com/profile_images/1217100647075545095/FLWXK87h_normal.jpg,https://pbs.twimg.com/profile_images/1217100647075545095/FLWXK87h_normal.jpg,https://pbs.twimg.com/profile_banners/86993515/1575559865,F5ABB5,FFFFFF,F6F6F6,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Thu Jan 23 16:45:33 +0000 2020,1220387102363439106,1220387102363439106,"@csassin71 @AnneHolton @shaunking @GeorgeMasonU @JenniferBoysko @Lopez4VA @DelRozTyler @SenLouiseLucas @VASenate @VaHouse and most of them do that? But we need to still carve a path to citizenship for them, specifically dreamers who grew up going to schools here and already know the history.",False,"[122, 292]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203855037212713e+18,1220385503721271296,864054662.0,864054662,csassin71,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'csassin71', 'name': 'Cory 🇺🇸🇺🇸', 'id': 864054662, 'id_str': '864054662', 'indices': [0, 10]}, {'screen_name': 'AnneHolton', 'name': 'Anne Holton', 'id': 450687950, 'id_str': '450687950', 'indices': [11, 22]}, {'screen_name': 'shaunking', 'name': 'Shaun King', 'id': 755113, 'id_str': '755113', 'indices': [23, 33]}, {'screen_name': 'GeorgeMasonU', 'name': 'George Mason University', 'id': 40297689, 'id_str': '40297689', 'indices': [34, 47]}, {'screen_name': 'JenniferBoysko', 'name': 'Jennifer Boysko', 'id': 912926138, 'id_str': '912926138', 'indices': [48, 63]}, {'screen_name': 'Lopez4VA', 'name': 'Alfonso Lopez', 'id': 297428020, 'id_str': '297428020', 'indices': [64, 73]}, {'screen_name': 'DelRozTyler', 'name': 'Del Roslyn Tyler', 'id': 821819694160236544, 'id_str': '821819694160236544', 'indices': [74, 86]}, {'screen_name': 'SenLouiseLucas', 'name': 'L. Louise Lucas', 'id': 250185710, 'id_str': '250185710', 'indices': [87, 102]}, {'screen_name': 'VASenate', 'name': 'VaSenateofVirginia', 'id': 63812059, 'id_str': '63812059', 'indices': [103, 112]}, {'screen_name': 'VaHouse', 'name': 'VaHouseofDelegates', 'id': 61798379, 'id_str': '61798379', 'indices': [113, 121]}]",[],en,recent,86993515,86993515,ya$$min #FreeJaboukie,yassminziad,NoVa,what i tweet is none of my business • VT alumna • #blm #Bernie2020 🇯🇴 🇱🇧,,[],False,1208,961,5,Mon Nov 02 18:06:28 +0000 2009,51805,,,True,False,10943,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,True,http://pbs.twimg.com/profile_images/1217100647075545095/FLWXK87h_normal.jpg,https://pbs.twimg.com/profile_images/1217100647075545095/FLWXK87h_normal.jpg,https://pbs.twimg.com/profile_banners/86993515/1575559865,F5ABB5,FFFFFF,F6F6F6,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Thu Jan 23 16:45:25 +0000 2020,1220387067697487878,1220387067697487878,@jennifernvictor @GeorgeMasonU GET ME IN!!!!!!!!!!!,False,"[31, 51]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202215163627643e+18,1220221516362764288,602721749.0,602721749,jennifernvictor,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'jennifernvictor', 'name': 'Jennifer N. Victor', 'id': 602721749, 'id_str': '602721749', 'indices': [0, 16]}, {'screen_name': 'GeorgeMasonU', 'name': 'George Mason University', 'id': 40297689, 'id_str': '40297689', 'indices': [17, 30]}]",[],en,recent,481790691,481790691,Jean Thoensen 🗳️ 🎓,JeanThoensen,"Virginia, USA","Elections nerd 🗳️, chief election officer, and lifelong college student 🎓 majoring in Public Administration / Government Analytics @ScharSchool @GeorgeMasonU",,[],False,54,135,0,Fri Feb 03 05:33:18 +0000 2012,3572,,,False,False,466,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/1034577933594243073/bgNzfgYG_normal.jpg,https://pbs.twimg.com/profile_images/1034577933594243073/bgNzfgYG_normal.jpg,https://pbs.twimg.com/profile_banners/481790691/1564244411,0099B9,5ED4DC,95E8EC,3C3940,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Thu Jan 23 14:41:42 +0000 2020,1220355933232160770,1220355933232160770,"@csassin71 @AnneHolton @shaunking @GeorgeMasonU @JenniferBoysko @Lopez4VA @DelRozTyler @SenLouiseLucas @VASenate @VaHouse And if a child was brought here when they were young by their parents, we shouldn’t punish them. they deserve to have a clear path to citizenship. Until we provide that then the US is trash.",False,"[122, 312]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203515291625472e+18,1220351529162547201,864054662.0,864054662,csassin71,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'csassin71', 'name': 'Cory 🇺🇸🇺🇸', 'id': 864054662, 'id_str': '864054662', 'indices': [0, 10]}, {'screen_name': 'AnneHolton', 'name': 'Anne Holton', 'id': 450687950, 'id_str': '450687950', 'indices': [11, 22]}, {'screen_name': 'shaunking', 'name': 'Shaun King', 'id': 755113, 'id_str': '755113', 'indices': [23, 33]}, {'screen_name': 'GeorgeMasonU', 'name': 'George Mason University', 'id': 40297689, 'id_str': '40297689', 'indices': [34, 47]}, {'screen_name': 'JenniferBoysko', 'name': 'Jennifer Boysko', 'id': 912926138, 'id_str': '912926138', 'indices': [48, 63]}, {'screen_name': 'Lopez4VA', 'name': 'Alfonso Lopez', 'id': 297428020, 'id_str': '297428020', 'indices': [64, 73]}, {'screen_name': 'DelRozTyler', 'name': 'Del Roslyn Tyler', 'id': 821819694160236544, 'id_str': '821819694160236544', 'indices': [74, 86]}, {'screen_name': 'SenLouiseLucas', 'name': 'L. Louise Lucas', 'id': 250185710, 'id_str': '250185710', 'indices': [87, 102]}, {'screen_name': 'VASenate', 'name': 'VaSenateofVirginia', 'id': 63812059, 'id_str': '63812059', 'indices': [103, 112]}, {'screen_name': 'VaHouse', 'name': 'VaHouseofDelegates', 'id': 61798379, 'id_str': '61798379', 'indices': [113, 121]}]",[],en,recent,86993515,86993515,ya$$min #FreeJaboukie,yassminziad,NoVa,what i tweet is none of my business • VT alumna • #blm #Bernie2020 🇯🇴 🇱🇧,,[],False,1208,961,5,Mon Nov 02 18:06:28 +0000 2009,51805,,,True,False,10943,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,True,http://pbs.twimg.com/profile_images/1217100647075545095/FLWXK87h_normal.jpg,https://pbs.twimg.com/profile_images/1217100647075545095/FLWXK87h_normal.jpg,https://pbs.twimg.com/profile_banners/86993515/1575559865,F5ABB5,FFFFFF,F6F6F6,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Thu Jan 23 14:39:49 +0000 2020,1220355460261449729,1220355460261449729,"@csassin71 @AnneHolton @shaunking @GeorgeMasonU @JenniferBoysko @Lopez4VA @DelRozTyler @SenLouiseLucas @VASenate @VaHouse This country was built by immigrants and for immigrants. So yeah, it should be easy.",False,"[122, 206]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203515291625472e+18,1220351529162547201,864054662.0,864054662,csassin71,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'csassin71', 'name': 'Cory 🇺🇸🇺🇸', 'id': 864054662, 'id_str': '864054662', 'indices': [0, 10]}, {'screen_name': 'AnneHolton', 'name': 'Anne Holton', 'id': 450687950, 'id_str': '450687950', 'indices': [11, 22]}, {'screen_name': 'shaunking', 'name': 'Shaun King', 'id': 755113, 'id_str': '755113', 'indices': [23, 33]}, {'screen_name': 'GeorgeMasonU', 'name': 'George Mason University', 'id': 40297689, 'id_str': '40297689', 'indices': [34, 47]}, {'screen_name': 'JenniferBoysko', 'name': 'Jennifer Boysko', 'id': 912926138, 'id_str': '912926138', 'indices': [48, 63]}, {'screen_name': 'Lopez4VA', 'name': 'Alfonso Lopez', 'id': 297428020, 'id_str': '297428020', 'indices': [64, 73]}, {'screen_name': 'DelRozTyler', 'name': 'Del Roslyn Tyler', 'id': 821819694160236544, 'id_str': '821819694160236544', 'indices': [74, 86]}, {'screen_name': 'SenLouiseLucas', 'name': 'L. Louise Lucas', 'id': 250185710, 'id_str': '250185710', 'indices': [87, 102]}, {'screen_name': 'VASenate', 'name': 'VaSenateofVirginia', 'id': 63812059, 'id_str': '63812059', 'indices': [103, 112]}, {'screen_name': 'VaHouse', 'name': 'VaHouseofDelegates', 'id': 61798379, 'id_str': '61798379', 'indices': [113, 121]}]",[],en,recent,86993515,86993515,ya$$min #FreeJaboukie,yassminziad,NoVa,what i tweet is none of my business • VT alumna • #blm #Bernie2020 🇯🇴 🇱🇧,,[],False,1208,961,5,Mon Nov 02 18:06:28 +0000 2009,51805,,,True,False,10943,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,True,http://pbs.twimg.com/profile_images/1217100647075545095/FLWXK87h_normal.jpg,https://pbs.twimg.com/profile_images/1217100647075545095/FLWXK87h_normal.jpg,https://pbs.twimg.com/profile_banners/86993515/1575559865,F5ABB5,FFFFFF,F6F6F6,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Thu Jan 23 13:46:08 +0000 2020,1220341951674929154,1220341951674929154,"@csassin71 @AnneHolton @shaunking @GeorgeMasonU @JenniferBoysko @Lopez4VA @DelRozTyler @SenLouiseLucas @VASenate @VaHouse Because not only is the process horrible and difficult, it takes years. They pay taxes. They are HUMAN beings above all else. They deserve it.",False,"[122, 264]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2198294190171955e+18,1219829419017195520,864054662.0,864054662,csassin71,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'csassin71', 'name': 'Cory 🇺🇸🇺🇸', 'id': 864054662, 'id_str': '864054662', 'indices': [0, 10]}, {'screen_name': 'AnneHolton', 'name': 'Anne Holton', 'id': 450687950, 'id_str': '450687950', 'indices': [11, 22]}, {'screen_name': 'shaunking', 'name': 'Shaun King', 'id': 755113, 'id_str': '755113', 'indices': [23, 33]}, {'screen_name': 'GeorgeMasonU', 'name': 'George Mason University', 'id': 40297689, 'id_str': '40297689', 'indices': [34, 47]}, {'screen_name': 'JenniferBoysko', 'name': 'Jennifer Boysko', 'id': 912926138, 'id_str': '912926138', 'indices': [48, 63]}, {'screen_name': 'Lopez4VA', 'name': 'Alfonso Lopez', 'id': 297428020, 'id_str': '297428020', 'indices': [64, 73]}, {'screen_name': 'DelRozTyler', 'name': 'Del Roslyn Tyler', 'id': 821819694160236544, 'id_str': '821819694160236544', 'indices': [74, 86]}, {'screen_name': 'SenLouiseLucas', 'name': 'L. Louise Lucas', 'id': 250185710, 'id_str': '250185710', 'indices': [87, 102]}, {'screen_name': 'VASenate', 'name': 'VaSenateofVirginia', 'id': 63812059, 'id_str': '63812059', 'indices': [103, 112]}, {'screen_name': 'VaHouse', 'name': 'VaHouseofDelegates', 'id': 61798379, 'id_str': '61798379', 'indices': [113, 121]}]",[],en,recent,86993515,86993515,ya$$min #FreeJaboukie,yassminziad,NoVa,what i tweet is none of my business • VT alumna • #blm #Bernie2020 🇯🇴 🇱🇧,,[],False,1208,961,5,Mon Nov 02 18:06:28 +0000 2009,51805,,,True,False,10943,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,True,http://pbs.twimg.com/profile_images/1217100647075545095/FLWXK87h_normal.jpg,https://pbs.twimg.com/profile_images/1217100647075545095/FLWXK87h_normal.jpg,https://pbs.twimg.com/profile_banners/86993515/1575559865,F5ABB5,FFFFFF,F6F6F6,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
