,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls
11,Sat Jan 25 16:34:48 +0000 2020,1221109171153788929,1221109171153788929,@floridastate This is dry af. Just keep it at this point,False,"[14, 56]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2182781212265021e+18,1218278121226502144,154533838.0,154533838,floridastate,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [0, 13]}]",[],en,recent,379568146,379568146,The Real Her™,_cocochantel,"Montego bay, Jamaica",God Fearing Florida State University Alumna KEMADE|iOo-oop,,[],False,671,639,0,Sun Sep 25 05:34:20 +0000 2011,1359,,,True,False,15210,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1167771451627364354/yveeZKmE_normal.jpg,https://pbs.twimg.com/profile_images/1167771451627364354/yveeZKmE_normal.jpg,https://pbs.twimg.com/profile_banners/379568146/1464905206,0084B4,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sat Jan 25 14:58:16 +0000 2020,1221084879649153026,1221084879649153026,@pwkski @GATE_Stores @FLStateParks @FSUHoops @floridastate @Seminoles Enjoy! We are headed to the @GatorsMBK game tonight as well!,False,"[70, 130]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221076989139923e+18,1221076989139922944,284057973.0,284057973,pwkski,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'pwkski', 'name': 'Patrick Krechowski', 'id': 284057973, 'id_str': '284057973', 'indices': [0, 7]}, {'screen_name': 'GATE_Stores', 'name': 'GATE Stores', 'id': 100582748, 'id_str': '100582748', 'indices': [8, 20]}, {'screen_name': 'FLStateParks', 'name': 'Florida State Parks', 'id': 59012899, 'id_str': '59012899', 'indices': [21, 34]}, {'screen_name': 'FSUHoops', 'name': 'FSU Hoops', 'id': 21407694, 'id_str': '21407694', 'indices': [35, 44]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [45, 58]}, {'screen_name': 'Seminoles', 'name': 'FSU Seminoles', 'id': 19273542, 'id_str': '19273542', 'indices': [59, 69]}, {'screen_name': 'GatorsMBK', 'name': 'Florida Gators Men’s Basketball', 'id': 39550144, 'id_str': '39550144', 'indices': [98, 108]}]",[],en,recent,2467947828,2467947828,Sunil Joshi M.D.,famallergyjax,,"President, Duval County Medical Society Foundation; President Family Allergy Asthma Consultants; University of Florida Alumni Association Board 🐊 🐊",https://t.co/w0slDjzuQw,[],False,495,899,25,Mon Apr 28 15:58:41 +0000 2014,9329,,,True,False,2294,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/719861166499958784/HfNWbRQv_normal.jpg,https://pbs.twimg.com/profile_images/719861166499958784/HfNWbRQv_normal.jpg,https://pbs.twimg.com/profile_banners/2467947828/1460172356,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/w0slDjzuQw', 'expanded_url': 'http://jaxallergists.com', 'display_url': 'jaxallergists.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sat Jan 25 05:13:04 +0000 2020,1220937610568380417,1220937610568380417,@Pboyz4 @Seminoles @floridastate Fantastic job 👏🏼,False,"[33, 49]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206962935735624e+18,1220696293573562370,606407527.0,606407527,Pboyz4,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'Pboyz4', 'name': 'KP✍🏽😏 Father of a Princess👑', 'id': 606407527, 'id_str': '606407527', 'indices': [0, 7]}, {'screen_name': 'Seminoles', 'name': 'FSU Seminoles', 'id': 19273542, 'id_str': '19273542', 'indices': [8, 18]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [19, 32]}]",[],en,recent,1066401135928451077,1066401135928451077,Garnet & Gold ❤️💛,SeminoleJGA,"Georgia, USA","“Discipline to me is sacrifice; it's willingness to give up something you want to do, so you can better yourself.” Bobby Bowden",,[],False,673,927,8,Sat Nov 24 18:40:18 +0000 2018,30079,,,True,False,8918,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1208416515101462528/NVMg_p39_normal.jpg,https://pbs.twimg.com/profile_images/1208416515101462528/NVMg_p39_normal.jpg,https://pbs.twimg.com/profile_banners/1066401135928451077/1576216126,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Sat Jan 25 04:40:34 +0000 2020,1220929430635405312,1220929430635405312,@SophiaRahming1 @floridastate Sophia!!! Aww thank you for sharing this with me!,False,"[30, 79]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220927773050581e+18,1220927773050580993,2310977114.0,2310977114,SophiaRahming1,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'SophiaRahming1', 'name': 'Dr. Barefoot Scholar', 'id': 2310977114, 'id_str': '2310977114', 'indices': [0, 15]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [16, 29]}]",[],en,recent,22732472,22732472,"Cameron Beatty, PhD",CameronCarl,"Tallahassee, FL","(he, him, his) FSU Higher Ed Faculty. IU alum. Iowa State alum #hoosiers #cyclones Co-host “Scholar Tea” podcast w/ Dr. Shawna Patterson-Stephens",https://t.co/g2hRlfWHuX,[],False,1496,1515,27,Wed Mar 04 04:19:36 +0000 2009,7649,,,True,False,8701,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1185038586112024577/OnqOtqjj_normal.jpg,https://pbs.twimg.com/profile_images/1185038586112024577/OnqOtqjj_normal.jpg,https://pbs.twimg.com/profile_banners/22732472/1571370339,2FC2EF,FFFFFF,242829,666666,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/g2hRlfWHuX', 'expanded_url': 'https://www.drcameronbeatty.com', 'display_url': 'drcameronbeatty.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecbe2aea853af44e,https://api.twitter.com/1.1/geo/id/ecbe2aea853af44e.json,city,Tallahassee,"Tallahassee, FL",US,United States,[],Polygon,"[[[-84.386548, 30.365093], [-84.1458, 30.365093], [-84.1458, 30.587338], [-84.386548, 30.587338]]]",
33,Fri Jan 24 23:15:28 +0000 2020,1220847615178420228,1220847615178420228,RT @EHinesPhD: Happy Birthday to my alma mater and my favorite place to work @floridastate!,False,"[0, 91]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'EHinesPhD', 'name': 'Erik M. Hines', 'id': 245099751, 'id_str': '245099751', 'indices': [3, 13]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [77, 90]}]",[],en,recent,22732472,22732472,"Cameron Beatty, PhD",CameronCarl,"Tallahassee, FL","(he, him, his) FSU Higher Ed Faculty. IU alum. Iowa State alum #hoosiers #cyclones Co-host “Scholar Tea” podcast w/ Dr. Shawna Patterson-Stephens",https://t.co/g2hRlfWHuX,[],False,1496,1515,27,Wed Mar 04 04:19:36 +0000 2009,7649,,,True,False,8701,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1185038586112024577/OnqOtqjj_normal.jpg,https://pbs.twimg.com/profile_images/1185038586112024577/OnqOtqjj_normal.jpg,https://pbs.twimg.com/profile_banners/22732472/1571370339,2FC2EF,FFFFFF,242829,666666,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/g2hRlfWHuX', 'expanded_url': 'https://www.drcameronbeatty.com', 'display_url': 'drcameronbeatty.com', 'indices': [0, 23]}]",Fri Jan 24 22:52:15 +0000 2020,1.220841772705833e+18,1220841772705832961,Happy Birthday to my alma mater and my favorite place to work @floridastate!,False,"[0, 76]",[],[],"[{'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [62, 75]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,245099751.0,245099751,Erik M. Hines,EHinesPhD,,"Entrepreneur|School Counselor Educator @floridastate in @fsueducation|Research Agenda: Academic, College, and Career Outcomes for African American Males",,[],False,1635.0,1497.0,129.0,Sun Jan 30 21:52:33 +0000 2011,12031.0,,,True,False,32670.0,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1103345825692991489/VU-f-xad_normal.jpg,https://pbs.twimg.com/profile_images/1103345825692991489/VU-f-xad_normal.jpg,https://pbs.twimg.com/profile_banners/245099751/1564525837,93A644,EEEEEE,FFFFFF,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,6.0,False,False,en,,,,,,,,,,,
34,Fri Jan 24 22:52:15 +0000 2020,1220841772705832961,1220841772705832961,Happy Birthday to my alma mater and my favorite place to work @floridastate!,False,"[0, 76]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,6,False,False,en,[],[],"[{'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [62, 75]}]",[],en,recent,245099751,245099751,Erik M. Hines,EHinesPhD,,"Entrepreneur|School Counselor Educator @floridastate in @fsueducation|Research Agenda: Academic, College, and Career Outcomes for African American Males",,[],False,1635,1497,129,Sun Jan 30 21:52:33 +0000 2011,12031,,,True,False,32670,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1103345825692991489/VU-f-xad_normal.jpg,https://pbs.twimg.com/profile_images/1103345825692991489/VU-f-xad_normal.jpg,https://pbs.twimg.com/profile_banners/245099751/1564525837,93A644,EEEEEE,FFFFFF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Fri Jan 24 21:58:34 +0000 2020,1220828264341569537,1220828264341569537,RT @spirithunterfsu: Happy Birthday @floridastate! We wouldn’t want to spread spirit for any other school! We are Lady Spirithunters becaus…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,5,0,False,False,en,[],[],"[{'screen_name': 'spirithunterfsu', 'name': 'Lady Spirithunters', 'id': 789666542, 'id_str': '789666542', 'indices': [3, 19]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [36, 49]}]",[],en,recent,194385932,194385932,Cayla Powell,caylaelise,FL,"I'm a FSU alumna with the best family, great friends, & an amazing husband, Brian. I'm just living & loving life! Go #Noles!",,[],False,293,439,4,Fri Sep 24 00:32:26 +0000 2010,18097,,,False,False,15398,,False,False,False,B08F46,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/3034115393/8d93cbdf6e81b2dc0dff61d0cff18525_normal.jpeg,https://pbs.twimg.com/profile_images/3034115393/8d93cbdf6e81b2dc0dff61d0cff18525_normal.jpeg,https://pbs.twimg.com/profile_banners/194385932/1348102162,8F2817,EBE2BB,BD994C,0D291E,True,True,False,False,False,False,False,none,,Fri Jan 24 14:28:18 +0000 2020,1.2207149504124232e+18,1220714950412423171,"Happy Birthday @floridastate! We wouldn’t want to spread spirit for any other school! We are Lady Spirithunters because of you, and forever we will be thankful!",False,"[0, 160]",[],[],"[{'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [15, 28]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,789666542.0,789666542,Lady Spirithunters,spirithunterfsu,Florida State University,Spreading Seminole spirit at Florida State University one warstripe at a time.,https://t.co/HwNKqYnZ7t,[],False,392.0,112.0,4.0,Wed Aug 29 16:20:05 +0000 2012,183.0,,,True,False,305.0,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/2556237753/vio7cy4yvmqu734h99br_normal.jpeg,https://pbs.twimg.com/profile_images/2556237753/vio7cy4yvmqu734h99br_normal.jpeg,https://pbs.twimg.com/profile_banners/789666542/1574797407,990000,DFDFDF,F3F3F3,333333,True,False,False,False,False,False,False,none,,,,,False,5.0,26.0,False,False,en,,,,,,,,,,,"[{'url': 'https://t.co/HwNKqYnZ7t', 'expanded_url': 'https://ladyspirithunter.wixsite.com/ladyspirithunters', 'display_url': 'ladyspirithunter.wixsite.com/ladyspirithunt…', 'indices': [0, 23]}]"
39,Fri Jan 24 21:49:34 +0000 2020,1220826000042463232,1220826000042463232,@Comeback_Kev @floridastate @floridastateITS Send “STOP ALL’,False,"[45, 60]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208067920008233e+18,1220806792000823300,1681561718.0,1681561718,Comeback_Kev,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Comeback_Kev', 'name': 'KevHuncho⚡️', 'id': 1681561718, 'id_str': '1681561718', 'indices': [0, 13]}, {'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [14, 27]}, {'screen_name': 'floridastateITS', 'name': 'FSU ITS', 'id': 1269705654, 'id_str': '1269705654', 'indices': [28, 44]}]",[],en,recent,280799074,280799074,jas👸🏽,LOVE_JasmineXO,,@_OnlyyBri ❤️ | ATL🍑| FSU Alumna 💛🍢❤️,https://t.co/kHNaq6t8gM,[],False,1269,544,1,Tue Apr 12 01:45:18 +0000 2011,6285,,,True,False,35219,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1152566668092170242/XpjqT2Jd_normal.jpg,https://pbs.twimg.com/profile_images/1152566668092170242/XpjqT2Jd_normal.jpg,https://pbs.twimg.com/profile_banners/280799074/1552364198,0084B4,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/kHNaq6t8gM', 'expanded_url': 'https://www.youtube.com/watch?v=IHfjwPST-kw', 'display_url': 'youtube.com/watch?v=IHfjwP…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Fri Jan 24 20:33:15 +0000 2020,1220806792000823300,1220806792000823300,How do I unsubscribe from receiving FSU Alerts @floridastate @floridastateITS,False,"[0, 77]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [47, 60]}, {'screen_name': 'floridastateITS', 'name': 'FSU ITS', 'id': 1269705654, 'id_str': '1269705654', 'indices': [61, 77]}]",[],en,recent,1681561718,1681561718,KevHuncho⚡️,Comeback_Kev,"Polk County, FL","Struggle made me King🤴🏾 | Polk County, FL🌴 Florida State University Alumnus|🇭🇹|♑️|",,[],False,807,586,2,Sun Aug 18 20:23:11 +0000 2013,6252,,,True,False,10295,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1220837236452790274/CIPjUBdD_normal.jpg,https://pbs.twimg.com/profile_images/1220837236452790274/CIPjUBdD_normal.jpg,https://pbs.twimg.com/profile_banners/1681561718/1555279851,000000,FFFFFF,C0DFEC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Fri Jan 24 18:54:49 +0000 2020,1220782019715764225,1220782019715764225,@floridastate Happy Birthday and many many more! So grateful to be a part of this great university.,False,"[0, 99]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,154533838.0,154533838,floridastate,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'floridastate', 'name': 'Florida State University', 'id': 154533838, 'id_str': '154533838', 'indices': [0, 13]}]",[],en,recent,528898789,528898789,Shaundra LadyLIB,SLadyLIB,"Tallahassee, FL",I'm a Circulation Sup & bibliophile. Romance selector for FSU LIB's Pop Lit section. All-around nerdstress :) My opinions are my own. FAMU 🐍Alum/ZETA FA97.,https://t.co/ag6940nuhV,[],False,341,751,17,Sun Mar 18 22:26:06 +0000 2012,3527,,,True,False,1204,,False,False,False,8B542B,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,False,http://pbs.twimg.com/profile_images/656925991667965952/lkJBjTej_normal.jpg,https://pbs.twimg.com/profile_images/656925991667965952/lkJBjTej_normal.jpg,https://pbs.twimg.com/profile_banners/528898789/1532885341,1B95E0,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/ag6940nuhV', 'expanded_url': 'https://azaleabelle.wordpress.com/', 'display_url': 'azaleabelle.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
