,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
99,Mon Jan 20 20:41:57 +0000 2020,1219359432179625985,1219359432179625985,@lexlanham @UofNH Emoji law?!? Can you DM me some resources about it? Please 😀,False,"[18, 78]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193136221255516e+18,1219313622125551617,22581994.0,22581994,lexlanham,,,,,False,0,6,False,False,en,[],[],"[{'screen_name': 'lexlanham', 'name': 'alexandra j. roberts', 'id': 22581994, 'id_str': '22581994', 'indices': [0, 10]}, {'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [11, 17]}]",[],en,recent,896814166677344257,896814166677344257,In re Gray 👩🏻‍💻,inreGray,"Tennessee, USA",I do the legal. Law student. Aussie. Nashville. HBCU alumni. RT ≠ endorsement. #lawtwitter #legaltech,https://t.co/sO4IPtN7Cl,[],False,1407,3433,7,Sun Aug 13 19:22:14 +0000 2017,13950,,,True,False,7591,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1187373987329925120/Tbl7fyQn_normal.jpg,https://pbs.twimg.com/profile_images/1187373987329925120/Tbl7fyQn_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/sO4IPtN7Cl', 'expanded_url': 'https://www.halt.org/what-to-expect-when-meeting-with-a-lawyer/', 'display_url': 'halt.org/what-to-expect…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/896814166677344257/1574797389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Mon Jan 20 20:16:16 +0000 2020,1219352966559301633,1219352966559301633,@BeautyMarks @UofNH this is my approximate oy vey 🙈😩,False,"[20, 52]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219352444741673e+18,1219352444741672960,16367704.0,16367704,BeautyMarks,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'BeautyMarks', 'name': 'Jessica Stone Levy', 'id': 16367704, 'id_str': '16367704', 'indices': [0, 12]}, {'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [13, 19]}]",[],en,recent,22581994,22581994,alexandra j. roberts,lexlanham,boston & nh,"law professor teaching & writing about trademarks, entertainment law, false advertising, influencers, & pop culture law at @unhlaw & @uofnh. she/her.",https://t.co/rQJzOFCU6Y,[],False,7256,3808,206,Tue Mar 03 04:05:16 +0000 2009,36474,,,True,False,23313,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/727475343787982848/YUP4lXDc_normal.jpg,https://pbs.twimg.com/profile_images/727475343787982848/YUP4lXDc_normal.jpg,981CEB,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/rQJzOFCU6Y', 'expanded_url': 'https://law.unh.edu/person/alexandra-j-roberts', 'display_url': 'law.unh.edu/person/alexand…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/22581994/1398828123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Mon Jan 20 19:11:58 +0000 2020,1219336783743184896,1219336783743184896,"@lexlanham @UofNH And the sting is “wait, WHAT — omg are you f-ing kidding me — I’m so tired”",False,"[18, 93]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193362999889592e+18,1219336299988959232,279278354.0,279278354,h2pi,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'lexlanham', 'name': 'alexandra j. roberts', 'id': 22581994, 'id_str': '22581994', 'indices': [0, 10]}, {'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [11, 17]}]",[],en,recent,279278354,279278354,Heather M. Patterson,h2pi,"Oakland, CA","Sr. Researcher of Privacy, Ethics, & Human Rights @Intel; Vice-Chair #Oakland Privacy Advisory Commission; A.Board @securejustice; Alum @ILI_NYU @BerkeleyLaw",https://t.co/aBcEEOZG6Z,[],False,926,2521,63,Fri Apr 08 23:33:04 +0000 2011,9144,,,False,False,3476,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1218017370834231297/I3wOxzXz_normal.jpg,https://pbs.twimg.com/profile_images/1218017370834231297/I3wOxzXz_normal.jpg,0084B4,A8C7F7,C0DFEC,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/aBcEEOZG6Z', 'expanded_url': 'http://www.heatherpatterson.org/', 'display_url': 'heatherpatterson.org', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/279278354/1542408077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Mon Jan 20 19:10:02 +0000 2020,1219336299988959232,1219336299988959232,@lexlanham @UofNH 🤔🙄🤦‍♀️ because the last three years,False,"[18, 53]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193136221255516e+18,1219313622125551617,22581994.0,22581994,lexlanham,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'lexlanham', 'name': 'alexandra j. roberts', 'id': 22581994, 'id_str': '22581994', 'indices': [0, 10]}, {'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [11, 17]}]",[],en,recent,279278354,279278354,Heather M. Patterson,h2pi,"Oakland, CA","Sr. Researcher of Privacy, Ethics, & Human Rights @Intel; Vice-Chair #Oakland Privacy Advisory Commission; A.Board @securejustice; Alum @ILI_NYU @BerkeleyLaw",https://t.co/aBcEEOZG6Z,[],False,926,2521,63,Fri Apr 08 23:33:04 +0000 2011,9144,,,False,False,3476,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1218017370834231297/I3wOxzXz_normal.jpg,https://pbs.twimg.com/profile_images/1218017370834231297/I3wOxzXz_normal.jpg,0084B4,A8C7F7,C0DFEC,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/aBcEEOZG6Z', 'expanded_url': 'http://www.heatherpatterson.org/', 'display_url': 'heatherpatterson.org', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/279278354/1542408077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Mon Jan 20 18:34:30 +0000 2020,1219327358076846080,1219327358076846080,"@lexlanham @UofNH I have been told that I use 🤠 a bit too much... To me, it implies that something (ie anything) is random - much in the way that an emoji wearing a cowboy hat is pretty random too",False,"[18, 196]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2193136221255516e+18,1219313622125551617,22581994.0,22581994,lexlanham,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'lexlanham', 'name': 'alexandra j. roberts', 'id': 22581994, 'id_str': '22581994', 'indices': [0, 10]}, {'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [11, 17]}]",[],en,recent,1154308976919683073,1154308976919683073,Jozefien Vanherpe,jozefienfvh,Belgium,"PhD researcher at CCM and @CiTiP_KULeuven
 - part IP nerd 🤓, part musician 🎻",,[],False,135,298,0,Thu Jul 25 08:34:40 +0000 2019,278,,,False,False,85,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1188125286715535360/l8p9b_Yi_normal.jpg,https://pbs.twimg.com/profile_images/1188125286715535360/l8p9b_Yi_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1154308976919683073/1572106341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Mon Jan 20 18:20:52 +0000 2020,1219323924980342786,1219323924980342786,@lexlanham @UofNH I like using the 🥴 emoji when folks around me are being messy,False,"[18, 79]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2193136221255516e+18,1219313622125551617,22581994.0,22581994,lexlanham,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'lexlanham', 'name': 'alexandra j. roberts', 'id': 22581994, 'id_str': '22581994', 'indices': [0, 10]}, {'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [11, 17]}]",[],en,recent,930479718,930479718,Reakash Walters,Reakash,Unceded Algonquin Territory,Into fair treatment of workers & eradicating human cages. Law student. Seen in @Afropunk @Broadbent @EdmontonJournal & others | Co-Host @AppointedPod,,[],False,3835,2294,57,Tue Nov 06 20:29:38 +0000 2012,11547,,,True,False,4830,,False,False,False,131516,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,False,http://pbs.twimg.com/profile_images/1095899580095434752/oG34V7hG_normal.jpg,https://pbs.twimg.com/profile_images/1095899580095434752/oG34V7hG_normal.jpg,009999,D9B17E,EADEAA,333333,True,False,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/930479718/1525898152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Mon Jan 20 18:18:05 +0000 2020,1219323226381332481,1219323226381332481,"@lexlanham @UofNH 😂 (whether happy, sad, furious, fed up, it just works)",False,"[18, 72]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193136221255516e+18,1219313622125551617,22581994.0,22581994,lexlanham,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'lexlanham', 'name': 'alexandra j. roberts', 'id': 22581994, 'id_str': '22581994', 'indices': [0, 10]}, {'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [11, 17]}]",[],en,recent,362108466,362108466,Cory Greenleaf,CoryGreenleaf,"New Hampshire, USA","UNH Law Student ⚖️ | UNE, SJC Alum",https://t.co/Ev7e9CD54P,[],False,286,219,0,Thu Aug 25 21:28:31 +0000 2011,4717,,,True,False,3742,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1148039827037859841/3hlZczy__normal.jpg,https://pbs.twimg.com/profile_images/1148039827037859841/3hlZczy__normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/Ev7e9CD54P', 'expanded_url': 'http://linkedin.com/in/corygreenleaf', 'display_url': 'linkedin.com/in/corygreenle…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/362108466/1550673031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b179e1b1fdd80d0,https://api.twitter.com/1.1/geo/id/7b179e1b1fdd80d0.json,city,Concord,"Concord, NH",US,United States,[],Polygon,"[[[-71.622585, 43.159703], [-71.462538, 43.159703], [-71.462538, 43.295436], [-71.622585, 43.295436]]]"
133,Mon Jan 20 17:42:29 +0000 2020,1219314264441348096,1219314264441348096,@HBWHBWHBW @UofNH hahaha. the one i call cringe? 😬 why is it your fav?,False,"[18, 70]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2193140223082045e+18,1219314022308204544,703784809.0,703784809,HBWHBWHBW,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'HBWHBWHBW', 'name': 'Hannah Bloch-Wehba', 'id': 703784809, 'id_str': '703784809', 'indices': [0, 10]}, {'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [11, 17]}]",[],en,recent,22581994,22581994,alexandra j. roberts,lexlanham,boston & nh,"law professor teaching & writing about trademarks, entertainment law, false advertising, influencers, & pop culture law at @unhlaw & @uofnh. she/her.",https://t.co/rQJzOFCU6Y,[],False,7256,3808,206,Tue Mar 03 04:05:16 +0000 2009,36474,,,True,False,23313,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/727475343787982848/YUP4lXDc_normal.jpg,https://pbs.twimg.com/profile_images/727475343787982848/YUP4lXDc_normal.jpg,981CEB,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/rQJzOFCU6Y', 'expanded_url': 'https://law.unh.edu/person/alexandra-j-roberts', 'display_url': 'law.unh.edu/person/alexand…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/22581994/1398828123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Mon Jan 20 17:39:55 +0000 2020,1219313622125551617,1219313622125551617,teaching emoji law tomorrow at @uofnh 😍 what's your favorite or your most-used emoji &amp; why? what do you call that emoji?,False,"[0, 124]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,10,119,False,False,en,[],[],"[{'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [31, 37]}]",[],en,recent,22581994,22581994,alexandra j. roberts,lexlanham,boston & nh,"law professor teaching & writing about trademarks, entertainment law, false advertising, influencers, & pop culture law at @unhlaw & @uofnh. she/her.",https://t.co/rQJzOFCU6Y,[],False,7256,3808,206,Tue Mar 03 04:05:16 +0000 2009,36474,,,True,False,23313,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/727475343787982848/YUP4lXDc_normal.jpg,https://pbs.twimg.com/profile_images/727475343787982848/YUP4lXDc_normal.jpg,981CEB,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/rQJzOFCU6Y', 'expanded_url': 'https://law.unh.edu/person/alexandra-j-roberts', 'display_url': 'law.unh.edu/person/alexand…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/22581994/1398828123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Sun Jan 19 15:18:38 +0000 2020,1218915675558875136,1218915675558875136,RT @UNHPoliceChief: Welcome back @UNHreshalls resident assistants and @UNHHousing community assistants! Outstanding @UNHStudents leaders an…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'UNHPoliceChief', 'name': 'Chief Paul Dean', 'id': 823385006, 'id_str': '823385006', 'indices': [3, 18]}, {'screen_name': 'UNHreshalls', 'name': 'UNH Residential Life', 'id': 1534441470, 'id_str': '1534441470', 'indices': [33, 45]}, {'screen_name': 'UNHHousing', 'name': 'UNH Housing Office', 'id': 108985248, 'id_str': '108985248', 'indices': [70, 81]}, {'screen_name': 'UNHStudents', 'name': 'UNH Students', 'id': 903881660, 'id_str': '903881660', 'indices': [116, 128]}]",[],en,recent,374579490,374579490,UNH Police,UNH_Police,"Durham, NH",The official twitter page for the University of New Hampshire Police Department. This account is not monitored 24/7: https://t.co/qOdco1FEc2,https://t.co/03qoQfmDT4,"[{'url': 'https://t.co/qOdco1FEc2', 'expanded_url': 'http://www.facebook.com/unhpolice', 'display_url': 'facebook.com/unhpolice', 'indices': [117, 140]}]",False,4603,909,122,Fri Sep 16 15:22:40 +0000 2011,1162,,,True,True,2992,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1027542015456759809/K_-GspJv_normal.jpg,https://pbs.twimg.com/profile_images/1027542015456759809/K_-GspJv_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,regular,"[{'url': 'https://t.co/03qoQfmDT4', 'expanded_url': 'http://www.unh.edu/upd', 'display_url': 'unh.edu/upd', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/374579490/1533820122,Sun Jan 19 11:28:16 +0000 2020,1.2188577037386752e+18,1218857703738675200,Welcome back @UNHreshalls resident assistants and @UNHHousing community assistants! Outstanding @UNHStudents leaders and campus public safety partners. You make a difference @UofNH,False,"[0, 180]",[],[],"[{'screen_name': 'UNHreshalls', 'name': 'UNH Residential Life', 'id': 1534441470, 'id_str': '1534441470', 'indices': [13, 25]}, {'screen_name': 'UNHHousing', 'name': 'UNH Housing Office', 'id': 108985248, 'id_str': '108985248', 'indices': [50, 61]}, {'screen_name': 'UNHStudents', 'name': 'UNH Students', 'id': 903881660, 'id_str': '903881660', 'indices': [96, 108]}, {'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [174, 180]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,823385006.0,823385006,Chief Paul Dean,UNHPoliceChief,"Durham, NH","Welcome to the University of New Hampshire campus. The safety and well being of our students, faculty, staff and visitors is always our primary concern.",https://t.co/j0xyKIkKGR,"[{'url': 'https://t.co/j0xyKIkKGR', 'expanded_url': 'http://www.unh.edu/upd/', 'display_url': 'unh.edu/upd/', 'indices': [0, 23]}]",[],False,1719.0,1049.0,44.0,Fri Sep 14 14:21:58 +0000 2012,1907.0,,,True,False,2388.0,,False,False,False,032355,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1109117996935593984/UPUlG4Yd_normal.jpg,https://pbs.twimg.com/profile_images/1109117996935593984/UPUlG4Yd_normal.jpg,https://pbs.twimg.com/profile_banners/823385006/1533982666,FF6600,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,2.0,11.0,False,False,en,,,,,,,,,,
138,Sun Jan 19 15:18:29 +0000 2020,1218915638800015363,1218915638800015363,RT @UNHPoliceChief: Welcome back to campus for the @UofNH spring semester @UNHStudents !  Walkways and roads may be slick. Report untreated…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'UNHPoliceChief', 'name': 'Chief Paul Dean', 'id': 823385006, 'id_str': '823385006', 'indices': [3, 18]}, {'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [51, 57]}, {'screen_name': 'UNHStudents', 'name': 'UNH Students', 'id': 903881660, 'id_str': '903881660', 'indices': [74, 86]}]",[],en,recent,374579490,374579490,UNH Police,UNH_Police,"Durham, NH",The official twitter page for the University of New Hampshire Police Department. This account is not monitored 24/7: https://t.co/qOdco1FEc2,https://t.co/03qoQfmDT4,"[{'url': 'https://t.co/qOdco1FEc2', 'expanded_url': 'http://www.facebook.com/unhpolice', 'display_url': 'facebook.com/unhpolice', 'indices': [117, 140]}]",False,4603,909,122,Fri Sep 16 15:22:40 +0000 2011,1162,,,True,True,2992,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1027542015456759809/K_-GspJv_normal.jpg,https://pbs.twimg.com/profile_images/1027542015456759809/K_-GspJv_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,regular,"[{'url': 'https://t.co/03qoQfmDT4', 'expanded_url': 'http://www.unh.edu/upd', 'display_url': 'unh.edu/upd', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/374579490/1533820122,Sun Jan 19 15:16:53 +0000 2020,1.2189152369940808e+18,1218915236994080768,Welcome back to campus for the @UofNH spring semester @UNHStudents !  Walkways and roads may be slick. Report untreated areas by calling 862-1437 or download and use our new public safety app @RaveGuardian,False,"[0, 205]",[],[],"[{'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [31, 37]}, {'screen_name': 'UNHStudents', 'name': 'UNH Students', 'id': 903881660, 'id_str': '903881660', 'indices': [54, 66]}, {'screen_name': 'RaveGuardian', 'name': 'Rave Guardian', 'id': 34913020, 'id_str': '34913020', 'indices': [192, 205]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,823385006.0,823385006,Chief Paul Dean,UNHPoliceChief,"Durham, NH","Welcome to the University of New Hampshire campus. The safety and well being of our students, faculty, staff and visitors is always our primary concern.",https://t.co/j0xyKIkKGR,"[{'url': 'https://t.co/j0xyKIkKGR', 'expanded_url': 'http://www.unh.edu/upd/', 'display_url': 'unh.edu/upd/', 'indices': [0, 23]}]",[],False,1719.0,1049.0,44.0,Fri Sep 14 14:21:58 +0000 2012,1907.0,,,True,False,2388.0,,False,False,False,032355,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1109117996935593984/UPUlG4Yd_normal.jpg,https://pbs.twimg.com/profile_images/1109117996935593984/UPUlG4Yd_normal.jpg,https://pbs.twimg.com/profile_banners/823385006/1533982666,FF6600,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,7.0,False,False,en,,,,,,,,,,
139,Sun Jan 19 15:16:53 +0000 2020,1218915236994080768,1218915236994080768,Welcome back to campus for the @UofNH spring semester @UNHStudents !  Walkways and roads may be slick. Report untreated areas by calling 862-1437 or download and use our new public safety app @RaveGuardian,False,"[0, 205]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,7,False,False,en,[],[],"[{'screen_name': 'UofNH', 'name': 'University of New Hampshire', 'id': 262319404, 'id_str': '262319404', 'indices': [31, 37]}, {'screen_name': 'UNHStudents', 'name': 'UNH Students', 'id': 903881660, 'id_str': '903881660', 'indices': [54, 66]}, {'screen_name': 'RaveGuardian', 'name': 'Rave Guardian', 'id': 34913020, 'id_str': '34913020', 'indices': [192, 205]}]",[],en,recent,823385006,823385006,Chief Paul Dean,UNHPoliceChief,"Durham, NH","Welcome to the University of New Hampshire campus. The safety and well being of our students, faculty, staff and visitors is always our primary concern.",https://t.co/j0xyKIkKGR,[],False,1719,1049,44,Fri Sep 14 14:21:58 +0000 2012,1907,,,True,False,2388,,False,False,False,032355,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1109117996935593984/UPUlG4Yd_normal.jpg,https://pbs.twimg.com/profile_images/1109117996935593984/UPUlG4Yd_normal.jpg,FF6600,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/j0xyKIkKGR', 'expanded_url': 'http://www.unh.edu/upd/', 'display_url': 'unh.edu/upd/', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/823385006/1533982666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
