,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
54,Fri Jan 24 17:44:06 +0000 2020,1220764223606837249,1220764223606837249,@DrChrisHackney @UniOfHull @EEIatHull @GeographyHull Good luck!,False,"[53, 63]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207371841746084e+18,1220737184174608385,498730193.0,498730193,DrChrisHackney,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'DrChrisHackney', 'name': 'Chris Hackney', 'id': 498730193, 'id_str': '498730193', 'indices': [0, 15]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [16, 26]}, {'screen_name': 'EEIatHull', 'name': 'Energy and Environment Institute', 'id': 981484831778500608, 'id_str': '981484831778500608', 'indices': [27, 37]}, {'screen_name': 'GeographyHull', 'name': 'Geography @ University of Hull', 'id': 928711358266437638, 'id_str': '928711358266437638', 'indices': [38, 52]}]",[],en,recent,217005773,217005773,Dr Rebecca Williams,Volcanologist,University of Hull,"Volcanologist in @GeologyHull Associate Dean for Student Experience @HullUniScience. Waffle about volcanology, HE & tea. SFHEA & STEM ambassador. She/her.",https://t.co/3qsCkvqU79,[],False,6272,1332,261,Thu Nov 18 09:42:17 +0000 2010,14207,,,True,False,37529,,False,False,False,CBD6DB,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,True,http://pbs.twimg.com/profile_images/606841194493190144/KA15Cf5F_normal.jpg,https://pbs.twimg.com/profile_images/606841194493190144/KA15Cf5F_normal.jpg,A784BF,A35D47,5E442A,745A47,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/217005773/1398336040,"[{'url': 'https://t.co/3qsCkvqU79', 'expanded_url': 'https://rwvolcanologist.wordpress.com', 'display_url': 'rwvolcanologist.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Fri Jan 24 17:21:19 +0000 2020,1220758491721347072,1220758491721347072,@UniOfHull Will we still have full access to student loans or is it going to be reduced amount? No one seems to know the answer to that 🤷🏻‍♀️ x,False,"[11, 143]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207335645322035e+18,1220733564532203521,59761280.0,59761280,UniOfHull,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [0, 10]}]",[],en,recent,20154586,20154586,Leanne ❤️,LCM_x,Yorkshire and The Humber,First year student nurse @ University of Hull 👩‍🎓 👩‍⚕️,https://t.co/mdpzAkFUDu,[],False,862,442,13,Thu Feb 05 15:04:21 +0000 2009,1155,,,True,False,16323,,False,False,False,D4FFEC,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1216639960561995777/1YgQUyIW_normal.jpg,https://pbs.twimg.com/profile_images/1216639960561995777/1YgQUyIW_normal.jpg,CED274,AE6169,67464F,D7E7A6,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/20154586/1567622830,"[{'url': 'https://t.co/mdpzAkFUDu', 'expanded_url': 'http://www.facebook.com/lea.maddie5', 'display_url': 'facebook.com/lea.maddie5', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Fri Jan 24 17:14:16 +0000 2020,1220756717329317889,1220756717329317889,@minysoda87 @UniOfHull @UniOfHull @HullUni_Library when are the lift renovations due to take place? @HUUInclusivity,False,"[23, 115]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207251011901563e+18,1220725101190156296,2951547971.0,2951547971,minysoda87,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'minysoda87', 'name': 'Angel⁷♿🌈', 'id': 2951547971, 'id_str': '2951547971', 'indices': [0, 11]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [12, 22]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [23, 33]}, {'screen_name': 'HullUni_Library', 'name': 'Hull Uni Library', 'id': 239865033, 'id_str': '239865033', 'indices': [34, 50]}, {'screen_name': 'HUUInclusivity', 'name': 'Abi Morris', 'id': 461008665, 'id_str': '461008665', 'indices': [100, 115]}]",[],en,recent,461007681,461007681,Isobel Hall,HUUPresident,Hull University Union,"President of @hulluniunion, here to lead the Students' Union through 2019-20 ✉️ huu-president@hull.ac.uk ☎️ 01482 466278",https://t.co/7gdQ1aeEkX,[],False,2206,1298,20,Wed Jan 11 10:41:26 +0000 2012,3048,,,True,False,6316,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1154129995037597698/HZ7ofsa7_normal.jpg,https://pbs.twimg.com/profile_images/1154129995037597698/HZ7ofsa7_normal.jpg,CE1126,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/461007681/1564001009,"[{'url': 'https://t.co/7gdQ1aeEkX', 'expanded_url': 'http://www.hulluniunion.com', 'display_url': 'hulluniunion.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bc0da87641dd821,https://api.twitter.com/1.1/geo/id/7bc0da87641dd821.json,city,Hull,"Hull, England",GB,United Kingdom,[],Polygon,"[[[-0.422572, 53.719616], [-0.2453134, 53.719616], [-0.2453134, 53.812018], [-0.422572, 53.812018]]]"
65,Fri Jan 24 16:48:06 +0000 2020,1220750131068309504,1220750131068309504,@laurastunurse @HullNursing @FacHealthHull @UniOfHull Woohoo! Hopefully catch you in that one too #AllOurHealth,False,"[54, 111]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2206615248863683e+18,1220661524886368256,1.2164290881408205e+18,1216429088140820481,laurastunurse,,,,,False,0,2,False,False,en,"[{'text': 'AllOurHealth', 'indices': [98, 111]}]",[],"[{'screen_name': 'laurastunurse', 'name': 'Laura Greaves', 'id': 1216429088140820481, 'id_str': '1216429088140820481', 'indices': [0, 14]}, {'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [15, 27]}, {'screen_name': 'FacHealthHull', 'name': 'Hull Health Sciences', 'id': 971909150, 'id_str': '971909150', 'indices': [28, 42]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [43, 53]}]",[],en,recent,1215724647100157955,1215724647100157955,StN Olly 👨🏼‍⚕️#AllOurHealth,ChildNurseOJ,"Bristol, England","Yr 2 Child Nurse Student @UWEBristol / Sept. 18 Cohort / Student Rep, PAL Leader / Proud member of @MINTNursing / All views my own / Former aircraft technician",,[],False,104,127,0,Fri Jan 10 19:58:59 +0000 2020,555,,,False,False,455,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1215725087384621056/YVUonhxY_normal.jpg,https://pbs.twimg.com/profile_images/1215725087384621056/YVUonhxY_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1215724647100157955/1578686866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Fri Jan 24 13:37:31 +0000 2020,1220702170108047360,1220702170108047360,@Rebecca01568231 @LewisSpendlow @HullNursing @FacHealthHull @UniOfHull if you need any extra help to navigate it all just ask! ill be around uni next week so can organise a time to meet up if needed.,False,"[71, 199]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220700353362002e+18,1220700353362001922,1.2164290881408205e+18,1216429088140820481,laurastunurse,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Rebecca01568231', 'name': 'Rebecca Wilson', 'id': 1219892029301362688, 'id_str': '1219892029301362688', 'indices': [0, 16]}, {'screen_name': 'LewisSpendlow', 'name': 'Lewis Spendlow', 'id': 2559104829, 'id_str': '2559104829', 'indices': [17, 31]}, {'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [32, 44]}, {'screen_name': 'FacHealthHull', 'name': 'Hull Health Sciences', 'id': 971909150, 'id_str': '971909150', 'indices': [45, 59]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [60, 70]}]",[],en,recent,1216429088140820481,1216429088140820481,Laura Greaves,laurastunurse,"Hull, England",2nd year student nurse at hull uni . I love animals ( more than most humans) like to try and stay fit but that's more of a challenge than a 4k word assignment!,,[],False,36,37,0,Sun Jan 12 18:37:55 +0000 2020,146,,,False,False,93,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216739728562774016/0C0X3hJ7_normal.jpg,https://pbs.twimg.com/profile_images/1216739728562774016/0C0X3hJ7_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Fri Jan 24 11:05:01 +0000 2020,1220663792817885186,1220663792817885186,RT @TriciaAllerston: @HistoryatHull @Hull_Museums @UniOfHull Great initiative @HistoryatHull @Hull_Museums and @UniOfHull,False,"[0, 121]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'TriciaAllerston', 'name': 'Patricia Allerston', 'id': 2415637346, 'id_str': '2415637346', 'indices': [3, 19]}, {'screen_name': 'HistoryatHull', 'name': 'History@Hull', 'id': 308530453, 'id_str': '308530453', 'indices': [21, 35]}, {'screen_name': 'Hull_Museums', 'name': 'Hull Museums', 'id': 2421908550, 'id_str': '2421908550', 'indices': [36, 49]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [50, 60]}, {'screen_name': 'HistoryatHull', 'name': 'History@Hull', 'id': 308530453, 'id_str': '308530453', 'indices': [78, 92]}, {'screen_name': 'Hull_Museums', 'name': 'Hull Museums', 'id': 2421908550, 'id_str': '2421908550', 'indices': [93, 106]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [111, 121]}]",[],en,recent,308530453,308530453,History@Hull,HistoryatHull,"Hull, United Kingdom",News and events from the Department History at the @UniofHull. We’re a leading centre for historical research and innovative teaching. Study with us!,https://t.co/kU5acIALyR,[],False,2004,1015,29,Tue May 31 15:28:54 +0000 2011,951,,,False,False,3520,,False,False,False,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1152177753606819841/bSbYUaUL_normal.jpg,https://pbs.twimg.com/profile_images/1152177753606819841/bSbYUaUL_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/308530453/1572618350,"[{'url': 'https://t.co/kU5acIALyR', 'expanded_url': 'https://www.hull.ac.uk/faculties/subjects/history.aspx', 'display_url': 'hull.ac.uk/faculties/subj…', 'indices': [0, 23]}]",Fri Jan 24 08:31:41 +0000 2020,1.2206252061606093e+18,1220625206160609280,@HistoryatHull @Hull_Museums @UniOfHull Great initiative @HistoryatHull @Hull_Museums and @UniOfHull,False,"[40, 100]",[],[],"[{'screen_name': 'HistoryatHull', 'name': 'History@Hull', 'id': 308530453, 'id_str': '308530453', 'indices': [0, 14]}, {'screen_name': 'Hull_Museums', 'name': 'Hull Museums', 'id': 2421908550, 'id_str': '2421908550', 'indices': [15, 28]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [29, 39]}, {'screen_name': 'HistoryatHull', 'name': 'History@Hull', 'id': 308530453, 'id_str': '308530453', 'indices': [57, 71]}, {'screen_name': 'Hull_Museums', 'name': 'Hull Museums', 'id': 2421908550, 'id_str': '2421908550', 'indices': [72, 85]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [90, 100]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202398054618153e+18,1220239805461815296,308530453.0,308530453,HistoryatHull,2415637346.0,2415637346,Patricia Allerston,TriciaAllerston,,,,[],False,18.0,10.0,0.0,Fri Mar 28 09:06:00 +0000 2014,50.0,,,False,False,6.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,,,,False,1.0,2.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,
86,Fri Jan 24 10:56:00 +0000 2020,1220661524886368256,1220661524886368256,signed up for welearn mental health and awareness learning and smoking and tobacco #allourhealth #teamhull @HullNursing @FacHealthHull @UniOfHull,False,"[0, 145]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,3,False,False,en,"[{'text': 'allourhealth', 'indices': [83, 96]}, {'text': 'teamhull', 'indices': [97, 106]}]",[],"[{'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [107, 119]}, {'screen_name': 'FacHealthHull', 'name': 'Hull Health Sciences', 'id': 971909150, 'id_str': '971909150', 'indices': [120, 134]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [135, 145]}]",[],en,recent,1216429088140820481,1216429088140820481,Laura Greaves,laurastunurse,"Hull, England",2nd year student nurse at hull uni . I love animals ( more than most humans) like to try and stay fit but that's more of a challenge than a 4k word assignment!,,[],False,36,37,0,Sun Jan 12 18:37:55 +0000 2020,146,,,False,False,93,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216739728562774016/0C0X3hJ7_normal.jpg,https://pbs.twimg.com/profile_images/1216739728562774016/0C0X3hJ7_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Fri Jan 24 10:03:15 +0000 2020,1220648248467238912,1220648248467238912,@UniOfHull Merry Saturday Eve!,False,"[11, 30]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206323000415068e+18,1220632300041506818,59761280.0,59761280,UniOfHull,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [0, 10]}]",[],en,recent,853205707,853205707,Vinny Shepherd,CubaDrive_Vinny,Hull,"Northern humanoid, head boy of the band CubaDrive. Ink leaker of multiple thoughts available on Bandcamp. 2nd year University of Hull student. History/Politics.",https://t.co/Vhwy5TrvPG,[],False,1996,3015,31,Sat Sep 29 16:38:21 +0000 2012,16041,,,True,False,40766,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/790627849195626498/vaQUfo0N_normal.jpg,https://pbs.twimg.com/profile_images/790627849195626498/vaQUfo0N_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/853205707/1483473430,"[{'url': 'https://t.co/Vhwy5TrvPG', 'expanded_url': 'http://cubadrive.bandcamp.com/album/10-messages-received', 'display_url': 'cubadrive.bandcamp.com/album/10-messa…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Fri Jan 24 09:54:37 +0000 2020,1220646075473780736,1220646075473780736,"@LinnaneAlana @emkburke At @UniOfHull we have stripes on our epaulets, 1, 2 or 3 stripes for what year you are 😀 xx",False,"[24, 115]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220470518563967e+18,1220470518563966976,1.1789265446407741e+18,1178926544640774144,LinnaneAlana,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'LinnaneAlana', 'name': 'Alana Linnane STN 👩\u200d⚕️', 'id': 1178926544640774144, 'id_str': '1178926544640774144', 'indices': [0, 13]}, {'screen_name': 'emkburke', 'name': 'Emily♡', 'id': 2726696907, 'id_str': '2726696907', 'indices': [14, 23]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [27, 37]}]",[],en,recent,1205131176882720768,1205131176882720768,Kerri El,Kerri_Eloise,Grimsby ,1st Year Student Adult Nurse 🤍💙,,[],False,37,121,0,Thu Dec 12 14:24:44 +0000 2019,142,,,False,False,55,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1215350149972496384/5aJyWV3a_normal.jpg,https://pbs.twimg.com/profile_images/1215350149972496384/5aJyWV3a_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1205131176882720768/1577908141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Fri Jan 24 09:53:37 +0000 2020,1220645825094746112,1220645825094746112,@Ash_Allanson @UniOfHull @ohiou @OhioCoachingEd My nephew is in his 2nd year at Hull studying Sports Coaching and Performance Science . I’ll show him this! :),False,"[48, 158]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205456236000502e+18,1220545623600050178,362459810.0,362459810,Ash_Allanson,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Ash_Allanson', 'name': 'Ash Allanson', 'id': 362459810, 'id_str': '362459810', 'indices': [0, 13]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [14, 24]}, {'screen_name': 'ohiou', 'name': 'Ohio University', 'id': 16712361, 'id_str': '16712361', 'indices': [25, 31]}, {'screen_name': 'OhioCoachingEd', 'name': 'OHIO Online Masters in Coaching Education Programs', 'id': 884645492, 'id_str': '884645492', 'indices': [32, 47]}]",[],en,recent,853205707,853205707,Vinny Shepherd,CubaDrive_Vinny,Hull,"Northern humanoid, head boy of the band CubaDrive. Ink leaker of multiple thoughts available on Bandcamp. 2nd year University of Hull student. History/Politics.",https://t.co/Vhwy5TrvPG,[],False,1996,3015,31,Sat Sep 29 16:38:21 +0000 2012,16041,,,True,False,40766,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/790627849195626498/vaQUfo0N_normal.jpg,https://pbs.twimg.com/profile_images/790627849195626498/vaQUfo0N_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/853205707/1483473430,"[{'url': 'https://t.co/Vhwy5TrvPG', 'expanded_url': 'http://cubadrive.bandcamp.com/album/10-messages-received', 'display_url': 'cubadrive.bandcamp.com/album/10-messa…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Fri Jan 24 07:34:54 +0000 2020,1220610914430464000,1220610914430464000,@bedform @jade_liversidge @damongreenITV @itvnews @EEIatHull @GeologyHull @GeographyHull @hullbiology @UniOfHull @learnbyhand that last photo is the reason why I was adamant that Theo was not allowed to the interview #lemming,False,"[113, 225]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2204588172695183e+18,1220458817269518336,267450541.0,267450541,bedform,,,,,False,0,4,False,False,en,"[{'text': 'lemming', 'indices': [217, 225]}]",[],"[{'screen_name': 'bedform', 'name': 'Prof. Dan Parsons 🇪🇺 🌏💧🛰🌊', 'id': 267450541, 'id_str': '267450541', 'indices': [0, 8]}, {'screen_name': 'jade_liversidge', 'name': 'Jade Liversidge', 'id': 397421657, 'id_str': '397421657', 'indices': [9, 25]}, {'screen_name': 'damongreenITV', 'name': 'Damon Green', 'id': 163132365, 'id_str': '163132365', 'indices': [26, 40]}, {'screen_name': 'itvnews', 'name': 'ITV News', 'id': 21866939, 'id_str': '21866939', 'indices': [41, 49]}, {'screen_name': 'EEIatHull', 'name': 'Energy and Environment Institute', 'id': 981484831778500608, 'id_str': '981484831778500608', 'indices': [50, 60]}, {'screen_name': 'GeologyHull', 'name': 'Geology Hull', 'id': 923499540610736128, 'id_str': '923499540610736128', 'indices': [61, 73]}, {'screen_name': 'GeographyHull', 'name': 'Geography @ University of Hull', 'id': 928711358266437638, 'id_str': '928711358266437638', 'indices': [74, 88]}, {'screen_name': 'hullbiology', 'name': 'University of Hull Biological & Marine Sciences', 'id': 765918831432851460, 'id_str': '765918831432851460', 'indices': [89, 101]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [102, 112]}, {'screen_name': 'learnbyhand', 'name': 'Dr Kate Smith', 'id': 829715301063340032, 'id_str': '829715301063340032', 'indices': [113, 125]}]",[],en,recent,2966665810,2966665810,Katie Parsons 🌍🇪🇺,ParsnipsParsons,Yorkshire and The Humber,PhD Researcher #Childrens #Education #Health & #Wellbeing in the Natural #Environment @UniofHull #OutdoorLearning #ClimateAction #Voices & mummy to 3 beauties,,[],False,1172,1180,34,Wed Jan 07 20:29:19 +0000 2015,18792,,,False,False,11313,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1000334427380105219/gA_gLYFx_normal.jpg,https://pbs.twimg.com/profile_images/1000334427380105219/gA_gLYFx_normal.jpg,93A644,EEEEEE,FFFFFF,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2966665810/1579447954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
