,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
31,Sat Jan 25 00:54:24 +0000 2020,1220872513942708224,1220872513942708224,@RobbieG_NGU @UofSC @henrymcmaster Nope - not the purpose. Might lead to some major changes to the board though.,False,"[35, 112]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208689629693788e+18,1220868962969378816,1.0140002006276874e+18,1014000200627687425,RobbieG_NGU,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'RobbieG_NGU', 'name': 'Robbie Gawrys', 'id': 1014000200627687425, 'id_str': '1014000200627687425', 'indices': [0, 12]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [13, 19]}, {'screen_name': 'henrymcmaster', 'name': 'Gov. Henry McMaster', 'id': 16335288, 'id_str': '16335288', 'indices': [20, 34]}]",[],en,recent,1905511152,1905511152,Tyler Matthews,tyler_digital,"Columbia, SC",Video Content Creator 🎥 ‖ former UofSC vid producer ‖ Clemson grad,https://t.co/RNJWYKzD7g,[],False,613,894,12,Wed Sep 25 22:09:03 +0000 2013,14273,,,True,False,1189,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1149350275666386944/IUiKsoMI_normal.jpg,https://pbs.twimg.com/profile_images/1149350275666386944/IUiKsoMI_normal.jpg,https://pbs.twimg.com/profile_banners/1905511152/1554657191,73000A,FFFFFF,A0C5C7,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/RNJWYKzD7g', 'expanded_url': 'http://www.tylerdigital.net', 'display_url': 'tylerdigital.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Sat Jan 25 00:40:18 +0000 2020,1220868962969378816,1220868962969378816,@tyler_digital @UofSC @henrymcmaster Any of this gonna lead to a new president?,False,"[37, 79]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207469774633697e+18,1220746977463369729,1905511152.0,1905511152,tyler_digital,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'tyler_digital', 'name': 'Tyler Matthews', 'id': 1905511152, 'id_str': '1905511152', 'indices': [0, 14]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [15, 21]}, {'screen_name': 'henrymcmaster', 'name': 'Gov. Henry McMaster', 'id': 16335288, 'id_str': '16335288', 'indices': [22, 36]}]",[],en,recent,1014000200627687425,1014000200627687425,Robbie Gawrys,RobbieG_NGU,"Greenville, SC",Cola. Native | @rvhs alum | 2X NGU alum | Student Athlete Advocate | Dir. of Football Comm. Social & Creative Media @ North Greenville | #ForTheVille #GoCru,https://t.co/3yH0QvXOps,[],False,383,1244,2,Tue Jul 03 04:17:41 +0000 2018,4450,,,True,False,3908,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1143604696248180736/TdvyvU1x_normal.png,https://pbs.twimg.com/profile_images/1143604696248180736/TdvyvU1x_normal.png,https://pbs.twimg.com/profile_banners/1014000200627687425/1572006241,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/3yH0QvXOps', 'expanded_url': 'http://www.nguathletics.com', 'display_url': 'nguathletics.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Fri Jan 24 19:36:02 +0000 2020,1220792394834227206,1220792394834227206,There have been countless suicides these past couple years and UofSC has done NOTHING about it. Our counselor center is awful and they discredit and invalidate everyone’s mental health issues. When are you guys going to do something about? @UofSC @Bob_Caslen,False,"[0, 258]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,5,7,False,False,en,[],[],"[{'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [240, 246]}, {'screen_name': 'Bob_Caslen', 'name': 'Bob Caslen', 'id': 2601895080, 'id_str': '2601895080', 'indices': [247, 258]}]",[],en,recent,298179514,298179514,Ash,ashleyamidei_,"Gurnee, IL",uofsc,,[],False,683,354,2,Fri May 13 21:16:19 +0000 2011,56633,,,True,False,29966,,False,False,True,000000,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,True,http://pbs.twimg.com/profile_images/1180495347753394176/6wFuGwG9_normal.jpg,https://pbs.twimg.com/profile_images/1180495347753394176/6wFuGwG9_normal.jpg,https://pbs.twimg.com/profile_banners/298179514/1552611011,9266CC,000000,E3E2DE,634047,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Fri Jan 24 18:06:14 +0000 2020,1220769793176895488,1220769793176895488,Can’t thank #VeteranOwnedBusiness @BourbonColumbia enough for hosting @UofSC students veterans for their 1st social hour of the year last night. Great atmosphere with great people! @MyCarolinaVAC @ColaChamber #ServingThoseWhoServe #veterans,False,"[0, 240]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,15,False,False,en,"[{'text': 'VeteranOwnedBusiness', 'indices': [12, 33]}, {'text': 'ServingThoseWhoServe', 'indices': [209, 230]}, {'text': 'veterans', 'indices': [231, 240]}]",[],"[{'screen_name': 'BourbonColumbia', 'name': 'Bourbon Columbia', 'id': 1315351742, 'id_str': '1315351742', 'indices': [34, 50]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [70, 76]}, {'screen_name': 'MyCarolinaVAC', 'name': 'My Carolina VAC', 'id': 740959230656712705, 'id_str': '740959230656712705', 'indices': [181, 195]}, {'screen_name': 'ColaChamber', 'name': 'Columbia Chamber', 'id': 67034564, 'id_str': '67034564', 'indices': [196, 208]}]",[],en,recent,523532887,523532887,Jared Evans,jaredevans0321,"Columbia, SC",Director of Military Engagement & Veteran Initiatives @UofSC | Recon Marine Veteran | Husband | Father | evansmj@email.sc.edu,,[],False,153,209,1,Tue Mar 13 18:30:50 +0000 2012,1092,,,True,False,1655,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/883445683323326465/e8Magh4d_normal.jpg,https://pbs.twimg.com/profile_images/883445683323326465/e8Magh4d_normal.jpg,https://pbs.twimg.com/profile_banners/523532887/1541782486,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Fri Jan 24 17:47:36 +0000 2020,1220765104284872704,1220765104284872704,RT @AveryGWilks: Spotted in Five Points (it’s okay for me to pitch in on this occasional series since I work with @ChrisTrainorSC now): @Uo…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'AveryGWilks', 'name': 'Avery Wilks', 'id': 781725127, 'id_str': '781725127', 'indices': [3, 15]}, {'screen_name': 'ChrisTrainorSC', 'name': 'Chris Trainor', 'id': 461512705, 'id_str': '461512705', 'indices': [114, 129]}]",[],en,recent,169252910,169252910,David DeWeil,daviddeweil,"Columbia, SC",Work at @UofSC. Husband and dad. I tend to enjoy generous amounts of chips and salsa.,https://t.co/V152qD8tRQ,[],False,4530,549,79,Wed Jul 21 22:31:29 +0000 2010,39958,,,True,False,17027,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/626524482660909057/oenMkzEt_normal.jpg,https://pbs.twimg.com/profile_images/626524482660909057/oenMkzEt_normal.jpg,https://pbs.twimg.com/profile_banners/169252910/1469288472,009999,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/V152qD8tRQ', 'expanded_url': 'https://www.instagram.com/daviddeweil/', 'display_url': 'instagram.com/daviddeweil/', 'indices': [0, 23]}]",Fri Jan 24 16:46:40 +0000 2020,1.2207497692761006e+18,1220749769276100609,Spotted in Five Points (it’s okay for me to pitch in on this occasional series since I work with @ChrisTrainorSC now): @UofSC campus legend @daviddeweil,False,"[0, 152]",[],[],"[{'screen_name': 'ChrisTrainorSC', 'name': 'Chris Trainor', 'id': 461512705, 'id_str': '461512705', 'indices': [97, 112]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [119, 125]}, {'screen_name': 'daviddeweil', 'name': 'David DeWeil', 'id': 169252910, 'id_str': '169252910', 'indices': [140, 152]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,781725127.0,781725127,Avery Wilks,AveryGWilks,"Columbia, South Carolina","Investigative reporter @postandcourier, based in Columbia. 2018 SC Journalist of the Year. Alum of @thestate @natpress @TulsaWorld @DJNF & @UofSC Honors College",,,[],False,8231.0,686.0,160.0,Sun Aug 26 04:56:55 +0000 2012,10562.0,,,True,True,35095.0,,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1204498804256448513/kI6EqcIZ_normal.jpg,https://pbs.twimg.com/profile_images/1204498804256448513/kI6EqcIZ_normal.jpg,https://pbs.twimg.com/profile_banners/781725127/1537402389,08298A,C4D1BD,E4DFCC,B5AA96,False,False,False,False,False,False,False,none,,,,,False,2.0,28.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,
52,Fri Jan 24 16:46:43 +0000 2020,1220749784492933120,1220749784492933120,"@SfNtweets @UofSC Hey @SfNtweets, Chris Cowan works at @neuro_MUSC, not UofSC, and that's not a pic of Chris.",False,"[18, 109]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.22071085631454e+18,1220710856314540032,39348006.0,39348006,SfNtweets,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'SfNtweets', 'name': 'The Society for Neuroscience (SfN)', 'id': 39348006, 'id_str': '39348006', 'indices': [0, 10]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [11, 17]}, {'screen_name': 'SfNtweets', 'name': 'The Society for Neuroscience (SfN)', 'id': 39348006, 'id_str': '39348006', 'indices': [22, 32]}, {'screen_name': 'neuro_MUSC', 'name': 'MUSC Department of Neuroscience', 'id': 1204106969235238912, 'id_str': '1204106969235238912', 'indices': [55, 66]}]",[],en,recent,881672043355189249,881672043355189249,Patrick Mulholland,MulhollandLab,"Charleston, SC",Alcohol Addiction Neuroscience Lab @ MUSC; Charleston Alcohol Research Center; tweets are my own; Love of alcohol,https://t.co/KrgUoRb3Qd,[],False,643,491,0,Mon Jul 03 00:32:50 +0000 2017,485,,,False,False,621,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/988024398417420289/QFy4wBIA_normal.jpg,https://pbs.twimg.com/profile_images/988024398417420289/QFy4wBIA_normal.jpg,https://pbs.twimg.com/profile_banners/881672043355189249/1502999937,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/KrgUoRb3Qd', 'expanded_url': 'http://people.musc.edu/~mulholl/', 'display_url': 'people.musc.edu/~mulholl/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Fri Jan 24 16:46:40 +0000 2020,1220749769276100609,1220749769276100609,Spotted in Five Points (it’s okay for me to pitch in on this occasional series since I work with @ChrisTrainorSC now): @UofSC campus legend @daviddeweil,False,"[0, 152]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,28,False,False,en,[],[],"[{'screen_name': 'ChrisTrainorSC', 'name': 'Chris Trainor', 'id': 461512705, 'id_str': '461512705', 'indices': [97, 112]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [119, 125]}, {'screen_name': 'daviddeweil', 'name': 'David DeWeil', 'id': 169252910, 'id_str': '169252910', 'indices': [140, 152]}]",[],en,recent,781725127,781725127,Avery Wilks,AveryGWilks,"Columbia, South Carolina","Investigative reporter @postandcourier, based in Columbia. 2018 SC Journalist of the Year. Alum of @thestate @natpress @TulsaWorld @DJNF & @UofSC Honors College",,[],False,8231,686,160,Sun Aug 26 04:56:55 +0000 2012,10562,,,True,True,35095,,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1204498804256448513/kI6EqcIZ_normal.jpg,https://pbs.twimg.com/profile_images/1204498804256448513/kI6EqcIZ_normal.jpg,https://pbs.twimg.com/profile_banners/781725127/1537402389,08298A,C4D1BD,E4DFCC,B5AA96,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Fri Jan 24 12:04:55 +0000 2020,1220678865405661185,1220678865405661185,"@clestancona @jamesigoewalsh @unccharlotte @UofSC @HighPointU So cool! Congrats, sure it'll be fantastic.",False,"[62, 105]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2206773688487977e+18,1220677368848797696,55735501.0,55735501,clestancona,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'clestancona', 'name': 'Chelsea Estancona', 'id': 55735501, 'id_str': '55735501', 'indices': [0, 12]}, {'screen_name': 'jamesigoewalsh', 'name': 'James Igoe Walsh', 'id': 69643591, 'id_str': '69643591', 'indices': [13, 28]}, {'screen_name': 'unccharlotte', 'name': 'UNC Charlotte', 'id': 281285283, 'id_str': '281285283', 'indices': [29, 42]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [43, 49]}, {'screen_name': 'HighPointU', 'name': 'HighPointUniversity', 'id': 29996748, 'id_str': '29996748', 'indices': [50, 61]}]",[],en,recent,291371244,291371244,Lauren Pinson,zivjeli,"Philadelphia, PA","Postdoc @perryworldhouse, PhD candidate @Yale: illicit markets, guns, drugs, borders. IR fieldwork. (Decaf) coffee. Pups. Oceans. Whiskey.🦖@universityofga alum",https://t.co/JessJ3qcn1,[],False,2160,3164,71,Sun May 01 22:09:58 +0000 2011,21886,,,True,False,9121,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/986638905574211584/Ah-w5D2s_normal.jpg,https://pbs.twimg.com/profile_images/986638905574211584/Ah-w5D2s_normal.jpg,https://pbs.twimg.com/profile_banners/291371244/1560590252,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/JessJ3qcn1', 'expanded_url': 'http://lpinson.com', 'display_url': 'lpinson.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Fri Jan 24 12:03:37 +0000 2020,1220678539172859905,1220678539172859905,@clestancona @jamesigoewalsh @unccharlotte @UofSC @HighPointU Very cool!!,False,"[62, 73]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206773688487977e+18,1220677368848797696,55735501.0,55735501,clestancona,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'clestancona', 'name': 'Chelsea Estancona', 'id': 55735501, 'id_str': '55735501', 'indices': [0, 12]}, {'screen_name': 'jamesigoewalsh', 'name': 'James Igoe Walsh', 'id': 69643591, 'id_str': '69643591', 'indices': [13, 28]}, {'screen_name': 'unccharlotte', 'name': 'UNC Charlotte', 'id': 281285283, 'id_str': '281285283', 'indices': [29, 42]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [43, 49]}, {'screen_name': 'HighPointU', 'name': 'HighPointUniversity', 'id': 29996748, 'id_str': '29996748', 'indices': [50, 61]}]",[],en,recent,1449142848,1449142848,Liana Eustacia Reyes,LianaEustacia,"Houston, TX",PhD Student @RicePoliSci. Conflict & Law. @NYUPolitics @fiu_sipa & @FIULaw Alumna. Foodie. Creator of Humans (well one). Founder & President of @MSS_Rice.,https://t.co/MzcyiUk9O1,[],False,472,902,4,Wed May 22 15:00:07 +0000 2013,1294,,,True,False,997,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/932675431727165440/cvg5MGiY_normal.jpg,https://pbs.twimg.com/profile_images/932675431727165440/cvg5MGiY_normal.jpg,https://pbs.twimg.com/profile_banners/1449142848/1533578594,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/MzcyiUk9O1', 'expanded_url': 'http://lianaeustacia.com', 'display_url': 'lianaeustacia.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c69a67ad480e1b1,https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json,city,Houston,"Houston, TX",US,United States,[],Polygon,"[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]",,,,,,,,,,,,,
62,Fri Jan 24 03:24:31 +0000 2020,1220547904986931211,1220547904986931211,@Bob_Caslen @hannahjoywhite @UofSC @NikaWhite have you seen your baby?😍,False,"[35, 71]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2205249824820388e+18,1220524982482038789,2601895080.0,2601895080,Bob_Caslen,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Bob_Caslen', 'name': 'Bob Caslen', 'id': 2601895080, 'id_str': '2601895080', 'indices': [0, 11]}, {'screen_name': 'hannahjoywhite', 'name': 'Hannah White', 'id': 1107854639196762112, 'id_str': '1107854639196762112', 'indices': [12, 27]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [28, 34]}, {'screen_name': 'NikaWhite', 'name': 'Dr. Nika White | NWC', 'id': 90777567, 'id_str': '90777567', 'indices': [35, 45]}]",[],en,recent,1126902307675934720,1126902307675934720,Karra McCray,kwmccray,,@UofSC alumna🐔 @HowardU alumna❤️ | founder of @liftingouryouth |@akasorority1908 💕 | ✊🏾 | tweets are my own.,,[],False,177,375,1,Fri May 10 17:30:21 +0000 2019,489,,,False,False,490,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1217593337164726273/_1E15nSr_normal.jpg,https://pbs.twimg.com/profile_images/1217593337164726273/_1E15nSr_normal.jpg,https://pbs.twimg.com/profile_banners/1126902307675934720/1576721458,F58EA8,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Fri Jan 24 01:57:12 +0000 2020,1220525929883209728,1220525929883209728,@aidannbaker on the @UofSC homepage is THEEEE cutest thing ever 😍,False,"[0, 65]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,2212565767.0,2212565767,aidannbaker,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'aidannbaker', 'name': 'aidan b. ☆', 'id': 2212565767, 'id_str': '2212565767', 'indices': [0, 12]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [20, 26]}]",[],en,recent,1126902307675934720,1126902307675934720,Karra McCray,kwmccray,,@UofSC alumna🐔 @HowardU alumna❤️ | founder of @liftingouryouth |@akasorority1908 💕 | ✊🏾 | tweets are my own.,,[],False,177,375,1,Fri May 10 17:30:21 +0000 2019,489,,,False,False,490,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1217593337164726273/_1E15nSr_normal.jpg,https://pbs.twimg.com/profile_images/1217593337164726273/_1E15nSr_normal.jpg,https://pbs.twimg.com/profile_banners/1126902307675934720/1576721458,F58EA8,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Fri Jan 24 01:12:21 +0000 2020,1220514643338096640,1220514643338096640,"@jpeelle @BrielleStarkPhD @aphasia_lab @UofSC What, is ~50% in grant indirect costs not enough?",False,"[46, 95]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204699569675715e+18,1220469956967571456,37563.0,37563,jpeelle,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jpeelle', 'name': 'Jonathan Peelle', 'id': 37563, 'id_str': '37563', 'indices': [0, 8]}, {'screen_name': 'BrielleStarkPhD', 'name': 'Brielle C. Stark, PhD', 'id': 1067448828197052417, 'id_str': '1067448828197052417', 'indices': [9, 25]}, {'screen_name': 'aphasia_lab', 'name': 'Julius Fridriksson', 'id': 107478064, 'id_str': '107478064', 'indices': [26, 38]}, {'screen_name': 'UofSC', 'name': 'University of South Carolina', 'id': 28161251, 'id_str': '28161251', 'indices': [39, 45]}]",[],en,recent,1189709638406533121,1189709638406533121,Megan C. Fitzhugh,Dr_Fitzhugh,"Los Angeles, CA","Cognitive neuroscientist studying aging, dementia, and hearing loss @USCLONI. Here to spotlight when the scientific process is both hilarious and informative.",,[],False,6,32,0,Thu Oct 31 01:07:16 +0000 2019,18,,,False,False,12,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1189710496162893825/hu7jwD0J_normal.jpg,https://pbs.twimg.com/profile_images/1189710496162893825/hu7jwD0J_normal.jpg,https://pbs.twimg.com/profile_banners/1189709638406533121/1573106250,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
