,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls
42,Thu Jan 23 20:04:38 +0000 2020,1220437202594861056,1220437202594861056,@Narfnampil @UNLVLaw @UNLVLawLib @unlvlibraries @UNLVresearch @UNLVBoydACS @Culinary226 @unlv Thank you Professor Lipman. I’m so glad to be your colleague (&amp; neighbor @ Boyd Law School)! @DarrickHamilton @KirwanInstitute and I sung your praise @ dinner last night.,False,"[94, 268]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2204020414423572e+18,1220402041442357248,1239505812.0,1239505812,Narfnampil,,,,,False,1,5,False,False,en,[],[],"[{'screen_name': 'Narfnampil', 'name': 'Francine Lipman', 'id': 1239505812, 'id_str': '1239505812', 'indices': [0, 11]}, {'screen_name': 'UNLVLaw', 'name': 'UNLV Law', 'id': 48039573, 'id_str': '48039573', 'indices': [12, 20]}, {'screen_name': 'UNLVLawLib', 'name': 'UNLVLawLib', 'id': 851929041682681856, 'id_str': '851929041682681856', 'indices': [21, 32]}, {'screen_name': 'unlvlibraries', 'name': 'UNLV Libraries', 'id': 71668639, 'id_str': '71668639', 'indices': [33, 47]}, {'screen_name': 'UNLVresearch', 'name': 'UNLV Research', 'id': 2916980754, 'id_str': '2916980754', 'indices': [48, 61]}, {'screen_name': 'UNLVBoydACS', 'name': 'ACS at UNLV Boyd Law', 'id': 775192170173116417, 'id_str': '775192170173116417', 'indices': [62, 74]}, {'screen_name': 'Culinary226', 'name': 'The Culinary Union', 'id': 463053212, 'id_str': '463053212', 'indices': [75, 87]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [88, 93]}, {'screen_name': 'DarrickHamilton', 'name': 'Darrick Hamilton', 'id': 427059715, 'id_str': '427059715', 'indices': [191, 207]}, {'screen_name': 'KirwanInstitute', 'name': 'The Kirwan Institute', 'id': 77019103, 'id_str': '77019103', 'indices': [208, 224]}]",[],en,recent,441302039,441302039,Ruben J. Garcia @ProfRubenGarcia,profrubengarcia,"Las Vegas, Nevada, USA",@UNLVLAW Prof/CoDir.@UNLVWorkLawProg @ACSlaw @SALTlaworg @AAUP @LERAssn @13thAmendProj Author @MarginalWorkers @STANFORD @UCLA_Law @WISCONSINLaw Fellow @TheCLEL,https://t.co/Nb4aiICvr8,[],False,1712,1500,72,Mon Dec 19 23:29:09 +0000 2011,7175,,,True,False,10405,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2362409327/sov6nboyv3yril46wdrs_normal.jpeg,https://pbs.twimg.com/profile_images/2362409327/sov6nboyv3yril46wdrs_normal.jpeg,https://pbs.twimg.com/profile_banners/441302039/1508341339,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/Nb4aiICvr8', 'expanded_url': 'http://www.law.unlv.edu/faculty/ruben-garcia.html', 'display_url': 'law.unlv.edu/faculty/ruben-…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Thu Jan 23 05:15:56 +0000 2020,1220213552708931584,1220213552708931584,@frankthapoet @UNLV_GC @unlv DID THAT,False,"[29, 37]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200903380789043e+18,1220090338078904320,1323929612.0,1323929612,frankthapoet,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'frankthapoet', 'name': 'Pac Baldwin', 'id': 1323929612, 'id_str': '1323929612', 'indices': [0, 13]}, {'screen_name': 'UNLV_GC', 'name': 'UNLV Grad College', 'id': 613660457, 'id_str': '613660457', 'indices': [14, 22]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [23, 28]}]",[],en,recent,3092880374,3092880374,Chantelle,chantelle_txt,"Las Vegas, NV",@MFAUNLV 💛 nabillera contemporary korean lit 🧡@fwpopculture 🖤@neonlit_lv (she/her) 🏳️‍🌈,https://t.co/KiOOvj0mWG,[],False,110,259,2,Tue Mar 17 08:30:24 +0000 2015,681,,,False,False,269,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/700926115330719745/JEoOVEEr_normal.jpg,https://pbs.twimg.com/profile_images/700926115330719745/JEoOVEEr_normal.jpg,https://pbs.twimg.com/profile_banners/3092880374/1455948878,6E3811,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/KiOOvj0mWG', 'expanded_url': 'http://fwpca.org', 'display_url': 'fwpca.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Thu Jan 23 03:22:34 +0000 2020,1220185026442039296,1220185026442039296,@dreambignv @unlv @DulceBreaksALeg @NevadaState @Astrid_NV @CSNCoyote When I’m there UNLV wins but CSN continues to be strong as a former #coyote,False,"[70, 145]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201597788291645e+18,1220159778829164545,9.610030291587973e+17,961003029158797312,dreambignv,,,,,False,0,2,False,False,en,"[{'text': 'coyote', 'indices': [138, 145]}]",[],"[{'screen_name': 'dreambignv', 'name': 'Dream Big Nevada', 'id': 961003029158797312, 'id_str': '961003029158797312', 'indices': [0, 11]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [12, 17]}, {'screen_name': 'DulceBreaksALeg', 'name': 'Dulce Valencia', 'id': 466087015, 'id_str': '466087015', 'indices': [18, 34]}, {'screen_name': 'NevadaState', 'name': 'Nevada State College', 'id': 88771293, 'id_str': '88771293', 'indices': [35, 47]}, {'screen_name': 'Astrid_NV', 'name': 'Astrid Silva', 'id': 107820427, 'id_str': '107820427', 'indices': [48, 58]}, {'screen_name': 'CSNCoyote', 'name': 'CSN', 'id': 26553646, 'id_str': '26553646', 'indices': [59, 69]}]",[],en,recent,247149566,247149566,Norma_Ramirez,Norma_LRM,"Pasadena, CA",Christian. PhD Candidate in Clinical Psychology. #immigration #trauma #children and #families she/ her,,[],False,192,130,2,Fri Feb 04 05:31:50 +0000 2011,1371,,,True,False,1174,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1185408289745461248/RVp7SdTw_normal.jpg,https://pbs.twimg.com/profile_images/1185408289745461248/RVp7SdTw_normal.jpg,,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Thu Jan 23 03:07:52 +0000 2020,1220181326399033344,1220181326399033344,@frankthapoet @UNLV_GC @unlv Congrats!!,False,"[29, 39]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200903380789043e+18,1220090338078904320,1323929612.0,1323929612,frankthapoet,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'frankthapoet', 'name': 'Pac Baldwin', 'id': 1323929612, 'id_str': '1323929612', 'indices': [0, 13]}, {'screen_name': 'UNLV_GC', 'name': 'UNLV Grad College', 'id': 613660457, 'id_str': '613660457', 'indices': [14, 22]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [23, 28]}]",[],en,recent,20195838,20195838,bridgette bianca,thebridgebianca,,"she/her 💛 poet & professor | be/trouble from Writ Large Press, 2/20 | bridgettebianca on IG | featured on KCRW/NPR | Young, Black, & Tenure-Track | Howard Alum",https://t.co/GwDAWUUvMO,[],False,912,1574,50,Thu Feb 05 22:22:39 +0000 2009,119803,,,False,False,139766,,False,False,False,000000,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1166028021247033346/zsoJ2RqZ_normal.jpg,https://pbs.twimg.com/profile_images/1166028021247033346/zsoJ2RqZ_normal.jpg,https://pbs.twimg.com/profile_banners/20195838/1561023557,F58EA8,000000,FFFFFF,F07680,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/GwDAWUUvMO', 'expanded_url': 'http://www.bridgettebianca.com/betrouble', 'display_url': 'bridgettebianca.com/betrouble', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Thu Jan 23 03:00:00 +0000 2020,1220179347362836480,1220179347362836480,"@unlv Best wishes for a successful semester, students!  👏🏽",False,"[6, 58]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219708635581993e+18,1219708635581992961,40268530.0,40268530,unlv,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [0, 5]}]",[],en,recent,1921226696,1921226696,Fulfillment Fund LV,ffundlasvegas,"Las Vegas, NV",Nonprofit organization working to make college a reality for students growing up in Clark County’s educationally and economically under-resourced communities.,https://t.co/tEIlwZoveK,[],False,764,1356,6,Mon Sep 30 20:31:09 +0000 2013,621,,,True,False,866,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/414102255969632256/tjOMKfCE_normal.jpeg,https://pbs.twimg.com/profile_images/414102255969632256/tjOMKfCE_normal.jpeg,https://pbs.twimg.com/profile_banners/1921226696/1552955791,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/tEIlwZoveK', 'expanded_url': 'https://www.nvenergy.com/POG', 'display_url': 'nvenergy.com/POG', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Thu Jan 23 02:44:07 +0000 2020,1220175348026966024,1220175348026966024,@frankthapoet @UNLV_GC @unlv Congrats!!,False,"[29, 39]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200903380789043e+18,1220090338078904320,1323929612.0,1323929612,frankthapoet,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'frankthapoet', 'name': 'Pac Baldwin', 'id': 1323929612, 'id_str': '1323929612', 'indices': [0, 13]}, {'screen_name': 'UNLV_GC', 'name': 'UNLV Grad College', 'id': 613660457, 'id_str': '613660457', 'indices': [14, 22]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [23, 28]}]",[],en,recent,958854052904763392,958854052904763392,Shannon Austin,gogopoetranger,"Nottingham, MD",Poet and poutine lover. MFA at UNLV.,,[],False,105,229,0,Thu Feb 01 00:06:35 +0000 2018,786,,,False,False,131,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/958855056073285633/2TC8uCt2_normal.jpg,https://pbs.twimg.com/profile_images/958855056073285633/2TC8uCt2_normal.jpg,https://pbs.twimg.com/profile_banners/958854052904763392/1517517041,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Thu Jan 23 00:27:40 +0000 2020,1220141009620721664,1220141009620721664,@frankthapoet @UNLV_GC @unlv Congratulations!,False,"[29, 45]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200903380789043e+18,1220090338078904320,1323929612.0,1323929612,frankthapoet,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'frankthapoet', 'name': 'Pac Baldwin', 'id': 1323929612, 'id_str': '1323929612', 'indices': [0, 13]}, {'screen_name': 'UNLV_GC', 'name': 'UNLV Grad College', 'id': 613660457, 'id_str': '613660457', 'indices': [14, 22]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [23, 28]}]",[],en,recent,2877946064,2877946064,John Hay,Hay47John,"Las Vegas, NV","Assoc. Professor of English at the University of Nevada, Las Vegas; author of “Postapocalyptic Fantasies in Antebellum American Literature” (Cambridge UP, 2017)",https://t.co/Ct1a0eCSxS,[],False,360,527,2,Sun Oct 26 07:16:24 +0000 2014,4854,,,False,False,773,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/810950940526153728/DcHg1bVP_normal.jpg,https://pbs.twimg.com/profile_images/810950940526153728/DcHg1bVP_normal.jpg,https://pbs.twimg.com/profile_banners/2877946064/1551563855,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/Ct1a0eCSxS', 'expanded_url': 'https://professorhay.com', 'display_url': 'professorhay.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Thu Jan 23 00:22:32 +0000 2020,1220139719419293696,1220139719419293696,"@frankthapoet @UNLV_GC @unlv Congrats, Frank! I was on the department selection committee, and I couldn’t put your thesis down. I’m so happy the university recognized your excellent work!",False,"[29, 187]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200903380789043e+18,1220090338078904320,1323929612.0,1323929612,frankthapoet,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'frankthapoet', 'name': 'Pac Baldwin', 'id': 1323929612, 'id_str': '1323929612', 'indices': [0, 13]}, {'screen_name': 'UNLV_GC', 'name': 'UNLV Grad College', 'id': 613660457, 'id_str': '613660457', 'indices': [14, 22]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [23, 28]}]",[],en,recent,43189449,43189449,Dr. Kaitlin Clinnin,kclinnin,,"PhD in writing studies and digital media, writing program administrator, academic with cats. She/her.",https://t.co/oyz8bwz4td,[],False,1210,1086,39,Thu May 28 20:30:14 +0000 2009,7939,,,False,False,8352,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/851112406751342594/2lyzMjnP_normal.jpg,https://pbs.twimg.com/profile_images/851112406751342594/2lyzMjnP_normal.jpg,https://pbs.twimg.com/profile_banners/43189449/1398454464,1B95E0,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/oyz8bwz4td', 'expanded_url': 'http://kaitlinclinnin.org', 'display_url': 'kaitlinclinnin.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Wed Jan 22 23:47:13 +0000 2020,1220130830309158913,1220130830309158913,You know what I love? That in 3 of my classes they said the final would be either May 12 or May 14 at 10:10. That doesn’t add up. @unlv FIX IT,False,"[0, 142]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [130, 135]}]",[],en,recent,3616267452,3616267452,𝚏𝚒𝚘,fiorellaaxo,yo mama’s house,unlv - 🇵🇷,,[],False,274,198,3,Sat Sep 19 13:29:30 +0000 2015,43014,,,True,False,5168,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1217620532465586176/l0SWaSRs_normal.jpg,https://pbs.twimg.com/profile_images/1217620532465586176/l0SWaSRs_normal.jpg,https://pbs.twimg.com/profile_banners/3616267452/1579310407,F58EA8,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Wed Jan 22 23:02:54 +0000 2020,1220119677642231808,1220119677642231808,"@frankthapoet @SummerThomad @UNLV_GC @unlv Congratulations, Frank!!🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟✨",False,"[43, 83]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200903380789043e+18,1220090338078904320,1323929612.0,1323929612,frankthapoet,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'frankthapoet', 'name': 'Pac Baldwin', 'id': 1323929612, 'id_str': '1323929612', 'indices': [0, 13]}, {'screen_name': 'SummerThomad', 'name': 'summer thomad', 'id': 758729622, 'id_str': '758729622', 'indices': [14, 27]}, {'screen_name': 'UNLV_GC', 'name': 'UNLV Grad College', 'id': 613660457, 'id_str': '613660457', 'indices': [28, 36]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [37, 42]}]",[],en,recent,917817351474745345,917817351474745345,Karen Gu,karenygu,,Fiction @aaww @paperdarts @mcsweeneys / Fellow @kundimanforever @jackjoneslitarts @loftliterary / Currently @mfaunlv / Formerly publicity at Graywolf Press,,[],False,709,1005,4,Tue Oct 10 18:21:23 +0000 2017,8674,,,False,False,1432,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/929893100302069760/04CLaoRL_normal.jpg,https://pbs.twimg.com/profile_images/929893100302069760/04CLaoRL_normal.jpg,https://pbs.twimg.com/profile_banners/917817351474745345/1507661027,F58EA8,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Wed Jan 22 22:09:45 +0000 2020,1220106299867914241,1220106299867914241,"@abigailgardner @SCourtneyDC @unlv Abigail, I got your email and have forwarded it on to teams who may be interested. Thanks for reaching out.",False,"[35, 142]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.220101468797227e+18,1220101468797227009,14355914.0,14355914,abigailgardner,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'abigailgardner', 'name': 'Abigail Gardner', 'id': 14355914, 'id_str': '14355914', 'indices': [0, 15]}, {'screen_name': 'SCourtneyDC', 'name': 'Shaun Courtney', 'id': 58481326, 'id_str': '58481326', 'indices': [16, 28]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [29, 34]}]",[],en,recent,1024685846,1024685846,Courtney Rozen,courtneyrozen,"Washington, DC",Transportation reporter for @BGov. @AmericanU alumna. Love 📰 + ☀️. Retweets≠endorsements. crozen@bgov.com,https://t.co/PH2Ni2pd5h,[],False,884,2087,14,Thu Dec 20 17:36:43 +0000 2012,3212,,,True,True,2047,,False,False,False,000000,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/1212872781676847109/1MjxBJOM_normal.jpg,https://pbs.twimg.com/profile_images/1212872781676847109/1MjxBJOM_normal.jpg,https://pbs.twimg.com/profile_banners/1024685846/1579034076,000066,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/PH2Ni2pd5h', 'expanded_url': 'http://bgov.com', 'display_url': 'bgov.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Wed Jan 22 21:38:08 +0000 2020,1220098346536312834,1220098346536312834,@abigailgardner @unlv Not until after that. Try @courtneyrozen,False,"[22, 62]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220038003755815e+18,1220038003755814919,14355914.0,14355914,abigailgardner,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'abigailgardner', 'name': 'Abigail Gardner', 'id': 14355914, 'id_str': '14355914', 'indices': [0, 15]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [16, 21]}, {'screen_name': 'courtneyrozen', 'name': 'Courtney Rozen', 'id': 1024685846, 'id_str': '1024685846', 'indices': [48, 62]}]",[],en,recent,58481326,58481326,Shaun Courtney,SCourtneyDC,"Kingman Park, DC",Transportation reporter @bgov. Alum @washingtonpost @districtsource @georgetownpatch @AU_SPA @AU_SOC Closet optimist. Tweets my own. scourtney@bgov.com,https://t.co/8Eztph3Mc1,[],False,1791,1395,88,Mon Jul 20 14:07:31 +0000 2009,6520,,,True,True,7405,,False,False,False,000000,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/668904300186173440/dONr6mY7_normal.jpg,https://pbs.twimg.com/profile_images/668904300186173440/dONr6mY7_normal.jpg,https://pbs.twimg.com/profile_banners/58481326/1392823062,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/8Eztph3Mc1', 'expanded_url': 'https://bgov.com/', 'display_url': 'bgov.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01fbe706f872cb32,https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json,city,Washington,"Washington, DC",US,United States,[],Polygon,"[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]",
109,Wed Jan 22 21:28:26 +0000 2020,1220095902515220481,1220095902515220481,@frankthapoet @UNLV_GC @unlv Frank!! This is awesome. Congrats! 🎈🎊🎉🍾,False,"[29, 68]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200903380789043e+18,1220090338078904320,1323929612.0,1323929612,frankthapoet,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'frankthapoet', 'name': 'Pac Baldwin', 'id': 1323929612, 'id_str': '1323929612', 'indices': [0, 13]}, {'screen_name': 'UNLV_GC', 'name': 'UNLV Grad College', 'id': 613660457, 'id_str': '613660457', 'indices': [14, 22]}, {'screen_name': 'unlv', 'name': 'UNLV', 'id': 40268530, 'id_str': '40268530', 'indices': [23, 28]}]",[],en,recent,43081138,43081138,Amanda Fortini,amandafortini,"Nevada, California, Montana","Writer: NY Times, New Yorker, California Sunday, Vanity Fair, & New York. Etc. Visiting Prof @ UNLV. Fellow @ Black Mountain Institute. amanda.fortini@gmail.com",,[],False,7931,3662,156,Thu May 28 09:50:39 +0000 2009,25764,,,True,False,12862,,False,False,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,True,http://pbs.twimg.com/profile_images/3753123585/5dbc02653409b44e4eec6e1a5e5ea60b_normal.jpeg,https://pbs.twimg.com/profile_images/3753123585/5dbc02653409b44e4eec6e1a5e5ea60b_normal.jpeg,https://pbs.twimg.com/profile_banners/43081138/1395035578,FF0000,000000,FFF7CC,0C3E53,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
