,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
4,Sat Jan 25 21:26:17 +0000 2020,1221182526993072129,1221182526993072129,@EconOracle @UChicago We’ve been helping to develop one there. But efficient to have one university do IRB for all.,False,"[22, 115]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211820830386176e+18,1221182083038617600,2185573045.0,2185573045,EconOracle,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'EconOracle', 'name': 'Rebekka Grun', 'id': 2185573045, 'id_str': '2185573045', 'indices': [0, 11]}, {'screen_name': 'UChicago', 'name': 'The University of Chicago', 'id': 131144285, 'id_str': '131144285', 'indices': [12, 21]}]",[],en,recent,74051281,74051281,Chris Blattman,cblatts,"Chicago, IL","@UChicago political economist studying conflict, crime, poverty. @HarrisPolicy director of Int’l Policy & Development. Director @BeckerFriedman development econ",https://t.co/uXDGoAMpJx,[],False,71439,3554,1912,Mon Sep 14 03:03:32 +0000 2009,4395,,,True,False,22923,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/978487053531824128/mUfcmKsA_normal.jpg,https://pbs.twimg.com/profile_images/978487053531824128/mUfcmKsA_normal.jpg,https://pbs.twimg.com/profile_banners/74051281/1551711968,0084B4,A8C7F7,C0DFEC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/uXDGoAMpJx', 'expanded_url': 'http://chrisblattman.com', 'display_url': 'chrisblattman.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
8,Sat Jan 25 21:13:00 +0000 2020,1221179184879456256,1221179184879456256,@discord__panic @UChicago my favorite day of last year was the ironmarch dump. Well done you here.,False,"[26, 98]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.221141439838593e+18,1221141439838593024,1.0965354952937595e+18,1096535495293759488,discord__panic,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'discord__panic', 'name': 'Panic! in the Discord', 'id': 1096535495293759488, 'id_str': '1096535495293759488', 'indices': [0, 15]}, {'screen_name': 'UChicago', 'name': 'The University of Chicago', 'id': 131144285, 'id_str': '131144285', 'indices': [16, 25]}]",[],en,recent,384608252,384608252,Andrea,andreahastrolls,,". PhD student Political Science, historian of the Cold War, Gamer, Brewer, Buddhist, she/her/hers. Railer against Gods, mom, wife, open source info gathering",,[],False,2361,2217,6,Tue Oct 04 00:32:59 +0000 2011,244444,,,False,False,65436,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1205512827353608192/USUmcQdY_normal.jpg,https://pbs.twimg.com/profile_images/1205512827353608192/USUmcQdY_normal.jpg,https://pbs.twimg.com/profile_banners/384608252/1574471663,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sat Jan 25 19:56:19 +0000 2020,1221159884911038464,1221159884911038464,@atlowetide @UChicago History QUEEN! 👑,False,"[22, 38]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2210298475033805e+18,1221029847503380480,8.204540892973711e+17,820454089297371136,atlowetide,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'atlowetide', 'name': 'Hannah Lowe', 'id': 820454089297371136, 'id_str': '820454089297371136', 'indices': [0, 11]}, {'screen_name': 'UChicago', 'name': 'The University of Chicago', 'id': 131144285, 'id_str': '131144285', 'indices': [12, 21]}]",[],en,recent,975035267055804416,975035267055804416,Julia Savoca Gibson,JuliaSavGib,,"“conversational in executive power but fluent in Batman” (W&M ‘22, student, writer, she/her)",https://t.co/RxHpJWCkyN,[],False,120,232,0,Sat Mar 17 15:44:57 +0000 2018,24187,,,True,False,1367,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1168008647202328578/fXxXYUkl_normal.jpg,https://pbs.twimg.com/profile_images/1168008647202328578/fXxXYUkl_normal.jpg,https://pbs.twimg.com/profile_banners/975035267055804416/1524874611,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/RxHpJWCkyN', 'expanded_url': 'https://www.washingtonpost.com/outlook/2018/11/01/i-am-i-belong-massacre-generation/', 'display_url': 'washingtonpost.com/outlook/2018/1…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
15,Sat Jan 25 19:32:04 +0000 2020,1221153784325443585,1221153784325443585,"For those wondering about human subjects protections, I’m not exaggerating when I speculate that the @UChicago social science IRB spends about a third of their full board meetings just on these projects. My deepest gratitude to them as well.",False,"[0, 241]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211520819245015e+18,1221152081924501505,74051281.0,74051281,cblatts,,,,,False,0,7,False,False,en,[],[],"[{'screen_name': 'UChicago', 'name': 'The University of Chicago', 'id': 131144285, 'id_str': '131144285', 'indices': [101, 110]}]",[],en,recent,74051281,74051281,Chris Blattman,cblatts,"Chicago, IL","@UChicago political economist studying conflict, crime, poverty. @HarrisPolicy director of Int’l Policy & Development. Director @BeckerFriedman development econ",https://t.co/uXDGoAMpJx,[],False,71439,3554,1912,Mon Sep 14 03:03:32 +0000 2009,4395,,,True,False,22923,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/978487053531824128/mUfcmKsA_normal.jpg,https://pbs.twimg.com/profile_images/978487053531824128/mUfcmKsA_normal.jpg,https://pbs.twimg.com/profile_banners/74051281/1551711968,0084B4,A8C7F7,C0DFEC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/uXDGoAMpJx', 'expanded_url': 'http://chrisblattman.com', 'display_url': 'chrisblattman.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
17,Sat Jan 25 18:58:48 +0000 2020,1221145409793318912,1221145409793318912,@nahum_p @UChicago @FIU Thank you!,False,"[24, 34]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2209036243117384e+18,1220903624311738371,171086602.0,171086602,nahum_p,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'nahum_p', 'name': 'NPO', 'id': 171086602, 'id_str': '171086602', 'indices': [0, 8]}, {'screen_name': 'UChicago', 'name': 'The University of Chicago', 'id': 131144285, 'id_str': '131144285', 'indices': [9, 18]}, {'screen_name': 'FIU', 'name': 'FIU', 'id': 39583267, 'id_str': '39583267', 'indices': [19, 23]}]",[],en,recent,2154127088,2154127088,Elisabeth Bik,MicrobiomDigest,"San Francisco, CA","Science consultant, PhD. Blunt and snarky. Microbiome, research integrity & misconduct. Ex-Stanford. MicrobiomeDigest/Bik's Picks. Dutch/USA. She/her. 🐢💻🔬😼",https://t.co/1FgbFYDnd9,[],False,50571,21635,697,Fri Oct 25 04:07:35 +0000 2013,62558,,,True,True,44465,,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1190393369333313536/fs0pGH0b_normal.jpg,https://pbs.twimg.com/profile_images/1190393369333313536/fs0pGH0b_normal.jpg,https://pbs.twimg.com/profile_banners/2154127088/1562360872,4A913C,C6E2EE,DAECF4,663B12,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/1FgbFYDnd9', 'expanded_url': 'http://www.MicrobiomeDigest.com', 'display_url': 'MicrobiomeDigest.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
20,Sat Jan 25 16:50:21 +0000 2020,1221113087144726530,1221113087144726530,"@zck We’d beg to differ! Next time you’re in Chicago, we’d love to show you around the Polsky Center here at @UChicago @ChicagoBooth",False,"[5, 132]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201247253319475e+18,1220124725331947520,106008077.0,106008077,zck,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'zck', 'name': 'Zak Kukoff', 'id': 106008077, 'id_str': '106008077', 'indices': [0, 4]}, {'screen_name': 'UChicago', 'name': 'The University of Chicago', 'id': 131144285, 'id_str': '131144285', 'indices': [109, 118]}, {'screen_name': 'ChicagoBooth', 'name': 'Chicago Booth', 'id': 122445177, 'id_str': '122445177', 'indices': [119, 132]}]",[],en,recent,41021197,41021197,Polsky Center,polskycenter,"Chicago, IL",The Polsky Center drives the creation of new businesses and partnerships at @UChicago and on Chicago’s South Side. We help innovators move from idea to impact.,https://t.co/WCJh0BdmMA,[],False,7822,1502,351,Tue May 19 01:20:46 +0000 2009,1999,,,True,False,8644,,False,False,False,D6D6CE,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,True,http://pbs.twimg.com/profile_images/778619461918158848/qo7_JYat_normal.jpg,https://pbs.twimg.com/profile_images/778619461918158848/qo7_JYat_normal.jpg,https://pbs.twimg.com/profile_banners/41021197/1560184953,800000,FFFFFF,F3F3F3,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/WCJh0BdmMA', 'expanded_url': 'http://polsky.uchicago.edu/', 'display_url': 'polsky.uchicago.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
25,Sat Jan 25 08:28:21 +0000 2020,1220986752858566656,1220986752858566656,"@WilmaBainbridge @doellerlab @NIMHgov Thank you, Wilma! Looking forward to it very much! All the best for setting up your group @UChicago!",False,"[38, 138]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207490809488056e+18,1220749080948805632,8.905946388386038e+17,890594638838603776,WilmaBainbridge,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'WilmaBainbridge', 'name': 'Wilma Bainbridge', 'id': 890594638838603776, 'id_str': '890594638838603776', 'indices': [0, 16]}, {'screen_name': 'doellerlab', 'name': 'DoellerLab', 'id': 3131064826, 'id_str': '3131064826', 'indices': [17, 28]}, {'screen_name': 'NIMHgov', 'name': 'Mental Health NIMH', 'id': 39250316, 'id_str': '39250316', 'indices': [29, 37]}, {'screen_name': 'UChicago', 'name': 'The University of Chicago', 'id': 131144285, 'id_str': '131144285', 'indices': [128, 137]}]",[],en,recent,820715490167418881,820715490167418881,Matthias Nau,NauMatt,"Trondheim, Norwegen","Cognitive neuroscientist @doellerlab, @KISNeuro & @MPI_CBS | passionate about CompCogSci, Vision, Hippocampus & Neuroimaging.",https://t.co/8d0XxQGTZq,[],False,802,530,8,Sun Jan 15 19:33:15 +0000 2017,920,,,False,False,612,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1174412248627982336/6j397C-B_normal.jpg,https://pbs.twimg.com/profile_images/1174412248627982336/6j397C-B_normal.jpg,https://pbs.twimg.com/profile_banners/820715490167418881/1568837433,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/8d0XxQGTZq', 'expanded_url': 'https://matthiasnau.com', 'display_url': 'matthiasnau.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
32,Sat Jan 25 02:58:01 +0000 2020,1220903624311738371,1220903624311738371,@MicrobiomDigest @UChicago @FIU You’re a rockstar. Love your work!,False,"[32, 66]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220866663957971e+18,1220866663957970946,2154127088.0,2154127088,MicrobiomDigest,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'MicrobiomDigest', 'name': 'Elisabeth Bik', 'id': 2154127088, 'id_str': '2154127088', 'indices': [0, 16]}, {'screen_name': 'UChicago', 'name': 'The University of Chicago', 'id': 131144285, 'id_str': '131144285', 'indices': [17, 26]}, {'screen_name': 'FIU', 'name': 'FIU', 'id': 39583267, 'id_str': '39583267', 'indices': [27, 31]}]",[],en,recent,171086602,171086602,NPO,nahum_p,"Houston, Texas","Progressive, Scientist. Soy #RedAMLOVE. One of the symptoms of approaching nervous breakdown is the belief that one's work is terribly important. B. Russell",,[],False,547,2558,13,Mon Jul 26 14:36:51 +0000 2010,1426,,,True,False,2415,,False,False,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/3048415281/3772d266ae08c75d943b5224342deb7c_normal.jpeg,https://pbs.twimg.com/profile_images/3048415281/3772d266ae08c75d943b5224342deb7c_normal.jpeg,https://pbs.twimg.com/profile_banners/171086602/1524627658,D02B55,829D5E,99CC33,3E4415,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Fri Jan 24 23:22:07 +0000 2020,1220849290517655553,1220849290517655553,"@rweichselbaum @UChicago @UCCancerCenter Ralph, she passed away on Monday.",False,"[41, 74]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208325054918083e+18,1220832505491808258,7.670027811902792e+17,767002781190279168,rweichselbaum,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'rweichselbaum', 'name': 'Ralph Weichselbaum', 'id': 767002781190279168, 'id_str': '767002781190279168', 'indices': [0, 14]}, {'screen_name': 'UChicago', 'name': 'The University of Chicago', 'id': 131144285, 'id_str': '131144285', 'indices': [15, 24]}, {'screen_name': 'UCCancerCenter', 'name': 'UChicagoCancerCenter', 'id': 150794946, 'id_str': '150794946', 'indices': [25, 40]}]",[],en,recent,824325266214420486,824325266214420486,Barbara Kee,BarbaraLKee,"Chicago, IL","Developmental immunologist, Mom, Mentor and Professor @UChicago",,[],False,325,227,2,Wed Jan 25 18:37:13 +0000 2017,1207,,,False,False,318,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1085931809249128448/R2PYk0cg_normal.jpg,https://pbs.twimg.com/profile_images/1085931809249128448/R2PYk0cg_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Fri Jan 24 21:29:32 +0000 2020,1220820958757490690,1220820958757490690,@ckafura @ChicagoCouncil @UChicago @RochelleTerman Super interesting! So the “Spider-man” view is NOT a clear favorite among the public. Someone ought to tell Sony 😉,False,"[51, 165]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207631142804972e+18,1220763114280497154,298079984.0,298079984,ckafura,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ckafura', 'name': 'Craig Kafura', 'id': 298079984, 'id_str': '298079984', 'indices': [0, 8]}, {'screen_name': 'ChicagoCouncil', 'name': 'The Chicago Council', 'id': 168760005, 'id_str': '168760005', 'indices': [9, 24]}, {'screen_name': 'UChicago', 'name': 'The University of Chicago', 'id': 131144285, 'id_str': '131144285', 'indices': [25, 34]}, {'screen_name': 'RochelleTerman', 'name': 'Rochelle Terman', 'id': 901110414292860928, 'id_str': '901110414292860928', 'indices': [35, 50]}]",[],en,recent,996923362386546694,996923362386546694,Paul Poast,ProfPaulPoast,,"@UChicago international relations (IR) prof & @ChicagoCouncil Fellow. IR Research/Teaching & Foreign Affairs. New book ""Arguing About Alliances"" (@CornellPress)",https://t.co/JYnVCmFiPL,[],False,9351,412,108,Thu May 17 01:20:26 +0000 2018,13319,,,False,False,8353,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1171422360530034689/hdVnHzP7_normal.jpg,https://pbs.twimg.com/profile_images/1171422360530034689/hdVnHzP7_normal.jpg,https://pbs.twimg.com/profile_banners/996923362386546694/1563965845,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/JYnVCmFiPL', 'expanded_url': 'http://www.paulpoast.com/', 'display_url': 'paulpoast.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
