,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
3,Sat Jan 25 13:30:58 +0000 2020,1221062911101231104,1221062911101231104,"@LSEnews @KirchmaierTom @cvillallera @CooperKerris @LSEsociology @GLFoundation_ do u conduct IQ tests???
@LSEnews",False,"[80, 113]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2210619099500012e+18,1221061909950001152,155924984.0,155924984,LSEnews,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [0, 8]}, {'screen_name': 'KirchmaierTom', 'name': 'Tom Kirchmaier', 'id': 637435548, 'id_str': '637435548', 'indices': [9, 23]}, {'screen_name': 'cvillallera', 'name': 'Carmen Villa-Llera', 'id': 360718776, 'id_str': '360718776', 'indices': [24, 36]}, {'screen_name': 'CooperKerris', 'name': 'Kerris Cooper', 'id': 745250532, 'id_str': '745250532', 'indices': [37, 50]}, {'screen_name': 'LSEsociology', 'name': 'LSE Sociology', 'id': 1671486960, 'id_str': '1671486960', 'indices': [51, 64]}, {'screen_name': 'GLFoundation_', 'name': 'Godwin Lawson F', 'id': 1923757496, 'id_str': '1923757496', 'indices': [65, 79]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [105, 113]}]",[],en,recent,1055820063008268289,1055820063008268289,Huda Arshad,HiddenHuda,,I am born to do the best. #writer #pure pakistani #matriculation student #political human #always busy,,[],False,95,978,0,Fri Oct 26 13:54:53 +0000 2018,2505,,,True,False,1489,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220930698674163712/hhwA5nUp_normal.jpg,https://pbs.twimg.com/profile_images/1220930698674163712/hhwA5nUp_normal.jpg,https://pbs.twimg.com/profile_banners/1055820063008268289/1579927542,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sat Jan 25 12:32:41 +0000 2020,1221048242999304193,1221048242999304193,@jeannefirth @azeiderman @LSEGeography @LSEnews Congratulations!! 🍾🎉,False,"[48, 68]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206746036657766e+18,1220674603665776641,436883450.0,436883450,jeannefirth,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jeannefirth', 'name': 'Jeanne K Firth 🌾', 'id': 436883450, 'id_str': '436883450', 'indices': [0, 12]}, {'screen_name': 'azeiderman', 'name': 'Austin Zeiderman', 'id': 95979082, 'id_str': '95979082', 'indices': [13, 24]}, {'screen_name': 'LSEGeography', 'name': 'LSE Geography & Environment', 'id': 240262055, 'id_str': '240262055', 'indices': [25, 38]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [39, 47]}]",[],en,recent,459512448,459512448,Dawn Huckelbridge,dhuckelbridge,"Washington, DC","Recovered nomad, OH native. Director @PaidLeaveforAll. @Supermajority @American_Bridge @PeopleFor @PPact @BLFF_org @gmmb alum. Fan of good gov and good food.",,[],False,1051,2147,15,Mon Jan 09 19:10:56 +0000 2012,9459,,,True,False,4938,,False,False,False,77CBD4,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/1200511770894503937/Ndh8UNEk_normal.jpg,https://pbs.twimg.com/profile_images/1200511770894503937/Ndh8UNEk_normal.jpg,https://pbs.twimg.com/profile_banners/459512448/1575230724,E81C4F,FFFFFF,A0C5C7,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sat Jan 25 08:19:47 +0000 2020,1220984598752047104,1220984598752047104,@zacharylamb @azeiderman @LSEGeography @LSEnews I was thinking of you all on the lake! Missed you too and hope our paths cross soon. Thanks Zach!,False,"[48, 145]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208396680585093e+18,1220839668058509315,61845707.0,61845707,zacharylamb,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'zacharylamb', 'name': 'Zachary Lamb', 'id': 61845707, 'id_str': '61845707', 'indices': [0, 12]}, {'screen_name': 'azeiderman', 'name': 'Austin Zeiderman', 'id': 95979082, 'id_str': '95979082', 'indices': [13, 24]}, {'screen_name': 'LSEGeography', 'name': 'LSE Geography & Environment', 'id': 240262055, 'id_str': '240262055', 'indices': [25, 38]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [39, 47]}]",[],en,recent,436883450,436883450,Jeanne K Firth 🌾,jeannefirth,"London, New Orleans",Food + Agriculture | PhD Human Geography & Environment London School of Economics | Grow Dat Youth Farm,https://t.co/VnciDjn0Xg,[],False,861,3472,11,Wed Dec 14 18:04:01 +0000 2011,4846,,,False,False,643,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1084892608269348864/-Figkh6Z_normal.jpg,https://pbs.twimg.com/profile_images/1084892608269348864/-Figkh6Z_normal.jpg,https://pbs.twimg.com/profile_banners/436883450/1446802070,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/VnciDjn0Xg', 'expanded_url': 'http://www.jeannefirth.com', 'display_url': 'jeannefirth.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Sat Jan 25 07:02:30 +0000 2020,1220965149378404352,1220965149378404352,"RT @subyroy: My great alma mater @LSEnews will surely start law courses on Gender, Sexuality &amp; Digital Consent..oh wait, they probably have…",False,"[0, 144]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'subyroy', 'name': 'Dr Subroto Roy', 'id': 137777900, 'id_str': '137777900', 'indices': [3, 11]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [33, 41]}]",[],en,recent,137777900,137777900,Dr Subroto Roy,subyroy,,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,https://t.co/TymxvoxqxN,[],False,2310,8,192,Tue Apr 27 18:49:13 +0000 2010,114039,,,False,False,165896,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1162002232444768261/PNZZ5frk_normal.jpg,https://pbs.twimg.com/profile_images/1162002232444768261/PNZZ5frk_normal.jpg,https://pbs.twimg.com/profile_banners/137777900/1423451016,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,regular,"[{'url': 'https://t.co/TymxvoxqxN', 'expanded_url': 'http://www.independentindian.com', 'display_url': 'independentindian.com', 'indices': [0, 23]}]",Sun Apr 23 13:34:41 +0000 2017,8.561392640309821e+17,856139264030982144,"My great alma mater @LSEnews will surely start law courses on Gender, Sexuality &amp; Digital Consent..oh wait, they probably have that already?",False,"[0, 144]",[],[],"[{'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [20, 28]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8.561385575633388e+17,856138557563338752,137777900.0,137777900,subyroy,137777900.0,137777900,Dr Subroto Roy,subyroy,,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,https://t.co/TymxvoxqxN,"[{'url': 'https://t.co/TymxvoxqxN', 'expanded_url': 'http://www.independentindian.com', 'display_url': 'independentindian.com', 'indices': [0, 23]}]",[],False,2310.0,8.0,192.0,Tue Apr 27 18:49:13 +0000 2010,114039.0,,,False,False,165896.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1162002232444768261/PNZZ5frk_normal.jpg,https://pbs.twimg.com/profile_images/1162002232444768261/PNZZ5frk_normal.jpg,https://pbs.twimg.com/profile_banners/137777900/1423451016,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,regular,,,,,False,1.0,0.0,False,False,en,,,,,,,,,,
12,Sat Jan 25 00:40:36 +0000 2020,1220869039561441281,1220869039561441281,@cryptonews @KeyuJin @LSEnews China developing??,False,"[30, 48]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220855552558936e+18,1220855552558936065,9.409609268906476e+17,940960926890647553,cryptonews,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'cryptonews', 'name': 'Cryptonews.com', 'id': 940960926890647553, 'id_str': '940960926890647553', 'indices': [0, 11]}, {'screen_name': 'KeyuJin', 'name': 'Keyu Jin', 'id': 406236077, 'id_str': '406236077', 'indices': [12, 20]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [21, 29]}]",[],en,recent,966492393548660736,966492393548660736,Decentralised Cryptocurency Content,CryptoChris17,"New South Wales, Australia",Decentralised Cryptocurrency Content Science & Technology Business & Finance / Geo Politics/ History & Blockchain,,[],False,477,1490,5,Thu Feb 22 01:58:37 +0000 2018,14522,,,False,False,12674,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1041138761424265216/4YbQyo6g_normal.jpg,https://pbs.twimg.com/profile_images/1041138761424265216/4YbQyo6g_normal.jpg,https://pbs.twimg.com/profile_banners/966492393548660736/1537113710,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Fri Jan 24 23:00:31 +0000 2020,1220843853718016000,1220843853718016000,@jeannefirth @azeiderman @LSEGeography @LSEnews Congrats Dr Firth!,False,"[48, 66]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206746036657766e+18,1220674603665776641,436883450.0,436883450,jeannefirth,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jeannefirth', 'name': 'Jeanne K Firth 🌾', 'id': 436883450, 'id_str': '436883450', 'indices': [0, 12]}, {'screen_name': 'azeiderman', 'name': 'Austin Zeiderman', 'id': 95979082, 'id_str': '95979082', 'indices': [13, 24]}, {'screen_name': 'LSEGeography', 'name': 'LSE Geography & Environment', 'id': 240262055, 'id_str': '240262055', 'indices': [25, 38]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [39, 47]}]",[],en,recent,2301497281,2301497281,skinny lightskin,homochrysalis,"Santa Cruz, CA","Humanimal melanating environmental studies for eco-social justice. @UCSC grad student. Black, white, and (eating) green. Nam myoho renge kyo. #BlackMinimalism",https://t.co/DMvXDMME4n,[],False,241,1248,6,Mon Jan 20 14:24:40 +0000 2014,1765,,,False,False,1166,,False,False,False,00688B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1108212621323300864/y782ICwv_normal.png,https://pbs.twimg.com/profile_images/1108212621323300864/y782ICwv_normal.png,https://pbs.twimg.com/profile_banners/2301497281/1467665656,0084B4,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/DMvXDMME4n', 'expanded_url': 'http://homochrysalis.com', 'display_url': 'homochrysalis.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Fri Jan 24 15:29:40 +0000 2020,1220730394192097280,1220730394192097280,@salma_raheem @azeiderman @LSEGeography @LSEnews Absolutely! Congrats to you DR. @salma_raheem,False,"[49, 94]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207224918171894e+18,1220722491817189387,2940629507.0,2940629507,salma_raheem,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'salma_raheem', 'name': 'Dr. Salma Raheem', 'id': 2940629507, 'id_str': '2940629507', 'indices': [0, 13]}, {'screen_name': 'azeiderman', 'name': 'Austin Zeiderman', 'id': 95979082, 'id_str': '95979082', 'indices': [14, 25]}, {'screen_name': 'LSEGeography', 'name': 'LSE Geography & Environment', 'id': 240262055, 'id_str': '240262055', 'indices': [26, 39]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [40, 48]}, {'screen_name': 'salma_raheem', 'name': 'Dr. Salma Raheem', 'id': 2940629507, 'id_str': '2940629507', 'indices': [81, 94]}]",[],en,recent,436883450,436883450,Jeanne K Firth 🌾,jeannefirth,"London, New Orleans",Food + Agriculture | PhD Human Geography & Environment London School of Economics | Grow Dat Youth Farm,https://t.co/VnciDjn0Xg,[],False,861,3472,11,Wed Dec 14 18:04:01 +0000 2011,4846,,,False,False,643,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1084892608269348864/-Figkh6Z_normal.jpg,https://pbs.twimg.com/profile_images/1084892608269348864/-Figkh6Z_normal.jpg,https://pbs.twimg.com/profile_banners/436883450/1446802070,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/VnciDjn0Xg', 'expanded_url': 'http://www.jeannefirth.com', 'display_url': 'jeannefirth.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Fri Jan 24 14:58:02 +0000 2020,1220722431830175754,1220722431830175754,@TatianaCary @azeiderman @LSEGeography @LSEnews Thank you Tatiana! It’s been great to be in conversation with you about this research. Hope our paths cross soon.,False,"[48, 161]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207222481239327e+18,1220722248123932673,3197544024.0,3197544024,TatianaCary,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TatianaCary', 'name': 'Tatiana Cary', 'id': 3197544024, 'id_str': '3197544024', 'indices': [0, 12]}, {'screen_name': 'azeiderman', 'name': 'Austin Zeiderman', 'id': 95979082, 'id_str': '95979082', 'indices': [13, 24]}, {'screen_name': 'LSEGeography', 'name': 'LSE Geography & Environment', 'id': 240262055, 'id_str': '240262055', 'indices': [25, 38]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [39, 47]}]",[],en,recent,436883450,436883450,Jeanne K Firth 🌾,jeannefirth,"London, New Orleans",Food + Agriculture | PhD Human Geography & Environment London School of Economics | Grow Dat Youth Farm,https://t.co/VnciDjn0Xg,[],False,861,3472,11,Wed Dec 14 18:04:01 +0000 2011,4846,,,False,False,643,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1084892608269348864/-Figkh6Z_normal.jpg,https://pbs.twimg.com/profile_images/1084892608269348864/-Figkh6Z_normal.jpg,https://pbs.twimg.com/profile_banners/436883450/1446802070,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/VnciDjn0Xg', 'expanded_url': 'http://www.jeannefirth.com', 'display_url': 'jeannefirth.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Fri Jan 24 14:57:18 +0000 2020,1220722248123932673,1220722248123932673,@jeannefirth @azeiderman @LSEGeography @LSEnews Huge congrats!!!,False,"[48, 64]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206746036657766e+18,1220674603665776641,436883450.0,436883450,jeannefirth,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'jeannefirth', 'name': 'Jeanne K Firth 🌾', 'id': 436883450, 'id_str': '436883450', 'indices': [0, 12]}, {'screen_name': 'azeiderman', 'name': 'Austin Zeiderman', 'id': 95979082, 'id_str': '95979082', 'indices': [13, 24]}, {'screen_name': 'LSEGeography', 'name': 'LSE Geography & Environment', 'id': 240262055, 'id_str': '240262055', 'indices': [25, 38]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [39, 47]}]",[],en,recent,3197544024,3197544024,Tatiana Cary,TatianaCary,"Edinburgh, Scotland",Social Policy PhD at @EdinburghUni and venture manager at @AshokaUK | @LSEGenderTweet alumna | researching gender/philanthropy/social change | views all mine,,[],False,188,886,1,Sat May 16 15:11:17 +0000 2015,187,,,False,False,6,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/781451617098924032/LkToGM_9_normal.jpg,https://pbs.twimg.com/profile_images/781451617098924032/LkToGM_9_normal.jpg,https://pbs.twimg.com/profile_banners/3197544024/1473888724,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Fri Jan 24 11:58:02 +0000 2020,1220677132348796936,1220677132348796936,@jeannefirth @azeiderman @LSEGeography @LSEnews Great news! Congratulations!,False,"[48, 76]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2206746036657766e+18,1220674603665776641,436883450.0,436883450,jeannefirth,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'jeannefirth', 'name': 'Jeanne K Firth 🌾', 'id': 436883450, 'id_str': '436883450', 'indices': [0, 12]}, {'screen_name': 'azeiderman', 'name': 'Austin Zeiderman', 'id': 95979082, 'id_str': '95979082', 'indices': [13, 24]}, {'screen_name': 'LSEGeography', 'name': 'LSE Geography & Environment', 'id': 240262055, 'id_str': '240262055', 'indices': [25, 38]}, {'screen_name': 'LSEnews', 'name': 'LSE', 'id': 155924984, 'id_str': '155924984', 'indices': [39, 47]}]",[],en,recent,2867348583,2867348583,Do Young Oh,dy_oh,London,Research Officer @LSESEAC and @LSEMiddleEast. PhD in Regional and Urban Planning (2018) working on urbanisation processes in East Asia,,[],False,370,461,12,Sat Nov 08 13:58:17 +0000 2014,1349,,,True,False,281,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1057754197800689666/KiKS2gPd_normal.jpg,https://pbs.twimg.com/profile_images/1057754197800689666/KiKS2gPd_normal.jpg,https://pbs.twimg.com/profile_banners/2867348583/1425607696,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
