,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,user.profile_banner_url,retweeted_status.user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls
23,Thu Jan 23 18:09:30 +0000 2020,1220408230142271490,1220408230142271490,"RT @IUPUI: They're riding the campus center escalators

  🐆                         🦆                               
  📈            🐇…",False,"[0, 134]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,19,0,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [3, 9]}]",[],en,recent,19998349,19998349,O'Neill School at IUPUI,ONeill_Indy,"Indianapolis, Indiana",The O'Neill School of Public and Environmental Affairs at IUPUI. Students at the O'Neill School major in making a difference.,https://t.co/iIpd6ZTGBr,[],False,3985,1140,135,Tue Feb 03 19:55:06 +0000 2009,2441,,,True,False,8042,,False,False,False,000000,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/1102570152988692480/meG-sjcW_normal.png,https://pbs.twimg.com/profile_images/1102570152988692480/meG-sjcW_normal.png,990000,000000,000000,000000,False,False,False,False,False,False,False,none,Thu Jan 23 17:02:53 +0000 2020,1.2203914632442552e+18,1220391463244255232,"They're riding the campus center escalators

  🐆                         🦆                               
  📈            🐇       📉    🐊
                     📉                📈                    
🐌                         🐿️ 
📉                          📈",False,"[0, 254]",[],[],[],[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,10086382.0,10086382,IUPUI,IUPUI,"Indianapolis, IN",Indiana's premier urban public research institution. IU & Purdue degrees in the ❤️ of Indianapolis.,https://t.co/LLvFy8Dn9r,[],False,36781.0,3124.0,383.0,Fri Nov 09 02:29:23 +0000 2007,5749.0,,,True,True,27924.0,,False,False,False,7D110C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1122880368753950721/gmDWN4Xl_normal.png,https://pbs.twimg.com/profile_images/1122880368753950721/gmDWN4Xl_normal.png,7D110C,000000,AF906A,000000,False,False,False,False,False,False,False,none,,,,,False,19.0,167.0,False,False,en,"[{'url': 'https://t.co/iIpd6ZTGBr', 'expanded_url': 'https://oneill.iupui.edu/', 'display_url': 'oneill.iupui.edu', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/19998349/1516829135,https://pbs.twimg.com/profile_banners/10086382/1566572776,,,,,,,,,,,"[{'url': 'https://t.co/LLvFy8Dn9r', 'expanded_url': 'http://www.iupui.edu', 'display_url': 'iupui.edu', 'indices': [0, 23]}]"
24,Thu Jan 23 18:03:07 +0000 2020,1220406621123371010,1220406621123371010,"RT @IUPUI: They're riding the campus center escalators

  🐆                         🦆                               
  📈            🐇…",False,"[0, 134]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,19,0,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [3, 9]}]",[],en,recent,32796073,32796073,Andrea Zeek,andreazeek,"Indianapolis, IN",Science writer & media relations for the health and human sciences @IUNewsroom. Proud @BSUCCIM & @IUMediaSchool grad. 👩🏼‍💻🤳@IULifeSci,,[],False,704,742,43,Sat Apr 18 05:01:33 +0000 2009,3180,,,True,False,3840,,False,False,False,000000,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1146173891666173954/EsJdgOQS_normal.jpg,https://pbs.twimg.com/profile_images/1146173891666173954/EsJdgOQS_normal.jpg,FA7268,000000,000000,000000,False,False,False,False,False,False,False,none,Thu Jan 23 17:02:53 +0000 2020,1.2203914632442552e+18,1220391463244255232,"They're riding the campus center escalators

  🐆                         🦆                               
  📈            🐇       📉    🐊
                     📉                📈                    
🐌                         🐿️ 
📉                          📈",False,"[0, 254]",[],[],[],[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,10086382.0,10086382,IUPUI,IUPUI,"Indianapolis, IN",Indiana's premier urban public research institution. IU & Purdue degrees in the ❤️ of Indianapolis.,https://t.co/LLvFy8Dn9r,[],False,36781.0,3124.0,383.0,Fri Nov 09 02:29:23 +0000 2007,5749.0,,,True,True,27924.0,,False,False,False,7D110C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1122880368753950721/gmDWN4Xl_normal.png,https://pbs.twimg.com/profile_images/1122880368753950721/gmDWN4Xl_normal.png,7D110C,000000,AF906A,000000,False,False,False,False,False,False,False,none,,,,,False,19.0,167.0,False,False,en,,https://pbs.twimg.com/profile_banners/32796073/1578502413,https://pbs.twimg.com/profile_banners/10086382/1566572776,,,,,,,,,,,"[{'url': 'https://t.co/LLvFy8Dn9r', 'expanded_url': 'http://www.iupui.edu', 'display_url': 'iupui.edu', 'indices': [0, 23]}]"
25,Thu Jan 23 18:01:21 +0000 2020,1220406179572191233,1220406179572191233,"RT @IUPUI: They're riding the campus center escalators

  🐆                         🦆                               
  📈            🐇…",False,"[0, 134]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,19,0,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [3, 9]}]",[],en,recent,70727217,70727217,Zach Smith,ZacharyTSmith,"Indianapolis, IN",#IU Asst. Dir. of State Relations ⚪️🔴 @IUPUI @ONeill_Indy '15 MPA & @MissouriState '10 (BS Poli Sci) alum. @FTCSC School Board Member. My tweets are my own.,,[],False,302,840,9,Tue Sep 01 16:57:30 +0000 2009,1501,,,True,False,1432,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1173969755650351104/W3VTxt7V_normal.jpg,https://pbs.twimg.com/profile_images/1173969755650351104/W3VTxt7V_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Thu Jan 23 17:02:53 +0000 2020,1.2203914632442552e+18,1220391463244255232,"They're riding the campus center escalators

  🐆                         🦆                               
  📈            🐇       📉    🐊
                     📉                📈                    
🐌                         🐿️ 
📉                          📈",False,"[0, 254]",[],[],[],[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,10086382.0,10086382,IUPUI,IUPUI,"Indianapolis, IN",Indiana's premier urban public research institution. IU & Purdue degrees in the ❤️ of Indianapolis.,https://t.co/LLvFy8Dn9r,[],False,36781.0,3124.0,383.0,Fri Nov 09 02:29:23 +0000 2007,5749.0,,,True,True,27924.0,,False,False,False,7D110C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1122880368753950721/gmDWN4Xl_normal.png,https://pbs.twimg.com/profile_images/1122880368753950721/gmDWN4Xl_normal.png,7D110C,000000,AF906A,000000,False,False,False,False,False,False,False,none,,,,,False,19.0,167.0,False,False,en,,https://pbs.twimg.com/profile_banners/70727217/1535124010,https://pbs.twimg.com/profile_banners/10086382/1566572776,,,,,,,,,,,"[{'url': 'https://t.co/LLvFy8Dn9r', 'expanded_url': 'http://www.iupui.edu', 'display_url': 'iupui.edu', 'indices': [0, 23]}]"
28,Thu Jan 23 17:32:08 +0000 2020,1220398825841537025,1220398825841537025,@IUPUI Whoever runs this needs a raise bc this is HIGH tier QUALITY content 👏👏,False,"[7, 78]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203914632442552e+18,1220391463244255232,10086382.0,10086382,IUPUI,,,,,False,0,10,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [0, 6]}]",[],en,recent,3097640424,3097640424,Zachary,7h470n3074ku,"Indiana, USA",IUPUI Geology (It rocks!),,[],False,58,528,0,Thu Mar 19 10:40:13 +0000 2015,6987,,,False,False,1505,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1076137102885175296/ZwG323-1_normal.jpg,https://pbs.twimg.com/profile_images/1076137102885175296/ZwG323-1_normal.jpg,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/3097640424/1514417544,,,,,,,,,,,,
29,Thu Jan 23 17:31:17 +0000 2020,1220398609730019329,1220398609730019329,"RT @IUPUI: They're riding the campus center escalators

  🐆                         🦆                               
  📈            🐇…",False,"[0, 134]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,19,0,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [3, 9]}]",[],en,recent,3097640424,3097640424,Zachary,7h470n3074ku,"Indiana, USA",IUPUI Geology (It rocks!),,[],False,58,528,0,Thu Mar 19 10:40:13 +0000 2015,6987,,,False,False,1505,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1076137102885175296/ZwG323-1_normal.jpg,https://pbs.twimg.com/profile_images/1076137102885175296/ZwG323-1_normal.jpg,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,Thu Jan 23 17:02:53 +0000 2020,1.2203914632442552e+18,1220391463244255232,"They're riding the campus center escalators

  🐆                         🦆                               
  📈            🐇       📉    🐊
                     📉                📈                    
🐌                         🐿️ 
📉                          📈",False,"[0, 254]",[],[],[],[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,10086382.0,10086382,IUPUI,IUPUI,"Indianapolis, IN",Indiana's premier urban public research institution. IU & Purdue degrees in the ❤️ of Indianapolis.,https://t.co/LLvFy8Dn9r,[],False,36781.0,3124.0,383.0,Fri Nov 09 02:29:23 +0000 2007,5749.0,,,True,True,27924.0,,False,False,False,7D110C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1122880368753950721/gmDWN4Xl_normal.png,https://pbs.twimg.com/profile_images/1122880368753950721/gmDWN4Xl_normal.png,7D110C,000000,AF906A,000000,False,False,False,False,False,False,False,none,,,,,False,19.0,167.0,False,False,en,,https://pbs.twimg.com/profile_banners/3097640424/1514417544,https://pbs.twimg.com/profile_banners/10086382/1566572776,,,,,,,,,,,"[{'url': 'https://t.co/LLvFy8Dn9r', 'expanded_url': 'http://www.iupui.edu', 'display_url': 'iupui.edu', 'indices': [0, 23]}]"
34,Thu Jan 23 17:00:48 +0000 2020,1220390937840537600,1220390937840537600,"RT @IJfsc: Hi, we are the IUPUI Jewish Faculty and Staff Council.  Follow us to be updated on relevant events, resources, and general Jewis…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'IJfsc', 'name': 'IUPUI_JFSC', 'id': 1220383935835885569, 'id_str': '1220383935835885569', 'indices': [3, 9]}]",[],en,recent,480037192,480037192,Jason Organ,OrganJM,"Indianapolis, IN",Musculoskeletal biologist at Indiana Univ and editor/writer at @SciCommPLOS. Tweets are my own. Likes & follows are not endorsements. #scicomm #AnatomySciComm,https://t.co/Br7gOU0Chf,[],False,1484,1965,31,Wed Feb 01 02:00:35 +0000 2012,8633,,,True,False,3565,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/879022732242857984/q1yS4_lZ_normal.jpg,https://pbs.twimg.com/profile_images/879022732242857984/q1yS4_lZ_normal.jpg,191970,000000,000000,000000,False,True,False,False,False,False,False,none,Thu Jan 23 17:00:00 +0000 2020,1.2203907377261363e+18,1220390737726136325,"Hi, we are the IUPUI Jewish Faculty and Staff Council.  Follow us to be updated on relevant events, resources, and general Jewish life on campus.  cc @IUPUI @OrganJM @dr_jfprice @IU_OVPDEMA @ENGAGEIUPUI @IUPUIStuAffairs",False,"[0, 219]",[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [150, 156]}, {'screen_name': 'OrganJM', 'name': 'Jason Organ', 'id': 480037192, 'id_str': '480037192', 'indices': [157, 165]}, {'screen_name': 'dr_jfprice', 'name': 'Jeremy Price', 'id': 762648294338146304, 'id_str': '762648294338146304', 'indices': [166, 177]}, {'screen_name': 'IU_OVPDEMA', 'name': 'Indiana Diversity', 'id': 378098399, 'id_str': '378098399', 'indices': [178, 189]}, {'screen_name': 'ENGAGEIUPUI', 'name': 'ENGAGE IUPUI', 'id': 370426366, 'id_str': '370426366', 'indices': [190, 202]}, {'screen_name': 'IUPUIStuAffairs', 'name': 'IUPUI Student Affairs', 'id': 777842785068130304, 'id_str': '777842785068130304', 'indices': [203, 219]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.2203839358358856e+18,1220383935835885569,IUPUI_JFSC,IJfsc,,"The Jewish Faculty and Staff Council seeks to represent, connect & support the Jewish faculty and staff at IUPUI. Email: jfscindy@iupui.edu",https://t.co/otFbTiiUZg,[],False,5.0,6.0,0.0,Thu Jan 23 16:33:07 +0000 2020,1.0,,,False,False,5.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220387266591444992/Y71OsouA_normal.jpg,https://pbs.twimg.com/profile_images/1220387266591444992/Y71OsouA_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,2.0,False,False,en,"[{'url': 'https://t.co/Br7gOU0Chf', 'expanded_url': 'http://blogs.plos.org/scicomm', 'display_url': 'blogs.plos.org/scicomm', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/480037192/1458566486,https://pbs.twimg.com/profile_banners/1220383935835885569/1579797973,,,,,,,,,,,"[{'url': 'https://t.co/otFbTiiUZg', 'expanded_url': 'https://diversity.iupui.edu/faculty-staff/jewish-fsc/index.html', 'display_url': 'diversity.iupui.edu/faculty-staff/…', 'indices': [0, 23]}]"
35,Thu Jan 23 17:00:00 +0000 2020,1220390737726136325,1220390737726136325,"Hi, we are the IUPUI Jewish Faculty and Staff Council.  Follow us to be updated on relevant events, resources, and general Jewish life on campus.  cc @IUPUI @OrganJM @dr_jfprice @IU_OVPDEMA @ENGAGEIUPUI @IUPUIStuAffairs",False,"[0, 219]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,2,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [150, 156]}, {'screen_name': 'OrganJM', 'name': 'Jason Organ', 'id': 480037192, 'id_str': '480037192', 'indices': [157, 165]}, {'screen_name': 'dr_jfprice', 'name': 'Jeremy Price', 'id': 762648294338146304, 'id_str': '762648294338146304', 'indices': [166, 177]}, {'screen_name': 'IU_OVPDEMA', 'name': 'Indiana Diversity', 'id': 378098399, 'id_str': '378098399', 'indices': [178, 189]}, {'screen_name': 'ENGAGEIUPUI', 'name': 'ENGAGE IUPUI', 'id': 370426366, 'id_str': '370426366', 'indices': [190, 202]}, {'screen_name': 'IUPUIStuAffairs', 'name': 'IUPUI Student Affairs', 'id': 777842785068130304, 'id_str': '777842785068130304', 'indices': [203, 219]}]",[],en,recent,1220383935835885569,1220383935835885569,IUPUI_JFSC,IJfsc,,"The Jewish Faculty and Staff Council seeks to represent, connect & support the Jewish faculty and staff at IUPUI. Email: jfscindy@iupui.edu",https://t.co/otFbTiiUZg,[],False,5,6,0,Thu Jan 23 16:33:07 +0000 2020,1,,,False,False,5,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220387266591444992/Y71OsouA_normal.jpg,https://pbs.twimg.com/profile_images/1220387266591444992/Y71OsouA_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/otFbTiiUZg', 'expanded_url': 'https://diversity.iupui.edu/faculty-staff/jewish-fsc/index.html', 'display_url': 'diversity.iupui.edu/faculty-staff/…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1220383935835885569/1579797973,,,,,,,,,,,,
36,Thu Jan 23 16:01:35 +0000 2020,1220376036619227137,1220376036619227137,@IUPUI Mascot-related tragedy?,False,"[7, 30]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203442667210383e+18,1220344266721038337,10086382.0,10086382,IUPUI,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [0, 6]}]",[],en,recent,304694724,304694724,Christina Molinari,ChristiMolinari,,"Dog mom and Olympics enthusiast

IUPUI '20, PRSSA, Model UN, Alpha Phi Omega",,[],False,187,375,1,Tue May 24 23:31:12 +0000 2011,3422,,,True,False,934,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1213839153219227648/bmsUgzTg_normal.jpg,https://pbs.twimg.com/profile_images/1213839153219227648/bmsUgzTg_normal.jpg,93A644,EEEEEE,FFFFFF,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/304694724/1427220630,,,,,,,,,,,,
37,Thu Jan 23 15:24:37 +0000 2020,1220366734714200066,1220366734714200066,@Prof_JJohnson @JaclynPiatak @IUPUI @IndianaUniv Something like that for in-home. They couldn't find someone on short notice when we needed so they got us into KinderCare and I think it was $15/day.,False,"[49, 198]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220365819479298e+18,1220365819479298048,846633098.0,846633098,Prof_JJohnson,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Prof_JJohnson', 'name': 'J. McGinnis Johnson', 'id': 846633098, 'id_str': '846633098', 'indices': [0, 14]}, {'screen_name': 'JaclynPiatak', 'name': 'Jaclyn Piatak', 'id': 2510595744, 'id_str': '2510595744', 'indices': [15, 28]}, {'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [29, 35]}, {'screen_name': 'IndianaUniv', 'name': 'Indiana University', 'id': 100367386, 'id_str': '100367386', 'indices': [36, 48]}]",[],en,recent,344482834,344482834,Dr. Jamie Levine Daniel,jamielevdan,,"Assistant Professor, Nonprofit Management, O'Neill School of Pub/Env Afrs IUPUI. Baker. Runner. Crocheter. Lifelong CLE sports fan.",,[],False,777,1263,14,Fri Jul 29 03:50:43 +0000 2011,2834,,,True,False,5028,,False,False,False,F2EEEF,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1198110824855822336/b9OOulA3_normal.jpg,https://pbs.twimg.com/profile_images/1198110824855822336/b9OOulA3_normal.jpg,9266CC,8BA7C4,FAFAFA,7B8894,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/344482834/1540758223,,,,,,,,,,,,
38,Thu Jan 23 15:13:27 +0000 2020,1220363923620343810,1220363923620343810,"Congratulations to Bailey Richie on her acceptance to Indiana University Purdue University Indianapolis! Awesome job, Bailey! #CHSBearPride @IUPUIJaguars @IUPUI",False,"[0, 160]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,,,,,False,0,1,False,False,en,"[{'text': 'CHSBearPride', 'indices': [126, 139]}]",[],"[{'screen_name': 'IUPUIJaguars', 'name': 'IUPUI Jaguars', 'id': 45624510, 'id_str': '45624510', 'indices': [140, 153]}, {'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [154, 160]}]",[],en,recent,364848040,364848040,Central Counselors,centralguidance,"Evansville, IN","The counselors @ Central HS are tweeting & sharing college & career planning info daily, as well as celebrating our students' plans for after high school!",https://t.co/wcnJLA7Mo9,[],False,610,285,11,Tue Aug 30 13:03:39 +0000 2011,986,,,True,False,3927,,False,False,False,000000,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,False,http://pbs.twimg.com/profile_images/753741441122365445/idqcuSr6_normal.jpg,https://pbs.twimg.com/profile_images/753741441122365445/idqcuSr6_normal.jpg,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/wcnJLA7Mo9', 'expanded_url': 'http://www.evscschools.com/Central', 'display_url': 'evscschools.com/Central', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/364848040/1534167140,,,,,,,,,,,,
41,Thu Jan 23 14:54:06 +0000 2020,1220359054255628288,1220359054255628288,"@Jacob_Labendz @supergutman @IUPUISchoolOfEd @IUPUI .@Jacob_Labendz, you may be a good person to work with for a Midwest tour. Not this year, but maybe in the future...",False,"[52, 168]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203588509577175e+18,1220358850957717504,7.626482943381463e+17,762648294338146304,dr_jfprice,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Jacob_Labendz', 'name': 'Jacob Labendz', 'id': 215954615, 'id_str': '215954615', 'indices': [0, 14]}, {'screen_name': 'supergutman', 'name': 'Marlon Solomon', 'id': 227127135, 'id_str': '227127135', 'indices': [15, 27]}, {'screen_name': 'IUPUISchoolOfEd', 'name': 'IU School of Ed-IUPUI', 'id': 418767888, 'id_str': '418767888', 'indices': [28, 44]}, {'screen_name': 'IUPUI', 'name': 'IUPUI', 'id': 10086382, 'id_str': '10086382', 'indices': [45, 51]}, {'screen_name': 'Jacob_Labendz', 'name': 'Jacob Labendz', 'id': 215954615, 'id_str': '215954615', 'indices': [53, 67]}]",[],en,recent,762648294338146304,762648294338146304,Jeremy Price,dr_jfprice,"Myaamionki \ Indianapolis, IN","Assistant Professor of Technology, Innovation and Pedagogy at the @IUPUISchoolOfEd. Chair of @IUPUI Jewish Fac Staff Council. Words my own.",https://t.co/lj8s6om3jN,[],False,1377,1724,4,Mon Aug 08 13:54:57 +0000 2016,47026,,,True,False,19428,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1179484519688278016/YBh9W8nD_normal.jpg,https://pbs.twimg.com/profile_images/1179484519688278016/YBh9W8nD_normal.jpg,990000,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/lj8s6om3jN', 'expanded_url': 'https://education.iupui.edu/faculty-research/faculty-directory/price-jeremy.html', 'display_url': 'education.iupui.edu/faculty-resear…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/762648294338146304/1576246522,,,,,,,,,,,,
