,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place
149,Tue Jan 21 19:26:23 +0000 2020,1219702801401434112,1219702801401434112,RT @NCState: Just found out it’s #NationalSquirrelAppreciationDay. We know y’all have campus squirrel pics you want to share. 🐿👀🐺,False,"[0, 129]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'NationalSquirrelAppreciationDay', 'indices': [33, 65]}]",[],"[{'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [3, 11]}]",[],en,recent,110735635,110735635,NC State CALS,NCStateCALS,"Raleigh, North Carolina",College of Agriculture & Life Sciences at @NCState. We create & extend new knowledge that transforms challenges into agricultural & life sciences opportunities.,https://t.co/LZyZEmJLYj,[],False,6486,2714,153,Tue Feb 02 16:00:03 +0000 2010,3939,,,True,False,9169,,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,http://pbs.twimg.com/profile_images/1194268382792536064/aCDyZZU__normal.jpg,https://pbs.twimg.com/profile_images/1194268382792536064/aCDyZZU__normal.jpg,7D8C1F,FFFFFF,DAECF4,663B12,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/LZyZEmJLYj', 'expanded_url': 'http://cals.ncsu.edu', 'display_url': 'cals.ncsu.edu', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/110735635/1573570747,,,,,,,,,,,Tue Jan 21 17:11:06 +0000 2020,1.2196687571503022e+18,1219668757150302213,Just found out it’s #NationalSquirrelAppreciationDay. We know y’all have campus squirrel pics you want to share. 🐿👀🐺,False,"[0, 116]","[{'text': 'NationalSquirrelAppreciationDay', 'indices': [20, 52]}]",[],[],[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,487624974.0,487624974,NC State University,NCState,"Raleigh, NC 27695","NC State creates societal, economic and intellectual prosperity. Follow us to see how we #ThinkAndDo.",https://t.co/3IiI9soC1J,"[{'url': 'https://t.co/3IiI9soC1J', 'expanded_url': 'http://ncsu.edu', 'display_url': 'ncsu.edu', 'indices': [0, 23]}]",[],False,121848.0,416.0,681.0,Thu Feb 09 15:27:51 +0000 2012,4289.0,,,False,True,22053.0,,False,False,False,CC0000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1194387922436292609/iLNd57-Y_normal.jpg,https://pbs.twimg.com/profile_images/1194387922436292609/iLNd57-Y_normal.jpg,https://pbs.twimg.com/profile_banners/487624974/1573659546,CC0000,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,False,2.0,48.0,False,False,en,
152,Tue Jan 21 16:17:52 +0000 2020,1219655360480452608,1219655360480452608,@NCState Facts.  Those are just my go-to ones.  😍😍,False,"[9, 50]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2196284399776154e+18,1219628439977615360,487624974.0,487624974,NCState,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [0, 8]}]",[],en,recent,1398791228,1398791228,Heather Renee,NCStateDiva15,"Raleigh, NC","Former softball player ⚾, NC State alum 🔴⚪, Carolina Panthers 💙🖤 & NC State Wolfpack fan 🐺🐾.  God favors me!  Home is Lillington, NC  910 ➡ 919",,[],False,648,980,13,Fri May 03 04:01:28 +0000 2013,71550,,,True,False,44257,,False,False,False,FCF9FC,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1206447520601321472/_PMItXag_normal.jpg,https://pbs.twimg.com/profile_images/1206447520601321472/_PMItXag_normal.jpg,8600B3,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1398791228/1577685856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Tue Jan 21 14:02:07 +0000 2020,1219621198474240002,1219621198474240002,@NCState Cookies 'n' cream or chocolate chip mint!,False,"[9, 50]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2196201606899794e+18,1219620160689979395,487624974.0,487624974,NCState,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [0, 8]}]",[],en,recent,1398791228,1398791228,Heather Renee,NCStateDiva15,"Raleigh, NC","Former softball player ⚾, NC State alum 🔴⚪, Carolina Panthers 💙🖤 & NC State Wolfpack fan 🐺🐾.  God favors me!  Home is Lillington, NC  910 ➡ 919",,[],False,648,980,13,Fri May 03 04:01:28 +0000 2013,71550,,,True,False,44257,,False,False,False,FCF9FC,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1206447520601321472/_PMItXag_normal.jpg,https://pbs.twimg.com/profile_images/1206447520601321472/_PMItXag_normal.jpg,8600B3,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1398791228/1577685856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Tue Jan 21 13:22:10 +0000 2020,1219611141636349953,1219611141636349953,@NCState Only if it's Howling Cow!  👍😉🐺🐾🔴⚪,False,"[9, 42]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2196080772524892e+18,1219608077252489219,487624974.0,487624974,NCState,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [0, 8]}]",[],en,recent,1398791228,1398791228,Heather Renee,NCStateDiva15,"Raleigh, NC","Former softball player ⚾, NC State alum 🔴⚪, Carolina Panthers 💙🖤 & NC State Wolfpack fan 🐺🐾.  God favors me!  Home is Lillington, NC  910 ➡ 919",,[],False,648,980,13,Fri May 03 04:01:28 +0000 2013,71550,,,True,False,44257,,False,False,False,FCF9FC,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1206447520601321472/_PMItXag_normal.jpg,https://pbs.twimg.com/profile_images/1206447520601321472/_PMItXag_normal.jpg,8600B3,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1398791228/1577685856,161d2f18e3a0445a,https://api.twitter.com/1.1/geo/id/161d2f18e3a0445a.json,city,Raleigh,"Raleigh, NC",US,United States,[],Polygon,"[[[-78.818343, 35.7158045], [-78.497331, 35.7158045], [-78.497331, 35.9721579], [-78.818343, 35.9721579]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Tue Jan 21 02:11:28 +0000 2020,1219442356023328768,1219442356023328768,"I know exactly who needs to hear this: if any member of my family who went to @NCState (we’re 10/14 on 🍑s side) texts or calls me tonight, with the exception of 🍑 herself, I’ll be deleting their contact information.",False,"[0, 215]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [78, 86]}]",[],en,recent,26565941,26565941,Raleigh Anne Gray,RAGrayUSA,#UpInTheAir,#TeamWass 🧡⚽️🏀🏈⚾️❤️ @MustSportsLLC Formerly @PlayersTribune @twitter @ESPN 🏢 Alum @UVa @VanderbiltOwen👩🏼‍🎓 @jgrayusa23 Fan Cub Pres 🤗 #MustLoveSports,https://t.co/IofaSfKyWm,[],False,6679,1281,100,Wed Mar 25 19:10:49 +0000 2009,26507,,,True,False,11953,,False,False,False,CFDCE5,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/698368007760965633/dbtqVLff_normal.jpg,https://pbs.twimg.com/profile_images/698368007760965633/dbtqVLff_normal.jpg,E81C4F,000000,BC7B99,F38FA9,True,True,False,False,False,False,False,regular,"[{'url': 'https://t.co/IofaSfKyWm', 'expanded_url': 'http://mustlovesports.com', 'display_url': 'mustlovesports.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/26565941/1555003447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Tue Jan 21 00:00:09 +0000 2020,1219409307646734337,1219409307646734337,@BigweatherABC11 @NCState the wife &amp; I saw it. dogs thought we we nuts going out in the yard at night.,False,"[26, 106]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2192145203354583e+18,1219214520335458305,229260188.0,229260188,BigweatherABC11,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BigweatherABC11', 'name': 'Don Schwenneker', 'id': 229260188, 'id_str': '229260188', 'indices': [0, 16]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [17, 25]}]",[],en,recent,1137373160502784003,1137373160502784003,KJVan,KevvanV,apex,sports sports ncstate,,[],False,0,98,0,Sat Jun 08 14:57:47 +0000 2019,14,,,False,False,176,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1137373468406628352/EvqFpZ1r_normal.jpg,https://pbs.twimg.com/profile_images/1137373468406628352/EvqFpZ1r_normal.jpg,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Mon Jan 20 22:46:04 +0000 2020,1219390665701908480,1219390665701908480,@AJTMH @NCState @TheWaterTrust @ASTMH Well done all (And of course tagging @NCSUGlobalWaSH)! Looking forward to digging into this and looking at our comparable data in Ghana soon!,False,"[38, 179]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219350581405528e+18,1219350581405528066,429407896.0,429407896,AJTMH,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'AJTMH', 'name': 'Am J Trop Med Hyg', 'id': 429407896, 'id_str': '429407896', 'indices': [0, 6]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [7, 15]}, {'screen_name': 'TheWaterTrust', 'name': 'The Water Trust', 'id': 52732589, 'id_str': '52732589', 'indices': [16, 30]}, {'screen_name': 'ASTMH', 'name': 'ASTMH', 'id': 75322835, 'id_str': '75322835', 'indices': [31, 37]}, {'screen_name': 'NCSUGlobalWaSH', 'name': 'NC State Global WaSH', 'id': 906148916621705216, 'id_str': '906148916621705216', 'indices': [75, 90]}]",[],en,recent,592943844,592943844,Ben Tidwell,_bentidwell,"Baltimore, MD",WASH Behavioral Sci Lead & Researcher @WorldVision / Res Fellow @Kennedy_School / Designing behavioral interventions in orgs/communities / Behavioral typologies,https://t.co/T8RUtacMJR,[],False,486,412,8,Mon May 28 16:26:56 +0000 2012,3786,,,False,False,2865,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1044984190029221888/qXsfy8nO_normal.jpg,https://pbs.twimg.com/profile_images/1044984190029221888/qXsfy8nO_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/T8RUtacMJR', 'expanded_url': 'http://bentidwell.com', 'display_url': 'bentidwell.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/592943844/1557854959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Mon Jan 20 18:57:48 +0000 2020,1219333219365085184,1219333219365085184,@profblmkelley @BarbaraRansby @NCState I’m ashamed to say but I first learned of Ella Baker when I took your grad class in African-American history. I remember being appalled that I had not heard of her sooner.,False,"[39, 210]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192639436272312e+18,1219263943627231234,36401728.0,36401728,profblmkelley,,,,,False,1,4,False,False,en,[],[],"[{'screen_name': 'profblmkelley', 'name': 'Blair LM Kelley', 'id': 36401728, 'id_str': '36401728', 'indices': [0, 14]}, {'screen_name': 'BarbaraRansby', 'name': 'Barbara Ransby', 'id': 2300480005, 'id_str': '2300480005', 'indices': [15, 29]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [30, 38]}]",[],en,recent,198664918,198664918,North Carolina’s Finest,true2thestory,Where Black Excellence Is Made,N.C. State Alumna/Writer/Humanist/Trivia Winner/Avid Reader/Duke & N.C. State fan #BlueDevils #Wolfpack...,,[],False,121,100,4,Mon Oct 04 22:48:23 +0000 2010,4471,,,False,False,3247,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1186347687047815173/i6hBmNxJ_normal.jpg,https://pbs.twimg.com/profile_images/1186347687047815173/i6hBmNxJ_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Sat Jan 18 19:51:28 +0000 2020,1218621950441947143,1218621950441947143,@benmilstead @NCState @ClemsonFB *15 out of 16,False,"[33, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2186211132631736e+18,1218621113263173632,14266181.0,14266181,benmilstead,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'benmilstead', 'name': 'Ben Milstead', 'id': 14266181, 'id_str': '14266181', 'indices': [0, 12]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [13, 21]}, {'screen_name': 'ClemsonFB', 'name': 'Clemson Football', 'id': 1655877529, 'id_str': '1655877529', 'indices': [22, 32]}]",[],en,recent,212023591,212023591,Alston Meadows,damedsz,Raleigh/Chapel Hill,Clemson and UNC alum. Business analytics for @NHLCanes,,[],False,416,638,11,Thu Nov 04 22:49:29 +0000 2010,21625,,,True,False,18424,,False,False,False,DEAF42,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1190800054346559488/_Ocebkw7_normal.jpg,https://pbs.twimg.com/profile_images/1190800054346559488/_Ocebkw7_normal.jpg,89C9FA,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/212023591/1491535743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Sat Jan 18 18:31:02 +0000 2020,1218601708894457856,1218601708894457856,@vianey_lb @NCState @NCState_FER Yep! I actually just met Krishna last month. Rachel Cook is my PI. I’ve been digging into Bayesian analysis as I consider its potential use in some upcoming work.,False,"[33, 195]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.218571649517097e+18,1218571649517096962,1432138111.0,1432138111,vianey_lb,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'vianey_lb', 'name': 'Dr Vianey Leos(-)Barajas', 'id': 1432138111, 'id_str': '1432138111', 'indices': [0, 10]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [11, 19]}, {'screen_name': 'NCState_FER', 'name': 'FER @NC State', 'id': 2710746164, 'id_str': '2710746164', 'indices': [20, 32]}]",[],en,recent,1134088911783960577,1134088911783960577,Chris Cohrs,cohrsxyz,,Ph.D. student @ NCSU | Forestry | Soils | Environmental Resources | Remote Sensing | Geospatial Data Science | Husband | Father of Two (ages 0.5 and 3) | Sleepy,,[],False,47,349,1,Thu May 30 13:27:21 +0000 2019,513,,,False,False,323,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1151113893596585985/2RkymkHP_normal.jpg,https://pbs.twimg.com/profile_images/1151113893596585985/2RkymkHP_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1134088911783960577/1564053365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Sat Jan 18 16:31:35 +0000 2020,1218571649517096962,1218571649517096962,@cohrsxyz @NCState @NCState_FER I think so (I'm joint with stats as well). I work with Krishna Pacifici.,False,"[32, 104]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.218571127934587e+18,1218571127934586880,1.1340889117839606e+18,1134088911783960577,cohrsxyz,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'cohrsxyz', 'name': 'Chris Cohrs', 'id': 1134088911783960577, 'id_str': '1134088911783960577', 'indices': [0, 9]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [10, 18]}, {'screen_name': 'NCState_FER', 'name': 'FER @NC State', 'id': 2710746164, 'id_str': '2710746164', 'indices': [19, 31]}]",[],en,recent,1432138111,1432138111,Dr Vianey Leos(-)Barajas,vianey_lb,"Raleigh, NC",🦈 Statistician. Bayesian. PostDoc @NCState. Bilingüe. Mexican-American. 🌈 she/her #RCatLadies,https://t.co/rhonLj1tGz,[],False,1000,630,30,Thu May 16 04:12:57 +0000 2013,5870,,,False,False,3865,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216932735727497217/FTDB_HyG_normal.jpg,https://pbs.twimg.com/profile_images/1216932735727497217/FTDB_HyG_normal.jpg,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/rhonLj1tGz', 'expanded_url': 'http://vleosbarajas.com', 'display_url': 'vleosbarajas.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1432138111/1563602418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Sat Jan 18 16:20:25 +0000 2020,1218568838800789509,1218568838800789509,@cohrsxyz @NCState Are we in the same dept??,False,"[19, 44]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21856398791637e+18,1218563987916369920,1.1340889117839606e+18,1134088911783960577,cohrsxyz,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'cohrsxyz', 'name': 'Chris Cohrs', 'id': 1134088911783960577, 'id_str': '1134088911783960577', 'indices': [0, 9]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [10, 18]}]",[],en,recent,1432138111,1432138111,Dr Vianey Leos(-)Barajas,vianey_lb,"Raleigh, NC",🦈 Statistician. Bayesian. PostDoc @NCState. Bilingüe. Mexican-American. 🌈 she/her #RCatLadies,https://t.co/rhonLj1tGz,[],False,1000,630,30,Thu May 16 04:12:57 +0000 2013,5870,,,False,False,3865,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216932735727497217/FTDB_HyG_normal.jpg,https://pbs.twimg.com/profile_images/1216932735727497217/FTDB_HyG_normal.jpg,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/rhonLj1tGz', 'expanded_url': 'http://vleosbarajas.com', 'display_url': 'vleosbarajas.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1432138111/1563602418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Sat Jan 18 16:06:33 +0000 2020,1218565346778669060,1218565346778669060,@nutribiochemist @ncsubiochem @NCState Beautiful!,False,"[39, 49]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",1.2183532306499707e+18,1218353230649970689,8.53775213984723e+17,853775213984722947,nutribiochemist,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'nutribiochemist', 'name': 'Abdulkerim Eroğlu, PhD', 'id': 853775213984722947, 'id_str': '853775213984722947', 'indices': [0, 16]}, {'screen_name': 'ncsubiochem', 'name': 'NCSU Biochemistry', 'id': 461171861, 'id_str': '461171861', 'indices': [17, 29]}, {'screen_name': 'NCState', 'name': 'NC State University', 'id': 487624974, 'id_str': '487624974', 'indices': [30, 38]}]",[],en,recent,110735635,110735635,NC State CALS,NCStateCALS,"Raleigh, North Carolina",College of Agriculture & Life Sciences at @NCState. We create & extend new knowledge that transforms challenges into agricultural & life sciences opportunities.,https://t.co/LZyZEmJLYj,[],False,6486,2714,153,Tue Feb 02 16:00:03 +0000 2010,3939,,,True,False,9169,,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,http://pbs.twimg.com/profile_images/1194268382792536064/aCDyZZU__normal.jpg,https://pbs.twimg.com/profile_images/1194268382792536064/aCDyZZU__normal.jpg,7D8C1F,FFFFFF,DAECF4,663B12,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/LZyZEmJLYj', 'expanded_url': 'http://cals.ncsu.edu', 'display_url': 'cals.ncsu.edu', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/110735635/1573570747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
